Count,FIPS Code,State and area,Year,Month,Population,LaborForce,LaborForce_prct,Employed,Employed_prct,Unemployed,Unemployed_prct
26035,13,Georgia,2016,12,7935075,4985686,62.8,4721455,59.5,264231,5.3
26036,15,Hawaii,2016,12,1094564,687924,62.8,668843,61.1,19081,2.8
26037,16,Idaho,2016,12,1287374,822574,63.9,793562,61.6,29012,3.5
26038,17,Illinois,2016,12,10047609,6492891,64.6,6142661,61.1,350230,5.4
26039,18,Indiana,2016,12,5159721,3320863,64.4,3187493,61.8,133370,4
26040,19,Iowa,2016,12,2446246,1677455,68.6,1619471,66.2,57984,3.5
26041,20,Kansas,2016,12,2215097,1478564,66.7,1420053,64.1,58511,4
26042,21,Kentucky,2016,12,3466613,2039044,58.8,1933014,55.8,106030,5.2
26043,22,Louisiana,2016,12,3584660,2103040,58.7,1979129,55.2,123911,5.9
26044,23,Maine,2016,12,1096288,696972,63.6,671890,61.3,25082,3.6
26045,24,Maryland,2016,12,4722879,3188861,67.5,3049016,64.6,139845,4.4
26046,25,Massachusetts,2016,12,5560867,3651575,65.7,3514023,63.2,137552,3.8
26047,26,Michigan,2016,12,7933260,4872911,61.4,4628778,58.3,244133,5
26048,27,Minnesota,2016,12,4334799,3047127,70.3,2929230,67.6,117897,3.9
26049,28,Mississippi,2016,12,2286824,1280605,56,1210656,52.9,69949,5.5
26050,29,Missouri,2016,12,4762878,3067717,64.4,2936206,61.6,131511,4.3
26051,30,Montana,2016,12,827881,523331,63.2,502422,60.7,20909,4
26052,31,Nebraska,2016,12,1456682,1008562,69.2,977642,67.1,30920,3.1
26053,32,Nevada,2016,12,2299846,1438200,62.5,1362175,59.2,76025,5.3
26054,33,New Hampshire,2016,12,1100798,752757,68.4,731555,66.5,21202,2.8
26055,34,New Jersey,2016,12,7041122,4463317,63.4,4254125,60.4,209192,4.7
26056,35,New Mexico,2016,12,1620615,935816,57.7,875553,54,60263,6.4
26057,36,New York,2016,12,15728811,9529163,60.6,9071509,57.7,457654,4.8
26058,51000,New York city,2016,12,6808003,4110256,60.4,3908807,57.4,201449,4.9
26059,37,North Carolina,2016,12,7963821,4903564,61.6,4658756,58.5,244808,5
26060,38,North Dakota,2016,12,579515,411997,71.1,400214,69.1,11783,2.9
26061,39,Ohio,2016,12,9171662,5758839,62.8,5458134,59.5,300705,5.2
26062,40,Oklahoma,2016,12,2995176,1827523,61,1742462,58.2,85061,4.7
26063,41,Oregon,2016,12,3303741,2064658,62.5,1975823,59.8,88835,4.3
26064,42,Pennsylvania,2016,12,10236881,6439878,62.9,6101979,59.6,337899,5.2
26065,44,Rhode Island,2016,12,858235,552018,64.3,526332,61.3,25686,4.7
26066,45,South Carolina,2016,12,3913444,2301759,58.8,2196060,56.1,105699,4.6
26067,46,South Dakota,2016,12,657619,454122,69.1,439900,66.9,14222,3.1
26068,47,Tennessee,2016,12,5237270,3155303,60.2,3008622,57.4,146681,4.6
26069,48,Texas,2016,12,21082149,13449886,63.8,12808057,60.8,641829,4.8
26070,49,Utah,2016,12,2217506,1527197,68.9,1476432,66.6,50765,3.3
26071,50,Vermont,2016,12,515373,345332,67,334549,64.9,10783,3.1
26072,51,Virginia,2016,12,6565568,4276971,65.1,4102515,62.5,174456,4.1
26073,53,Washington,2016,12,5782440,3681023,63.7,3499749,60.5,181274,4.9
26074,54,West Virginia,2016,12,1469099,779111,53,736338,50.1,42773,5.5
26075,55,Wisconsin,2016,12,4575468,3126899,68.3,3010266,65.8,116633,3.7
26076,56,Wyoming,2016,12,449386,295893,65.8,281742,62.7,14151,4.8
26077,1,Alabama,2017,1,3824674,2190329,57.3,2071081,54.2,119248,5.4
26078,2,Alaska,2017,1,546799,361184,66.1,336091,61.5,25093,6.9
26079,4,Arizona,2017,1,5440651,3282429,60.3,3114283,57.2,168146,5.1
26080,5,Arkansas,2017,1,2317585,1340760,57.9,1291336,55.7,49424,3.7
26081,6,California,2017,1,30730068,19105316,62.2,18112068,58.9,993248,5.2
26082,37,Los Angeles County,2017,1,8066252,5058574,62.7,4806682,59.6,251892,5
26083,8,Colorado,2017,1,4361225,2935360,67.3,2853461,65.4,81899,2.8
26084,9,Connecticut,2017,1,2875900,1903526,66.2,1811745,63,91781,4.8
26085,10,Delaware,2017,1,758108,473437,62.4,451676,59.6,21761,4.6
26086,11,District of Columbia,2017,1,567198,398514,70.3,374473,66,24041,6
26087,12,Florida,2017,1,16788545,9973240,59.4,9517115,56.7,456125,4.6
26088,13,Georgia,2017,1,7944103,4996271,62.9,4736145,59.6,260126,5.2
26089,15,Hawaii,2017,1,1094487,688024,62.9,669251,61.1,18773,2.7
26090,16,Idaho,2017,1,1289889,823861,63.9,795361,61.7,28500,3.5
26091,17,Illinois,2017,1,10046938,6484711,64.5,6143987,61.2,340724,5.3
26092,18,Indiana,2017,1,5161828,3320158,64.3,3191055,61.8,129103,3.9
26093,19,Iowa,2017,1,2446949,1674974,68.5,1618128,66.1,56846,3.4
26094,20,Kansas,2017,1,2215134,1477592,66.7,1420459,64.1,57133,3.9
26095,21,Kentucky,2017,1,3467706,2042918,58.9,1936729,55.9,106189,5.2
26096,22,Louisiana,2017,1,3584458,2102045,58.6,1980236,55.2,121809,5.8
26097,23,Maine,2017,1,1096633,697362,63.6,672583,61.3,24779,3.6
26098,24,Maryland,2017,1,4724596,3192342,67.6,3053498,64.6,138844,4.3
26099,25,Massachusetts,2017,1,5564289,3658490,65.7,3519862,63.3,138628,3.8
26100,26,Michigan,2017,1,7936077,4872537,61.4,4634443,58.4,238094,4.9
26101,27,Minnesota,2017,1,4337810,3048278,70.3,2933511,67.6,114767,3.8
26102,28,Mississippi,2017,1,2287189,1280467,56,1211585,53,68882,5.4
26103,29,Missouri,2017,1,4764647,3064503,64.3,2938306,61.7,126197,4.1
26104,30,Montana,2017,1,828721,523682,63.2,502819,60.7,20863,4
26105,31,Nebraska,2017,1,1457364,1008670,69.2,978150,67.1,30520,3
26106,32,Nevada,2017,1,2303693,1441360,62.6,1365954,59.3,75406,5.2
26107,33,New Hampshire,2017,1,1101486,752635,68.3,731535,66.4,21100,2.8
26108,34,New Jersey,2017,1,7043059,4461746,63.3,4256013,60.4,205733,4.6
26109,35,New Mexico,2017,1,1621079,935709,57.7,876205,54.1,59504,6.4
26110,36,New York,2017,1,15727583,9530913,60.6,9080374,57.7,450539,4.7
26111,51000,New York city,2017,1,6806859,4108107,60.4,3912552,57.5,195555,4.8
26112,37,North Carolina,2017,1,7973332,4908232,61.6,4668246,58.5,239986,4.9
26113,38,North Dakota,2017,1,579374,411825,71.1,400253,69.1,11572,2.8
26114,39,Ohio,2017,1,9174261,5763952,62.8,5464013,59.6,299939,5.2
26115,40,Oklahoma,2017,1,2995772,1827099,61,1743751,58.2,83348,4.6
26116,41,Oregon,2017,1,3307995,2068179,62.5,1981334,59.9,86845,4.2
26117,42,Pennsylvania,2017,1,10237961,6438537,62.9,6105806,59.6,332731,5.2
26118,44,Rhode Island,2017,1,858297,551878,64.3,526824,61.4,25054,4.5
26119,45,South Carolina,2017,1,3918636,2302787,58.8,2198812,56.1,103975,4.5
26120,46,South Dakota,2017,1,658169,454425,69,440134,66.9,14291,3.1
26121,47,Tennessee,2017,1,5241875,3157342,60.2,3014969,57.5,142373,4.5
26122,48,Texas,2017,1,21111302,13469939,63.8,12832003,60.8,637936,4.7
26123,49,Utah,2017,1,2221961,1530749,68.9,1479893,66.6,50856,3.3
26124,50,Vermont,2017,1,515460,345256,67,334506,64.9,10750,3.1
26125,51,Virginia,2017,1,6569938,4283427,65.2,4111349,62.6,172078,4
26126,53,Washington,2017,1,5791618,3687410,63.7,3508427,60.6,178983,4.9
26127,54,West Virginia,2017,1,1468181,778115,53,736779,50.2,41336,5.3
26128,55,Wisconsin,2017,1,4577205,3127391,68.3,3013979,65.8,113412,3.6
26129,56,Wyoming,2017,1,449081,295208,65.7,281572,62.7,13636,4.6
26130,1,Alabama,2017,2,3825576,2188348,57.2,2074705,54.2,113643,5.2
26131,2,Alaska,2017,2,546686,360999,66,335923,61.4,25076,6.9
26132,4,Arizona,2017,2,5448496,3290284,60.4,3123321,57.3,166963,5.1
26133,5,Arkansas,2017,2,2318227,1341916,57.9,1292907,55.8,49009,3.7
26134,6,California,2017,2,30744786,19119415,62.2,18143174,59,976241,5.1
26135,37,Los Angeles County,2017,2,8067990,5064246,62.8,4815295,59.7,248951,4.9
26136,8,Colorado,2017,2,4366569,2943654,67.4,2863479,65.6,80175,2.7
26137,9,Connecticut,2017,2,2875855,1905362,66.3,1813502,63.1,91860,4.8
26138,10,Delaware,2017,2,758631,474041,62.5,452188,59.6,21853,4.6
26139,11,District of Columbia,2017,2,567692,399077,70.3,374887,66,24190,6.1
26140,12,Florida,2017,2,16812189,10000028,59.5,9552058,56.8,447970,4.5
26141,13,Georgia,2017,2,7952031,5007182,63,4751931,59.8,255251,5.1
26142,15,Hawaii,2017,2,1094184,687957,62.9,669537,61.2,18420,2.7
26143,16,Idaho,2017,2,1292311,825364,63.9,797354,61.7,28010,3.4
26144,17,Illinois,2017,2,10044985,6478255,64.5,6146694,61.2,331561,5.1
26145,18,Indiana,2017,2,5163546,3320973,64.3,3196536,61.9,124437,3.7
26146,19,Iowa,2017,2,2447452,1673335,68.4,1617568,66.1,55767,3.3
26147,20,Kansas,2017,2,2214903,1476730,66.7,1420853,64.1,55877,3.8
26148,21,Kentucky,2017,2,3468439,2046620,59,1940603,56,106017,5.2
26149,22,Louisiana,2017,2,3583824,2101611,58.6,1982282,55.3,119329,5.7
26150,23,Maine,2017,2,1096918,697622,63.6,673093,61.4,24529,3.5
26151,24,Maryland,2017,2,4725870,3195617,67.6,3057764,64.7,137853,4.3
26152,25,Massachusetts,2017,2,5567195,3665221,65.8,3525821,63.3,139400,3.8
26153,26,Michigan,2017,2,7938105,4871666,61.4,4641291,58.5,230375,4.7
26154,27,Minnesota,2017,2,4340501,3049745,70.3,2938220,67.7,111525,3.7
26155,28,Mississippi,2017,2,2287327,1280290,56,1212402,53,67888,5.3
26156,29,Missouri,2017,2,4765776,3062879,64.3,2941004,61.7,121875,4
26157,30,Montana,2017,2,829505,524142,63.2,503310,60.7,20832,4
26158,31,Nebraska,2017,2,1457928,1008992,69.2,978897,67.1,30095,3
26159,32,Nevada,2017,2,2307323,1444847,62.6,1369897,59.4,74950,5.2
26160,33,New Hampshire,2017,2,1102080,752715,68.3,731771,66.4,20944,2.8
26161,34,New Jersey,2017,2,7044206,4461245,63.3,4257961,60.4,203284,4.6
26162,35,New Mexico,2017,2,1621385,935778,57.7,877084,54.1,58694,6.3
26163,36,New York,2017,2,15724597,9537224,60.7,9091221,57.8,446003,4.7
26164,51000,New York city,2017,2,6805071,4108459,60.4,3916759,57.6,191700,4.7
26165,37,North Carolina,2017,2,7981650,4912098,61.5,4678040,58.6,234058,4.8
26166,38,North Dakota,2017,2,579229,411676,71.1,400375,69.1,11301,2.7
26167,39,Ohio,2017,2,9176087,5769047,62.9,5471173,59.6,297874,5.2
26168,40,Oklahoma,2017,2,2995966,1827377,61,1745589,58.3,81788,4.5
26169,41,Oregon,2017,2,3311879,2072672,62.6,1987188,60,85484,4.1
26170,42,Pennsylvania,2017,2,10238047,6438587,62.9,6110693,59.7,327894,5.1
26171,44,Rhode Island,2017,2,858303,551909,64.3,527291,61.4,24618,4.5
26172,45,South Carolina,2017,2,3923016,2303971,58.7,2201818,56.1,102153,4.4
26173,46,South Dakota,2017,2,658729,454822,69,440485,66.9,14337,3.2
26174,47,Tennessee,2017,2,5245940,3159650,60.2,3022805,57.6,136845,4.3
26175,48,Texas,2017,2,21137736,13490852,63.8,12860135,60.8,630717,4.7
26176,49,Utah,2017,2,2226278,1534344,68.9,1483394,66.6,50950,3.3
26177,50,Vermont,2017,2,515549,345177,67,334487,64.9,10690,3.1
26178,51,Virginia,2017,2,6573709,4290337,65.3,4120793,62.7,169544,4
26179,53,Washington,2017,2,5800164,3694700,63.7,3517567,60.6,177133,4.8
26180,54,West Virginia,2017,2,1467145,777364,53,737246,50.3,40118,5.2
26181,55,Wisconsin,2017,2,4578523,3128569,68.3,3018688,65.9,109881,3.5
26182,56,Wyoming,2017,2,448777,294529,65.6,281452,62.7,13077,4.4
26183,1,Alabama,2017,3,3826603,2186288,57.1,2078249,54.3,108039,4.9
26184,2,Alaska,2017,3,546615,360734,66,335685,61.4,25049,6.9
26185,4,Arizona,2017,3,5456514,3297732,60.4,3132221,57.4,165511,5
26186,5,Arkansas,2017,3,2318987,1343493,57.9,1294611,55.8,48882,3.6
26187,6,California,2017,3,30759735,19134439,62.2,18173987,59.1,960452,5
26188,37,Los Angeles County,2017,3,8069988,5070052,62.8,4823346,59.8,246706,4.9
26189,8,Colorado,2017,3,4372101,2952715,67.5,2873408,65.7,79307,2.7
26190,9,Connecticut,2017,3,2875832,1905939,66.3,1814156,63.1,91783,4.8
26191,10,Delaware,2017,3,759190,474607,62.5,452714,59.6,21893,4.6
26192,11,District of Columbia,2017,3,568145,399617,70.3,375233,66,24384,6.1
26193,12,Florida,2017,3,16836069,10024862,59.5,9584532,56.9,440330,4.4
26194,13,Georgia,2017,3,7960380,5017944,63,4767674,59.9,250270,5
26195,15,Hawaii,2017,3,1093873,687625,62.9,669607,61.2,18018,2.6
26196,16,Idaho,2017,3,1294759,827000,63.9,799434,61.7,27566,3.3
26197,17,Illinois,2017,3,10043351,6473705,64.5,6149056,61.2,324649,5
26198,18,Indiana,2017,3,5165398,3322744,64.3,3202420,62,120324,3.6
26199,19,Iowa,2017,3,2448078,1672548,68.3,1617761,66.1,54787,3.3
26200,20,Kansas,2017,3,2214762,1476127,66.6,1421191,64.2,54936,3.7
26201,21,Kentucky,2017,3,3469413,2049770,59.1,1944029,56,105741,5.2
26202,22,Louisiana,2017,3,3583314,2101300,58.6,1984718,55.4,116582,5.5
26203,23,Maine,2017,3,1097225,697763,63.6,673414,61.4,24349,3.5
26204,24,Maryland,2017,3,4727197,3198457,67.7,3061471,64.8,136986,4.3
26205,25,Massachusetts,2017,3,5570197,3671099,65.9,3531228,63.4,139871,3.8
26206,26,Michigan,2017,3,7940348,4870707,61.3,4647704,58.5,223003,4.6
26207,27,Minnesota,2017,3,4343271,3051441,70.3,2942677,67.8,108764,3.6
26208,28,Mississippi,2017,3,2287547,1279940,56,1212873,53,67067,5.2
26209,29,Missouri,2017,3,4767199,3062473,64.2,2943685,61.7,118788,3.9
26210,30,Montana,2017,3,830281,524653,63.2,503847,60.7,20806,4
26211,31,Nebraska,2017,3,1458591,1009492,69.2,979770,67.2,29722,2.9
26212,32,Nevada,2017,3,2310961,1448446,62.7,1373828,59.4,74618,5.2
26213,33,New Hampshire,2017,3,1102723,752975,68.3,732242,66.4,20733,2.8
26214,34,New Jersey,2017,3,7045364,4461144,63.3,4258943,60.5,202201,4.5
26215,35,New Mexico,2017,3,1621634,935831,57.7,878012,54.1,57819,6.2
26216,36,New York,2017,3,15721839,9545838,60.7,9100810,57.9,445028,4.7
26217,51000,New York city,2017,3,6803539,4110709,60.4,3920330,57.6,190379,4.6
26218,37,North Carolina,2017,3,7990535,4915480,61.5,4687202,58.7,228278,4.6
26219,38,North Dakota,2017,3,579092,411474,71.1,400473,69.2,11001,2.7
26220,39,Ohio,2017,3,9178199,5773554,62.9,5477830,59.7,295724,5.1
26221,40,Oklahoma,2017,3,2996316,1828311,61,1747876,58.3,80435,4.4
26222,41,Oregon,2017,3,3315891,2077839,62.7,1993011,60.1,84828,4.1
26223,42,Pennsylvania,2017,3,10238372,6438280,62.9,6114675,59.7,323605,5
26224,44,Rhode Island,2017,3,858301,552083,64.3,527711,61.5,24372,4.4
26225,45,South Carolina,2017,3,3927802,2305250,58.7,2204694,56.1,100556,4.4
26226,46,South Dakota,2017,3,659276,455220,69,440838,66.9,14382,3.2
26227,47,Tennessee,2017,3,5250252,3162582,60.2,3031826,57.7,130756,4.1
26228,48,Texas,2017,3,21164396,13509998,63.8,12889646,60.9,620352,4.6
26229,49,Utah,2017,3,2230691,1537790,68.9,1486736,66.6,51054,3.3
26230,50,Vermont,2017,3,515609,345141,66.9,334542,64.9,10599,3.1
26231,51,Virginia,2017,3,6577732,4296893,65.3,4129781,62.8,167112,3.9
26232,53,Washington,2017,3,5808980,3702713,63.7,3526769,60.7,175944,4.8
26233,54,West Virginia,2017,3,1466161,776921,53,737577,50.3,39344,5.1
26234,55,Wisconsin,2017,3,4580034,3130104,68.3,3023461,66,106643,3.4
26235,56,Wyoming,2017,3,448478,293902,65.5,281354,62.7,12548,4.3
26236,1,Alabama,2017,4,3827718,2184662,57.1,2081749,54.4,102913,4.7
26237,2,Alaska,2017,4,546691,360424,65.9,335404,61.4,25020,6.9
26238,4,Arizona,2017,4,5464735,3305044,60.5,3141191,57.5,163853,5
26239,5,Arkansas,2017,4,2319704,1345229,58,1296194,55.9,49035,3.6
26240,6,California,2017,4,30777029,19150981,62.2,18203726,59.1,947255,4.9
26241,37,Los Angeles County,2017,4,8072282,5076001,62.9,4830734,59.8,245267,4.8
26242,8,Colorado,2017,4,4377874,2962529,67.7,2883199,65.9,79330,2.7
26243,9,Connecticut,2017,4,2875903,1905002,66.2,1813667,63.1,91335,4.8
26244,10,Delaware,2017,4,759794,475140,62.5,453265,59.7,21875,4.6
26245,11,District of Columbia,2017,4,568674,400146,70.4,375563,66,24583,6.1
26246,12,Florida,2017,4,16860698,10046850,59.6,9613039,57,433811,4.3
26247,13,Georgia,2017,4,7969336,5029137,63.1,4783506,60,245631,4.9
26248,15,Hawaii,2017,4,1093984,686961,62.8,669390,61.2,17571,2.6
26249,16,Idaho,2017,4,1297299,828758,63.9,801577,61.8,27181,3.3
26250,17,Illinois,2017,4,10042165,6472076,64.4,6151235,61.3,320841,5
26251,18,Indiana,2017,4,5167224,3325547,64.4,3207896,62.1,117651,3.5
26252,19,Iowa,2017,4,2448649,1672630,68.3,1618631,66.1,53999,3.2
26253,20,Kansas,2017,4,2214811,1475989,66.6,1421563,64.2,54426,3.7
26254,21,Kentucky,2017,4,3470439,2052310,59.1,1947010,56.1,105300,5.1
26255,22,Louisiana,2017,4,3582919,2101151,58.6,1987448,55.5,113703,5.4
26256,23,Maine,2017,4,1097559,697864,63.6,673642,61.4,24222,3.5
26257,24,Maryland,2017,4,4728748,3200983,67.7,3064767,64.8,136216,4.3
26258,25,Massachusetts,2017,4,5573231,3676244,66,3536178,63.4,140066,3.8
26259,26,Michigan,2017,4,7942529,4871408,61.3,4653371,58.6,218037,4.5
26260,27,Minnesota,2017,4,4346021,3053567,70.3,2946664,67.8,106903,3.5
26261,28,Mississippi,2017,4,2287850,1279531,55.9,1213077,53,66454,5.2
26262,29,Missouri,2017,4,4768744,3063071,64.2,2946310,61.8,116761,3.8
26263,30,Montana,2017,4,831091,525152,63.2,504360,60.7,20792,4
26264,31,Nebraska,2017,4,1459227,1010113,69.2,980653,67.2,29460,2.9
26265,32,Nevada,2017,4,2314698,1452048,62.7,1377714,59.5,74334,5.1
26266,33,New Hampshire,2017,4,1103339,753375,68.3,732862,66.4,20513,2.7
26267,34,New Jersey,2017,4,7046739,4461194,63.3,4258672,60.4,202522,4.5
26268,35,New Mexico,2017,4,1622042,935820,57.7,878905,54.2,56915,6.1
26269,36,New York,2017,4,15719416,9555504,60.8,9108274,57.9,447230,4.7
26270,51000,New York city,2017,4,6802312,4114119,60.5,3922863,57.7,191256,4.6
26271,37,North Carolina,2017,4,8000347,4919929,61.5,4696347,58.7,223582,4.5
26272,38,North Dakota,2017,4,579003,411179,71,400441,69.2,10738,2.6
26273,39,Ohio,2017,4,9180246,5777686,62.9,5483584,59.7,294102,5.1
26274,40,Oklahoma,2017,4,2996852,1830043,61.1,1750709,58.4,79334,4.3
26275,41,Oregon,2017,4,3319855,2083300,62.8,1998465,60.2,84835,4.1
26276,42,Pennsylvania,2017,4,10238684,6436939,62.9,6117208,59.7,319731,5
26277,44,Rhode Island,2017,4,858328,552359,64.4,528108,61.5,24251,4.4
26278,45,South Carolina,2017,4,3932993,2306727,58.7,2207324,56.1,99403,4.3
26279,46,South Dakota,2017,4,659856,455580,69,441133,66.9,14447,3.2
26280,47,Tennessee,2017,4,5254681,3167000,60.3,3042293,57.9,124707,3.9
26281,48,Texas,2017,4,21192607,13527910,63.8,12919986,61,607924,4.5
26282,49,Utah,2017,4,2235145,1540998,68.9,1489857,66.7,51141,3.3
26283,50,Vermont,2017,4,515709,345195,66.9,334713,64.9,10482,3
26284,51,Virginia,2017,4,6582684,4303237,65.4,4138362,62.9,164875,3.8
26285,53,Washington,2017,4,5818252,3711308,63.8,3535824,60.8,175484,4.7
26286,54,West Virginia,2017,4,1465181,776906,53,737840,50.4,39066,5
26287,55,Wisconsin,2017,4,4581481,3132004,68.4,3027791,66.1,104213,3.3
26288,56,Wyoming,2017,4,448175,293398,65.5,281264,62.8,12134,4.1
26289,1,Alabama,2017,5,3828991,2183769,57,2085452,54.5,98317,4.5
26290,2,Alaska,2017,5,546724,360108,65.9,335115,61.3,24993,6.9
26291,4,Arizona,2017,5,5473151,3312332,60.5,3150385,57.6,161947,4.9
26292,5,Arkansas,2017,5,2320643,1346838,58,1297486,55.9,49352,3.7
26293,6,California,2017,5,30794420,19168420,62.2,18232933,59.2,935487,4.9
26294,37,Los Angeles County,2017,5,8074289,5082102,62.9,4838013,59.9,244089,4.8
26295,8,Colorado,2017,5,4383819,2972877,67.8,2892795,66,80082,2.7
26296,9,Connecticut,2017,5,2876081,1902767,66.2,1812276,63,90491,4.8
26297,10,Delaware,2017,5,760433,475650,62.5,453866,59.7,21784,4.6
26298,11,District of Columbia,2017,5,569152,400658,70.4,375913,66,24745,6.2
26299,12,Florida,2017,5,16886115,10064912,59.6,9636809,57.1,428103,4.3
26300,13,Georgia,2017,5,7978421,5040587,63.2,4799555,60.2,241032,4.8
26301,15,Hawaii,2017,5,1093902,685965,62.7,668886,61.1,17079,2.5
26302,16,Idaho,2017,5,1299898,830629,63.9,803777,61.8,26852,3.2
26303,17,Illinois,2017,5,10041400,6473346,64.5,6153887,61.3,319459,4.9
26304,18,Indiana,2017,5,5169471,3329235,64.4,3212573,62.1,116662,3.5
26305,19,Iowa,2017,5,2449469,1673258,68.3,1619914,66.1,53344,3.2
26306,20,Kansas,2017,5,2214920,1476241,66.6,1422035,64.2,54206,3.7
26307,21,Kentucky,2017,5,3471703,2054272,59.2,1949791,56.2,104481,5.1
26308,22,Louisiana,2017,5,3582685,2101066,58.6,1990432,55.6,110634,5.3
26309,23,Maine,2017,5,1097975,697957,63.6,673861,61.4,24096,3.5
26310,24,Maryland,2017,5,4730358,3203310,67.7,3067910,64.9,135400,4.2
26311,25,Massachusetts,2017,5,5576718,3680990,66,3541090,63.5,139900,3.8
26312,26,Michigan,2017,5,7945369,4874830,61.4,4658487,58.6,216343,4.4
26313,27,Minnesota,2017,5,4349182,3055914,70.3,2950324,67.8,105590,3.5
26314,28,Mississippi,2017,5,2288276,1279058,55.9,1213124,53,65934,5.2
26315,29,Missouri,2017,5,4770633,3064079,64.2,2948979,61.8,115100,3.8
26316,30,Montana,2017,5,831942,525591,63.2,504808,60.7,20783,4
26317,31,Nebraska,2017,5,1460022,1010770,69.2,981453,67.2,29317,2.9
26318,32,Nevada,2017,5,2318493,1455550,62.8,1381585,59.6,73965,5.1
26319,33,New Hampshire,2017,5,1104057,753864,68.3,733522,66.4,20342,2.7
26320,34,New Jersey,2017,5,7048443,4460983,63.3,4257252,60.4,203731,4.6
26321,35,New Mexico,2017,5,1622439,935772,57.7,879750,54.2,56022,6
26322,36,New York,2017,5,15717767,9564471,60.9,9113926,58,450545,4.7
26323,51000,New York city,2017,5,6800757,4117584,60.5,3924547,57.7,193037,4.7
26324,37,North Carolina,2017,5,8010177,4926285,61.5,4706367,58.8,219918,4.5
26325,38,North Dakota,2017,5,578947,410788,71,400217,69.1,10571,2.6
26326,39,Ohio,2017,5,9183048,5781512,63,5488731,59.8,292781,5.1
26327,40,Oklahoma,2017,5,2997526,1832576,61.1,1754120,58.5,78456,4.3
26328,41,Oregon,2017,5,3324111,2088485,62.8,2003240,60.3,85245,4.1
26329,42,Pennsylvania,2017,5,10239863,6433906,62.8,6118328,59.8,315578,4.9
26330,44,Rhode Island,2017,5,858420,552663,64.4,528476,61.6,24187,4.4
26331,45,South Carolina,2017,5,3938294,2308547,58.6,2209859,56.1,98688,4.3
26332,46,South Dakota,2017,5,660498,455900,69,441358,66.8,14542,3.2
26333,47,Tennessee,2017,5,5259462,3173238,60.3,3054059,58.1,119179,3.8
26334,48,Texas,2017,5,21220914,13545404,63.8,12951366,61,594038,4.4
26335,49,Utah,2017,5,2239711,1543901,68.9,1492770,66.7,51131,3.3
26336,50,Vermont,2017,5,515834,345346,66.9,334993,64.9,10353,3
26337,51,Virginia,2017,5,6587264,4309486,65.4,4146856,63,162630,3.8
26338,53,Washington,2017,5,5827583,3719971,63.8,3544553,60.8,175418,4.7
26339,54,West Virginia,2017,5,1464341,777311,53.1,738153,50.4,39158,5
26340,55,Wisconsin,2017,5,4583367,3134228,68.4,3031530,66.1,102698,3.3
26341,56,Wyoming,2017,5,447928,293071,65.4,281175,62.8,11896,4.1
26342,1,Alabama,2017,6,3830357,2183742,57,2089327,54.5,94415,4.3
26343,2,Alaska,2017,6,546637,359773,65.8,334812,61.2,24961,6.9
26344,4,Arizona,2017,6,5481685,3319371,60.6,3159326,57.6,160045,4.8
26345,5,Arkansas,2017,6,2321576,1348160,58.1,1298417,55.9,49743,3.7
26346,6,California,2017,6,30811822,19185241,62.3,18260479,59.3,924762,4.8
26347,37,Los Angeles County,2017,6,8076283,5087957,63,4845015,60,242942,4.8
26348,8,Colorado,2017,6,4389708,2983375,68,2901893,66.1,81482,2.7
26349,9,Connecticut,2017,6,2876399,1899739,66,1810231,62.9,89508,4.7
26350,10,Delaware,2017,6,761079,476148,62.6,454517,59.7,21631,4.5
26351,11,District of Columbia,2017,6,569672,401121,70.4,376292,66.1,24829,6.2
26352,12,Florida,2017,6,16911858,10078216,59.6,9654802,57.1,423414,4.2
26353,13,Georgia,2017,6,7987310,5051610,63.2,4814938,60.3,236672,4.7
26354,15,Hawaii,2017,6,1093674,684689,62.6,668120,61.1,16569,2.4
26355,16,Idaho,2017,6,1302507,832598,63.9,806006,61.9,26592,3.2
26356,17,Illinois,2017,6,10040770,6476716,64.5,6156853,61.3,319863,4.9
26357,18,Indiana,2017,6,5171898,3333454,64.5,3216178,62.2,117276,3.5
26358,19,Iowa,2017,6,2450397,1673834,68.3,1621084,66.2,52750,3.2
26359,20,Kansas,2017,6,2215041,1476626,66.7,1422543,64.2,54083,3.7
26360,21,Kentucky,2017,6,3472963,2055675,59.2,1952394,56.2,103281,5
26361,22,Louisiana,2017,6,3582502,2101283,58.7,1993636,55.6,107647,5.1
26362,23,Maine,2017,6,1098436,697997,63.5,674071,61.4,23926,3.4
26363,24,Maryland,2017,6,4732028,3205514,67.7,3070819,64.9,134695,4.2
26364,25,Massachusetts,2017,6,5580351,3685642,66,3546165,63.5,139477,3.8
26365,26,Michigan,2017,6,7948381,4880622,61.4,4662760,58.7,217862,4.5
26366,27,Minnesota,2017,6,4352434,3058239,70.3,2953742,67.9,104497,3.4
26367,28,Mississippi,2017,6,2288647,1278463,55.9,1213029,53,65434,5.1
26368,29,Missouri,2017,6,4772618,3064985,64.2,2951384,61.8,113601,3.7
26369,30,Montana,2017,6,832838,525939,63.2,505142,60.7,20797,4
26370,31,Nebraska,2017,6,1460831,1011431,69.2,982150,67.2,29281,2.9
26371,32,Nevada,2017,6,2322299,1458918,62.8,1385459,59.7,73459,5
26372,33,New Hampshire,2017,6,1104823,754385,68.3,734128,66.4,20257,2.7
