candidate,pct_estimate,lo,hi,date,election,cycle
Democrats,43.89373,38.92254,48.86493,8/11/21,11/8/22,2022
Republicans,40.47997,35.24292,45.71701,8/11/21,11/8/22,2022
Democrats,43.891,38.91909,48.8629,8/12/21,11/8/22,2022
Republicans,40.48807,35.25054,45.72561,8/12/21,11/8/22,2022
Democrats,43.88742,38.91584,48.85899,8/13/21,11/8/22,2022
Republicans,40.49486,35.25747,45.73225,8/13/21,11/8/22,2022
Democrats,43.88428,38.91258,48.85599,8/14/21,11/8/22,2022
Republicans,40.50196,35.26493,45.73898,8/14/21,11/8/22,2022
Democrats,43.88102,38.9091,48.85295,8/15/21,11/8/22,2022
Republicans,40.50956,35.2729,45.74622,8/15/21,11/8/22,2022
Democrats,43.87762,38.90543,48.8498,8/16/21,11/8/22,2022
Republicans,40.51719,35.28081,45.75357,8/16/21,11/8/22,2022
Democrats,43.87406,38.90133,48.84679,8/17/21,11/8/22,2022
Republicans,40.52409,35.28756,45.76061,8/17/21,11/8/22,2022
Democrats,43.75941,38.75586,48.76297,8/18/21,11/8/22,2022
Republicans,40.63669,35.42825,45.84513,8/18/21,11/8/22,2022
Democrats,43.75594,38.75298,48.75891,8/19/21,11/8/22,2022
Republicans,40.64285,35.43413,45.85156,8/19/21,11/8/22,2022
Democrats,43.41639,38.31234,48.52043,8/20/21,11/8/22,2022
Republicans,40.26482,35.25342,45.27622,8/20/21,11/8/22,2022
Democrats,43.41241,38.30658,48.51823,8/21/21,11/8/22,2022
Republicans,40.26908,35.25885,45.2793,8/21/21,11/8/22,2022
Democrats,43.76241,38.70982,48.81499,8/22/21,11/8/22,2022
Republicans,40.89026,35.82005,45.96046,8/22/21,11/8/22,2022
Democrats,43.76036,38.70612,48.81459,8/23/21,11/8/22,2022
Republicans,40.89748,35.82814,45.96682,8/23/21,11/8/22,2022
Democrats,43.75821,38.70277,48.81366,8/24/21,11/8/22,2022
Republicans,40.90397,35.83554,45.9724,8/24/21,11/8/22,2022
Democrats,43.75666,38.6991,48.81423,8/25/21,11/8/22,2022
Republicans,40.91094,35.84273,45.97915,8/25/21,11/8/22,2022
Democrats,43.77105,39.00656,48.53553,8/26/21,11/8/22,2022
Republicans,40.19169,35.12145,45.26192,8/26/21,11/8/22,2022
Democrats,43.77151,39.00747,48.53556,8/27/21,11/8/22,2022
Republicans,40.19799,35.12937,45.26662,8/27/21,11/8/22,2022
Democrats,43.77175,39.00747,48.53603,8/28/21,11/8/22,2022
Republicans,40.20427,35.13689,45.27166,8/28/21,11/8/22,2022
Democrats,43.77293,39.00927,48.5366,8/29/21,11/8/22,2022
Republicans,40.21031,35.14485,45.27577,8/29/21,11/8/22,2022
Democrats,43.83033,39.08476,48.5759,8/30/21,11/8/22,2022
Republicans,40.39709,35.27497,45.51922,8/30/21,11/8/22,2022
Democrats,43.83001,39.08381,48.57621,8/31/21,11/8/22,2022
Republicans,40.40146,35.28118,45.52174,8/31/21,11/8/22,2022
Democrats,43.89007,39.1679,48.61224,9/1/21,11/8/22,2022
Republicans,40.9105,35.66739,46.15361,9/1/21,11/8/22,2022
Democrats,43.91711,39.22458,48.60965,9/2/21,11/8/22,2022
Republicans,41.04028,35.79828,46.28227,9/2/21,11/8/22,2022
Democrats,43.91518,39.22206,48.60831,9/3/21,11/8/22,2022
Republicans,41.04595,35.80618,46.28572,9/3/21,11/8/22,2022
Democrats,43.91323,39.21991,48.60655,9/4/21,11/8/22,2022
Republicans,41.05142,35.8133,46.28954,9/4/21,11/8/22,2022
Democrats,43.91159,39.21738,48.6058,9/5/21,11/8/22,2022
Republicans,41.05585,35.82038,46.29131,9/5/21,11/8/22,2022
Democrats,43.9103,39.21537,48.60523,9/6/21,11/8/22,2022
Republicans,41.06144,35.82853,46.29435,9/6/21,11/8/22,2022
Democrats,43.90912,39.21322,48.60502,9/7/21,11/8/22,2022
Republicans,41.06641,35.83451,46.2983,9/7/21,11/8/22,2022
Democrats,43.8549,39.13914,48.57065,9/8/21,11/8/22,2022
Republicans,41.00732,35.74057,46.27408,9/8/21,11/8/22,2022
Democrats,43.85194,39.13555,48.56834,9/9/21,11/8/22,2022
Republicans,41.01186,35.74758,46.27613,9/9/21,11/8/22,2022
Democrats,43.65347,39.00782,48.29912,9/10/21,11/8/22,2022
Republicans,41.10349,35.93419,46.27279,9/10/21,11/8/22,2022
Democrats,43.64941,39.00344,48.29537,9/11/21,11/8/22,2022
Republicans,41.10859,35.94096,46.27623,9/11/21,11/8/22,2022
Democrats,43.72807,39.14445,48.31169,9/12/21,11/8/22,2022
Republicans,41.29055,36.14567,46.43542,9/12/21,11/8/22,2022
Democrats,43.63311,39.01344,48.25278,9/13/21,11/8/22,2022
Republicans,41.27015,36.11951,46.42078,9/13/21,11/8/22,2022
Democrats,43.84528,39.24696,48.4436,9/14/21,11/8/22,2022
Republicans,41.35109,36.25085,46.45134,9/14/21,11/8/22,2022
Democrats,43.78306,39.29843,48.26768,9/15/21,11/8/22,2022
Republicans,41.14745,36.11954,46.17536,9/15/21,11/8/22,2022
Democrats,43.787758,39.343857,48.231659,9/16/21,11/8/22,2022
Republicans,41.187737,36.196962,46.178513,9/16/21,11/8/22,2022
Democrats,43.776719,39.329423,48.224015,9/17/21,11/8/22,2022
Republicans,41.171979,36.184213,46.159745,9/17/21,11/8/22,2022
Democrats,43.772711,39.326803,48.218619,9/18/21,11/8/22,2022
Republicans,41.173632,36.18985,46.157413,9/18/21,11/8/22,2022
Democrats,43.767813,39.323354,48.212272,9/19/21,11/8/22,2022
Republicans,41.174335,36.194958,46.153712,9/19/21,11/8/22,2022
Democrats,43.763876,39.320591,48.20716,9/20/21,11/8/22,2022
Republicans,41.174913,36.198369,46.151457,9/20/21,11/8/22,2022
Democrats,43.758875,39.316621,48.201129,9/21/21,11/8/22,2022
Republicans,41.175946,36.202513,46.149378,9/21/21,11/8/22,2022
Democrats,44.444438,39.894359,48.994518,9/22/21,11/8/22,2022
Republicans,41.785702,36.781536,46.789869,9/22/21,11/8/22,2022
Democrats,44.447131,39.897167,48.997096,9/23/21,11/8/22,2022
Republicans,41.792682,36.793436,46.791928,9/23/21,11/8/22,2022
Democrats,44.631709,40.038668,49.22475,9/24/21,11/8/22,2022
Republicans,41.681311,36.719833,46.64279,9/24/21,11/8/22,2022
Democrats,44.637512,40.043382,49.231642,9/25/21,11/8/22,2022
Republicans,41.688447,36.729064,46.64783,9/25/21,11/8/22,2022
Democrats,44.646609,40.050219,49.242999,9/26/21,11/8/22,2022
Republicans,41.696639,36.738813,46.654466,9/26/21,11/8/22,2022
Democrats,44.653419,40.055469,49.251369,9/27/21,11/8/22,2022
Republicans,41.7021,36.745992,46.658209,9/27/21,11/8/22,2022
Democrats,44.657717,40.059012,49.256422,9/28/21,11/8/22,2022
Republicans,41.706695,36.752651,46.66074,9/28/21,11/8/22,2022
Democrats,44.965148,40.278361,49.651934,9/29/21,11/8/22,2022
Republicans,42.059518,37.03862,47.080416,9/29/21,11/8/22,2022
Democrats,45.048043,40.433274,49.662812,9/30/21,11/8/22,2022
Republicans,41.701796,36.724855,46.678738,9/30/21,11/8/22,2022
Democrats,45.056185,40.439619,49.67275,10/1/21,11/8/22,2022
Republicans,41.707829,36.73197,46.683689,10/1/21,11/8/22,2022
Democrats,45.064377,40.446963,49.681791,10/2/21,11/8/22,2022
Republicans,41.713648,36.7395,46.687796,10/2/21,11/8/22,2022
Democrats,45.073412,40.454441,49.692383,10/3/21,11/8/22,2022
Republicans,41.719959,36.747339,46.692579,10/3/21,11/8/22,2022
Democrats,45.067448,40.490947,49.643948,10/4/21,11/8/22,2022
Republicans,41.685,36.761622,46.608377,10/4/21,11/8/22,2022
Democrats,44.904062,40.358528,49.449596,10/5/21,11/8/22,2022
Republicans,42.018014,36.982853,47.053175,10/5/21,11/8/22,2022
Democrats,44.736682,40.223011,49.250354,10/6/21,11/8/22,2022
Republicans,41.887312,36.855686,46.918937,10/6/21,11/8/22,2022
Democrats,44.740156,40.226254,49.254059,10/7/21,11/8/22,2022
Republicans,41.894078,36.864106,46.92405,10/7/21,11/8/22,2022
Democrats,44.44459,39.853222,49.035958,10/8/21,11/8/22,2022
Republicans,41.580539,36.434547,46.726531,10/8/21,11/8/22,2022
Democrats,44.444222,39.852269,49.036175,10/9/21,11/8/22,2022
Republicans,41.583853,36.438262,46.729444,10/9/21,11/8/22,2022
Democrats,44.443564,39.850703,49.036424,10/10/21,11/8/22,2022
Republicans,41.586997,36.441286,46.732709,10/10/21,11/8/22,2022
Democrats,44.443263,39.849235,49.037291,10/11/21,11/8/22,2022
Republicans,41.59,36.444127,46.735874,10/11/21,11/8/22,2022
Democrats,44.443081,39.848348,49.037815,10/12/21,11/8/22,2022
Republicans,41.593183,36.447767,46.738599,10/12/21,11/8/22,2022
Democrats,44.435841,39.855027,49.016655,10/13/21,11/8/22,2022
Republicans,41.529658,36.384912,46.674403,10/13/21,11/8/22,2022
Democrats,44.435332,39.854002,49.016662,10/14/21,11/8/22,2022
Republicans,41.531357,36.386852,46.675861,10/14/21,11/8/22,2022
Democrats,44.310573,39.712795,48.90835,10/15/21,11/8/22,2022
Republicans,41.54813,36.431302,46.664958,10/15/21,11/8/22,2022
Democrats,44.322002,39.745848,48.898155,10/16/21,11/8/22,2022
Republicans,41.538007,36.447674,46.62834,10/16/21,11/8/22,2022
Democrats,44.319642,39.74282,48.896463,10/17/21,11/8/22,2022
Republicans,41.53966,36.450255,46.629065,10/17/21,11/8/22,2022
Democrats,44.317098,39.739385,48.89481,10/18/21,11/8/22,2022
Republicans,41.540681,36.452442,46.628919,10/18/21,11/8/22,2022
Democrats,44.314833,39.736625,48.89304,10/19/21,11/8/22,2022
Republicans,41.541818,36.455466,46.62817,10/19/21,11/8/22,2022
Democrats,44.275869,39.754514,48.797225,10/20/21,11/8/22,2022
Republicans,41.712436,36.582734,46.842138,10/20/21,11/8/22,2022
Democrats,44.105118,39.632565,48.577671,10/21/21,11/8/22,2022
Republicans,41.553944,36.497124,46.610764,10/21/21,11/8/22,2022
Democrats,44.101992,39.629743,48.57424,10/22/21,11/8/22,2022
Republicans,41.555895,36.500645,46.611144,10/22/21,11/8/22,2022
Democrats,44.098501,39.626858,48.570144,10/23/21,11/8/22,2022
Republicans,41.557723,36.504405,46.611042,10/23/21,11/8/22,2022
Democrats,44.094963,39.623813,48.566113,10/24/21,11/8/22,2022
Republicans,41.559489,36.507273,46.611705,10/24/21,11/8/22,2022
Democrats,43.860908,39.307477,48.414339,10/25/21,11/8/22,2022
Republicans,41.340226,36.193199,46.487253,10/25/21,11/8/22,2022
Democrats,43.853607,39.299414,48.4078,10/26/21,11/8/22,2022
Republicans,41.338263,36.189812,46.486714,10/26/21,11/8/22,2022
Democrats,43.87698,39.34476,48.40921,10/27/21,11/8/22,2022
Republicans,41.37037,36.23581,46.50492,10/27/21,11/8/22,2022
Democrats,43.87119,39.33915,48.40323,10/28/21,11/8/22,2022
Republicans,41.36929,36.23532,46.50326,10/28/21,11/8/22,2022
Democrats,43.86335,39.33137,48.39532,10/29/21,11/8/22,2022
Republicans,41.36715,36.23326,46.50103,10/29/21,11/8/22,2022
Democrats,43.85657,39.32473,48.3884,10/30/21,11/8/22,2022
Republicans,41.36609,36.23159,46.50059,10/30/21,11/8/22,2022
Democrats,44.0243,39.50314,48.54547,10/31/21,11/8/22,2022
Republicans,41.54601,36.40857,46.68345,10/31/21,11/8/22,2022
Democrats,43.58347,38.93931,48.22762,11/1/21,11/8/22,2022
Republicans,40.86164,35.34896,46.37433,11/1/21,11/8/22,2022
Democrats,43.54154,38.87576,48.20732,11/2/21,11/8/22,2022
Republicans,40.88869,35.36719,46.41019,11/2/21,11/8/22,2022
Democrats,43.45139,38.861162,48.041617,11/3/21,11/8/22,2022
Republicans,41.165447,35.671518,46.659376,11/3/21,11/8/22,2022
Democrats,43.446108,38.856124,48.036091,11/4/21,11/8/22,2022
Republicans,41.168903,35.672552,46.665254,11/4/21,11/8/22,2022
Democrats,43.339387,38.787846,47.890928,11/5/21,11/8/22,2022
Republicans,41.726908,36.097282,47.356534,11/5/21,11/8/22,2022
Democrats,43.332966,38.782115,47.883817,11/6/21,11/8/22,2022
Republicans,41.737129,36.104105,47.370154,11/6/21,11/8/22,2022
Democrats,42.97201,38.33513,47.60889,11/7/21,11/8/22,2022
Republicans,42.027297,36.395062,47.659532,11/7/21,11/8/22,2022
Democrats,43.174184,38.484906,47.863463,11/8/21,11/8/22,2022
Republicans,42.063757,36.459033,47.668482,11/8/21,11/8/22,2022
Democrats,43.130433,38.442334,47.818533,11/9/21,11/8/22,2022
Republicans,42.058914,36.478871,47.638958,11/9/21,11/8/22,2022
Democrats,42.468068,37.394747,47.541389,11/10/21,11/8/22,2022
Republicans,41.195708,35.285087,47.106329,11/10/21,11/8/22,2022
Democrats,42.455061,37.378261,47.53186,11/11/21,11/8/22,2022
Republicans,41.196489,35.280759,47.112219,11/11/21,11/8/22,2022
Democrats,42.524628,37.503057,47.546199,11/12/21,11/8/22,2022
Republicans,41.151,35.313982,46.988019,11/12/21,11/8/22,2022
Democrats,42.511003,37.486607,47.5354,11/13/21,11/8/22,2022
Republicans,41.151824,35.310509,46.993139,11/13/21,11/8/22,2022
Democrats,42.411296,37.433226,47.389367,11/14/21,11/8/22,2022
Republicans,41.809331,35.748049,47.870614,11/14/21,11/8/22,2022
Democrats,42.394808,37.414556,47.375059,11/15/21,11/8/22,2022
Republicans,41.817185,35.749372,47.884997,11/15/21,11/8/22,2022
Democrats,42.124671,37.10401,47.145332,11/16/21,11/8/22,2022
Republicans,42.384735,36.141021,48.628449,11/16/21,11/8/22,2022
Democrats,42.112169,37.10852,47.115818,11/17/21,11/8/22,2022
Republicans,42.40987,36.19466,48.62508,11/17/21,11/8/22,2022
Democrats,41.908301,36.974025,46.842576,11/18/21,11/8/22,2022
Republicans,42.5273,36.347003,48.707597,11/18/21,11/8/22,2022
Democrats,42.034068,37.087072,46.981064,11/19/21,11/8/22,2022
Republicans,42.579445,36.405165,48.753725,11/19/21,11/8/22,2022
Democrats,42.019674,37.071682,46.967665,11/20/21,11/8/22,2022
Republicans,42.593352,36.414962,48.771741,11/20/21,11/8/22,2022
Democrats,42.003662,37.054891,46.952432,11/21/21,11/8/22,2022
Republicans,42.609673,36.426002,48.793344,11/21/21,11/8/22,2022
Democrats,41.988168,37.038513,46.937823,11/22/21,11/8/22,2022
Republicans,42.624675,36.435521,48.813829,11/22/21,11/8/22,2022
Democrats,41.974552,37.024009,46.925095,11/23/21,11/8/22,2022
Republicans,42.636889,36.443923,48.829855,11/23/21,11/8/22,2022
Democrats,42.104114,37.162517,47.04571,11/24/21,11/8/22,2022
Republicans,42.628082,36.523644,48.73252,11/24/21,11/8/22,2022
Democrats,42.091831,37.149059,47.034602,11/25/21,11/8/22,2022
Republicans,42.64084,36.531387,48.750293,11/25/21,11/8/22,2022
Democrats,42.081017,37.137276,47.024759,11/26/21,11/8/22,2022
Republicans,42.651119,36.537269,48.76497,11/26/21,11/8/22,2022
Democrats,42.069059,37.124169,47.01395,11/27/21,11/8/22,2022
Republicans,42.663164,36.545839,48.78049,11/27/21,11/8/22,2022
Democrats,42.059005,37.112471,47.00554,11/28/21,11/8/22,2022
Republicans,42.672996,36.551416,48.794575,11/28/21,11/8/22,2022
Democrats,42.048139,37.099639,46.99664,11/29/21,11/8/22,2022
Republicans,42.683312,36.557603,48.809022,11/29/21,11/8/22,2022
Democrats,42.036948,37.086403,46.987494,11/30/21,11/8/22,2022
Republicans,42.695397,36.567142,48.823652,11/30/21,11/8/22,2022
Democrats,42.049055,37.112205,46.985906,12/1/21,11/8/22,2022
Republicans,42.670843,36.556246,48.78544,12/1/21,11/8/22,2022
Democrats,42.038181,37.100045,46.976317,12/2/21,11/8/22,2022
Republicans,42.680881,36.561574,48.800187,12/2/21,11/8/22,2022
Democrats,42.026648,37.087174,46.966122,12/3/21,11/8/22,2022
Republicans,42.692461,36.568736,48.816186,12/3/21,11/8/22,2022
Democrats,42.016508,37.075118,46.957898,12/4/21,11/8/22,2022
Republicans,42.702068,36.574758,48.829378,12/4/21,11/8/22,2022
Democrats,42.005326,37.061857,46.948795,12/5/21,11/8/22,2022
Republicans,42.712523,36.581146,48.843899,12/5/21,11/8/22,2022
Democrats,42.496216,37.431402,47.56103,12/6/21,11/8/22,2022
Republicans,43.117825,36.890464,49.345187,12/6/21,11/8/22,2022
Democrats,42.435976,37.398937,47.473015,12/7/21,11/8/22,2022
Republicans,43.162717,36.981025,49.344409,12/7/21,11/8/22,2022
Democrats,42.474129,37.50678,47.441478,12/8/21,11/8/22,2022
Republicans,42.946408,36.85043,49.042385,12/8/21,11/8/22,2022
Democrats,42.47252,37.502651,47.44239,12/9/21,11/8/22,2022
Republicans,42.959628,36.860182,49.059075,12/9/21,11/8/22,2022
Democrats,41.979819,36.864086,47.095553,12/10/21,11/8/22,2022
Republicans,42.957941,36.893116,49.022766,12/10/21,11/8/22,2022
Democrats,41.971279,36.852134,47.090424,12/11/21,11/8/22,2022
Republicans,42.969151,36.902453,49.035848,12/11/21,11/8/22,2022
Democrats,41.960635,36.837334,47.083936,12/12/21,11/8/22,2022
Republicans,42.9821,36.912977,49.051224,12/12/21,11/8/22,2022
Democrats,41.951587,36.82392,47.079254,12/13/21,11/8/22,2022
Republicans,42.993197,36.921288,49.065106,12/13/21,11/8/22,2022
Democrats,42.051746,36.920674,47.182818,12/14/21,11/8/22,2022
Republicans,43.046523,36.97905,49.113995,12/14/21,11/8/22,2022
Democrats,41.869206,36.773058,46.965354,12/15/21,11/8/22,2022
Republicans,42.978948,37.017647,48.940249,12/15/21,11/8/22,2022
Democrats,41.811234,36.726851,46.895618,12/16/21,11/8/22,2022
Republicans,43.05734,37.112106,49.002573,12/16/21,11/8/22,2022
Democrats,41.721983,36.624316,46.819651,12/17/21,11/8/22,2022
Republicans,43.130386,37.214871,49.045901,12/17/21,11/8/22,2022
Democrats,41.712305,36.612436,46.812174,12/18/21,11/8/22,2022
Republicans,43.14058,37.224985,49.056176,12/18/21,11/8/22,2022
Democrats,41.701614,36.599778,46.80345,12/19/21,11/8/22,2022
Republicans,43.151192,37.2367,49.065683,12/19/21,11/8/22,2022
Democrats,41.770884,36.710811,46.830958,12/20/21,11/8/22,2022
Republicans,43.385513,37.442169,49.328858,12/20/21,11/8/22,2022
Democrats,41.860814,36.825865,46.895763,12/21/21,11/8/22,2022
Republicans,43.493889,37.547381,49.440396,12/21/21,11/8/22,2022
Democrats,41.923613,36.95145,46.895777,12/22/21,11/8/22,2022
Republicans,43.216357,37.297555,49.13516,12/22/21,11/8/22,2022
Democrats,41.917074,36.943602,46.890545,12/23/21,11/8/22,2022
Republicans,43.223667,37.306244,49.14109,12/23/21,11/8/22,2022
Democrats,41.911078,36.937101,46.885055,12/24/21,11/8/22,2022
Republicans,43.230646,37.315009,49.146283,12/24/21,11/8/22,2022
Democrats,41.905676,36.93085,46.880502,12/25/21,11/8/22,2022
Republicans,43.237797,37.323208,49.152387,12/25/21,11/8/22,2022
Democrats,41.901076,36.925806,46.876347,12/26/21,11/8/22,2022
Republicans,43.24435,37.330722,49.157979,12/26/21,11/8/22,2022
Democrats,41.927446,36.960901,46.89399,12/27/21,11/8/22,2022
Republicans,43.187876,37.258588,49.117164,12/27/21,11/8/22,2022
Democrats,41.922358,36.955451,46.889264,12/28/21,11/8/22,2022
Republicans,43.193231,37.264389,49.122074,12/28/21,11/8/22,2022
Democrats,41.91704,36.949406,46.884673,12/29/21,11/8/22,2022
Republicans,43.197898,37.271213,49.124583,12/29/21,11/8/22,2022
Democrats,41.966286,37.033238,46.899333,12/30/21,11/8/22,2022
Republicans,42.791771,36.698901,48.884642,12/30/21,11/8/22,2022
Democrats,41.961504,37.027987,46.895021,12/31/21,11/8/22,2022
Republicans,42.795738,36.699963,48.891512,12/31/21,11/8/22,2022
Democrats,41.95737,37.023578,46.891162,1/1/22,11/8/22,2022
Republicans,42.799454,36.700824,48.898083,1/1/22,11/8/22,2022
Democrats,41.953668,37.019827,46.887508,1/2/22,11/8/22,2022
Republicans,42.802601,36.701349,48.903853,1/2/22,11/8/22,2022
Democrats,41.977697,37.086837,46.868558,1/3/22,11/8/22,2022
Republicans,42.800848,36.757635,48.844061,1/3/22,11/8/22,2022
Democrats,41.938268,37.069862,46.806674,1/4/22,11/8/22,2022
Republicans,42.425206,36.411217,48.439195,1/4/22,11/8/22,2022
Democrats,41.921855,37.056433,46.787277,1/5/22,11/8/22,2022
Republicans,42.420283,36.418257,48.422309,1/5/22,11/8/22,2022
Democrats,41.917299,37.051875,46.782724,1/6/22,11/8/22,2022
Republicans,42.418229,36.413526,48.422932,1/6/22,11/8/22,2022
Democrats,41.884067,37.00684,46.761294,1/7/22,11/8/22,2022
Republicans,42.43187,36.431892,48.431849,1/7/22,11/8/22,2022
Democrats,41.878951,37.001361,46.75654,1/8/22,11/8/22,2022
Republicans,42.430448,36.428138,48.432758,1/8/22,11/8/22,2022
Democrats,41.874326,36.996572,46.752081,1/9/22,11/8/22,2022
Republicans,42.427981,36.423719,48.432243,1/9/22,11/8/22,2022
Democrats,41.832111,36.935438,46.728785,1/10/22,11/8/22,2022
Republicans,42.362274,36.382188,48.342361,1/10/22,11/8/22,2022
Democrats,41.827659,36.93096,46.724357,1/11/22,11/8/22,2022
Republicans,42.3593,36.377318,48.341282,1/11/22,11/8/22,2022
Democrats,41.876615,37.037878,46.715352,1/12/22,11/8/22,2022
Republicans,42.319656,36.397268,48.242044,1/12/22,11/8/22,2022
Democrats,41.797742,36.976289,46.619195,1/13/22,11/8/22,2022
Republicans,42.414899,36.523323,48.306474,1/13/22,11/8/22,2022
Democrats,41.792397,36.972051,46.612743,1/14/22,11/8/22,2022
Republicans,42.413122,36.520684,48.305561,1/14/22,11/8/22,2022
Democrats,41.786664,36.967355,46.605973,1/15/22,11/8/22,2022
Republicans,42.411319,36.517907,48.30473,1/15/22,11/8/22,2022
Democrats,41.781466,36.963529,46.599403,1/16/22,11/8/22,2022
Republicans,42.40749,36.51313,48.30185,1/16/22,11/8/22,2022
Democrats,41.776876,36.960727,46.593024,1/17/22,11/8/22,2022
Republicans,42.404285,36.509504,48.299067,1/17/22,11/8/22,2022
Democrats,41.720035,36.913389,46.526681,1/18/22,11/8/22,2022
Republicans,42.527195,36.628804,48.425586,1/18/22,11/8/22,2022
Democrats,41.697908,36.910917,46.484899,1/19/22,11/8/22,2022
Republicans,42.601588,36.708428,48.494748,1/19/22,11/8/22,2022
Democrats,41.69535,37.00734,46.383359,1/20/22,11/8/22,2022
Republicans,43.343354,37.127024,49.559685,1/20/22,11/8/22,2022
Democrats,41.689331,37.00437,46.374293,1/21/22,11/8/22,2022
Republicans,43.351811,37.131954,49.571668,1/21/22,11/8/22,2022
Democrats,41.683825,37.001842,46.365807,1/22/22,11/8/22,2022
Republicans,43.360859,37.138245,49.583474,1/22/22,11/8/22,2022
Democrats,42.026965,37.390243,46.663686,1/23/22,11/8/22,2022
Republicans,43.457979,37.31794,49.598019,1/23/22,11/8/22,2022
Democrats,42.182001,37.529611,46.834392,1/24/22,11/8/22,2022
Republicans,43.822972,37.538607,50.107337,1/24/22,11/8/22,2022
Democrats,42.166533,37.535892,46.797173,1/25/22,11/8/22,2022
Republicans,43.962524,37.665478,50.25957,1/25/22,11/8/22,2022
Democrats,42.232102,37.666215,46.797989,1/26/22,11/8/22,2022
Republicans,44.147606,37.817015,50.478196,1/26/22,11/8/22,2022
Democrats,42.232701,37.670721,46.794681,1/27/22,11/8/22,2022
Republicans,44.163041,37.830148,50.495934,1/27/22,11/8/22,2022
Democrats,42.234202,37.676194,46.792211,1/28/22,11/8/22,2022
Republicans,44.179767,37.845044,50.514491,1/28/22,11/8/22,2022
Democrats,42.235983,37.681352,46.790614,1/29/22,11/8/22,2022
Republicans,44.196466,37.860156,50.532776,1/29/22,11/8/22,2022
Democrats,42.237777,37.687567,46.787987,1/30/22,11/8/22,2022
Republicans,44.211109,37.871747,50.55047,1/30/22,11/8/22,2022
Democrats,42.278979,37.770261,46.787696,1/31/22,11/8/22,2022
Republicans,44.291425,37.993733,50.589118,1/31/22,11/8/22,2022
Democrats,42.280872,37.77597,46.785774,2/1/22,11/8/22,2022
Republicans,44.306167,38.007463,50.604872,2/1/22,11/8/22,2022
Democrats,42.361002,37.864797,46.857206,2/2/22,11/8/22,2022
Republicans,44.330344,38.05189,50.608797,2/2/22,11/8/22,2022
Democrats,42.395287,37.921788,46.868786,2/3/22,11/8/22,2022
Republicans,44.284388,38.031581,50.537196,2/3/22,11/8/22,2022
Democrats,42.18286,37.59171,46.774,2/4/22,11/8/22,2022
Republicans,44.12486,37.80867,50.44105,2/4/22,11/8/22,2022
Democrats,42.18508,37.59866,46.77149,2/5/22,11/8/22,2022
Republicans,44.14042,37.82364,50.45719,2/5/22,11/8/22,2022
Democrats,42.18768,37.60724,46.76812,2/6/22,11/8/22,2022
Republicans,44.15861,37.84116,50.47606,2/6/22,11/8/22,2022
Democrats,42.19005,37.61406,46.76605,2/7/22,11/8/22,2022
Republicans,44.17403,37.8565,50.49156,2/7/22,11/8/22,2022
Democrats,42.19167,37.61972,46.76362,2/8/22,11/8/22,2022
Republicans,44.18969,37.87241,50.50697,2/8/22,11/8/22,2022
Democrats,42.4202,37.98332,46.85709,2/9/22,11/8/22,2022
Republicans,44.37385,38.12045,50.62725,2/9/22,11/8/22,2022
Democrats,42.42423,37.99345,46.85501,2/10/22,11/8/22,2022
Republicans,44.38879,38.13616,50.64143,2/10/22,11/8/22,2022
Democrats,42.42804,38.00323,46.85284,2/11/22,11/8/22,2022
Republicans,44.40093,38.14933,50.65253,2/11/22,11/8/22,2022
Democrats,42.62324,38.29105,46.95543,2/12/22,11/8/22,2022
Republicans,44.81229,38.69989,50.92469,2/12/22,11/8/22,2022
Democrats,42.62913,38.30472,46.95354,2/13/22,11/8/22,2022
Republicans,44.83274,38.72359,50.94189,2/13/22,11/8/22,2022
Democrats,42.60147,38.31488,46.88807,2/14/22,11/8/22,2022
Republicans,45.10263,38.87506,51.3302,2/14/22,11/8/22,2022
Democrats,42.58258,38.30075,46.8644,2/15/22,11/8/22,2022
Republicans,45.09212,38.88377,51.30046,2/15/22,11/8/22,2022
Democrats,42.52707,38.22509,46.82904,2/16/22,11/8/22,2022
Republicans,45.01346,38.78465,51.24227,2/16/22,11/8/22,2022
Democrats,42.62559,38.39077,46.86042,2/17/22,11/8/22,2022
Republicans,44.76359,38.48413,51.04306,2/17/22,11/8/22,2022
Democrats,42.46513,38.17208,46.75817,2/18/22,11/8/22,2022
Republicans,44.87454,38.57647,51.17261,2/18/22,11/8/22,2022
Democrats,42.46758,38.18009,46.75506,2/19/22,11/8/22,2022
Republicans,44.89221,38.59203,51.1924,2/19/22,11/8/22,2022
Democrats,42.47074,38.18866,46.75282,2/20/22,11/8/22,2022
Republicans,44.90671,38.60514,51.20828,2/20/22,11/8/22,2022
Democrats,42.474,38.19813,46.74987,2/21/22,11/8/22,2022
Republicans,44.92205,38.61798,51.22613,2/21/22,11/8/22,2022
Democrats,42.40531,38.13253,46.67808,2/22/22,11/8/22,2022
Republicans,45.11537,38.78608,51.44466,2/22/22,11/8/22,2022
Democrats,42.47288,38.204615,46.741145,2/23/22,11/8/22,2022
Republicans,45.036371,38.706402,51.36634,2/23/22,11/8/22,2022
Democrats,42.504164,38.254191,46.754137,2/24/22,11/8/22,2022
Republicans,44.983148,38.690152,51.276144,2/24/22,11/8/22,2022
Democrats,42.759627,38.450325,47.06893,2/25/22,11/8/22,2022
Republicans,45.1716,38.893086,51.450115,2/25/22,11/8/22,2022
Democrats,42.766631,38.461904,47.071358,2/26/22,11/8/22,2022
