"","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","year","election_date","candidate_name","state","st_fips","cd_fips","st_cd_fips","dem_cand","rep_cand","DEM","REP"
"978","Global Strategy Group",NA,"Global Strategy Group","B/C","9/14/18","9/18/18","500","lv","2018","11/6/18","Katie Porter","California","06","45","0645","Katie Porter","Mimi Walters","46","43"
"979","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/18/18","503","lv","2018","11/6/18","Xochitl Torres Small","New Mexico","35","02","3502","Xochitl Torres Small","Yvette Herrell","45.56","44.83"
"980","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/18/18","503","rv","2018","11/6/18","Xochitl Torres Small","New Mexico","35","02","3502","Xochitl Torres Small","Yvette Herrell","44.77","42.25"
"981","Stockton University",NA,"Stockton University","A/B","9/12/18","9/18/18","535","lv","2018","11/6/18","Jeff Van Drew","New Jersey","34","02","3402","Jeff Van Drew","Seth Grossman","55","32"
"982","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/17/18","509","lv","2018","11/6/18","Debbie Mucarsel-Powell","Florida","12","26","1226","Debbie Mucarsel-Powell","Carlos Curbelo","43.78","47.31"
"983","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/17/18","509","rv","2018","11/6/18","Debbie Mucarsel-Powell","Florida","12","26","1226","Debbie Mucarsel-Powell","Carlos Curbelo","39.23","46.03"
"984","Monmouth U.",NA,"Monmouth University","A","9/13/18","9/17/18","414","v","2018","11/6/18","Tom Malinowski","New Jersey","34","07","3407","Tom Malinowski","Leonard Lance","47","39"
"985","Monmouth U.",NA,"Monmouth University","A","9/13/18","9/17/18","365","lv","2018","11/6/18","Tom Malinowski","New Jersey","34","07","3407","Tom Malinowski","Leonard Lance","c(46, 47)","c(43, 41)"
"986","Global Strategy Group","Giffords","Global Strategy Group","B/C","9/13/18","9/17/18","400","lv","2018","11/6/18","Angie Craig","Minnesota","27","02","2702","Angie Craig","Jason Lewis","49","41"
"987","Pulse Opinion Research","United States Term Limits","Pulse Opinion Research","B","9/12/18","9/17/18","600","lv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","47","47"
"988","Global Strategy Group","Taking Action Suffolk County","Global Strategy Group","B/C","9/11/18","9/17/18","400","lv","2018","11/6/18","Perry Gershon","New York","36","01","3601","Perry Gershon","Lee M. Zeldin","44","47"
"989","University of Delaware",NA,"University of Delaware",NA,"9/11/18","9/17/18","728","lv","2018","11/6/18","Lisa Blunt Rochester","Delaware","10","01","1001","Lisa Blunt Rochester","Scott Walker","58","28"
"990","University of Delaware",NA,"University of Delaware",NA,"9/11/18","9/17/18","908","rv","2018","11/6/18","Lisa Blunt Rochester","Delaware","10","01","1001","Lisa Blunt Rochester","Scott Walker","54","26"
"991","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","9/16/18","9/16/18","540","lv","2018","11/6/18","Richard Neece Ojeda","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","48","44"
"992","Monmouth U.",NA,"Monmouth University","A","9/13/18","9/16/18","402","v","2018","11/6/18","Gilbert Cisneros","California","06","39","0639","Gilbert Cisneros","Young Kim","42","46"
"993","Monmouth U.",NA,"Monmouth University","A","9/13/18","9/16/18","300","lv","2018","11/6/18","Gilbert Cisneros","California","06","39","0639","Gilbert Cisneros","Young Kim","c(41, 43)","c(51, 49)"
"994","Global Strategy Group",NA,"Global Strategy Group","B/C","9/11/18","9/16/18","600","lv","2018","11/6/18","Lauren Baer","Florida","12","18","1218","Lauren Baer","Brian Mast","44","50"
"995","Benenson","AARP","Benenson Strategy Group","B/C","9/6/18","9/16/18","950","lv","2018","11/6/18","Kathleen Williams","Montana","30","01","3001","Kathleen Williams","Greg Gianforte","45","46"
"996","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/15/18","500","lv","2018","11/6/18","Paul Davis","Kansas","20","02","2002","Paul Davis","Steve Watkins","44.75","43.73"
"997","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/13/18","9/15/18","500","rv","2018","11/6/18","Paul Davis","Kansas","20","02","2002","Paul Davis","Steve Watkins","46.2","40.45"
"998","Emerson College Polling Society",NA,"Emerson College","A-","9/13/18","9/15/18","275","rv","2018","11/6/18","Kendra Fershee","West Virginia","54","01","5401","Kendra Fershee","David B. McKinley","14.1","42.8"
"999","Emerson College Polling Society",NA,"Emerson College","A-","9/13/18","9/15/18","277","rv","2018","11/6/18","Talley Sergent","West Virginia","54","02","5402","Talley Sergent","Alexander X. Mooney","23.6","32.3"
"1000","Emerson College Polling Society",NA,"Emerson College","A-","9/13/18","9/15/18","274","rv","2018","11/6/18","Richard Neece Ojeda","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","36.2","30.9"
"1001","Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18","506","lv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","41.67","47.35"
"1002","Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18","506","rv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","39.89","46.4"
"1003","Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18","500","lv","2018","11/6/18","Jason Crow","Colorado","08","06","0806","Jason Crow","Mike Coffman","50.86","40.42"
"1004","Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18","500","rv","2018","11/6/18","Jason Crow","Colorado","08","06","0806","Jason Crow","Mike Coffman","51.89","37.13"
"1005","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","9/13/18","9/13/18","537","lv","2018","11/6/18","Kathy Manning","North Carolina","37","13","3713","Kathy Manning","Ted Budd","46","42"
"1006","PPP","Progressive Change Campaign Committee","Public Policy Polling","A-","9/12/18","9/13/18","552","v","2018","11/6/18","Jess King","Pennsylvania","42","11","4211","Jess King","Lloyd K. Smucker","35","44"
"1007","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/11/18","9/13/18","500","lv","2018","11/6/18","Randy Bryce","Wisconsin","55","01","5501","Randy Bryce","Bryan Steil","43.72","50.01"
"1008","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/11/18","9/13/18","500","rv","2018","11/6/18","Randy Bryce","Wisconsin","55","01","5501","Randy Bryce","Bryan Steil","41.41","49.46"
"1009","GBAO",NA,"GBAO","B/C","9/11/18","9/13/18","500","lv","2018","11/6/18","Aftab Pureval","Ohio","39","01","3901","Aftab Pureval","Steve Chabot","46","44"
"1010","Tarrance","NRCC","Tarrance Group","B+","9/11/18","9/13/18","400","rv","2018","11/6/18","Jason Crow","Colorado","08","06","0806","Jason Crow","Mike Coffman","c(46, 42)","c(45, 40)"
"1011","Strategies 360",NA,"Strategies 360","B/C","9/10/18","9/13/18","402","lv","2018","11/6/18","Andrew Janz","California","06","22","0622","Andrew Janz","Devin Nunes","44","50"
"1012","McLaughlin",NA,"McLaughlin & Associates","C/D","9/10/18","9/13/18","400","lv","2018","11/6/18","Donna E. Shalala","Florida","12","27","1227","Donna E. Shalala","María Elvira Salazar","42","51"
"1013","Research & Polling","Albuquerque Journal","Research & Polling","A","9/7/18","9/13/18","410","lv","2018","11/6/18","Debra A. Haaland","New Mexico","35","01","3501","Debra A. Haaland","Janice E. Arnold-Jones","49","41"
"1014","Research & Polling","Albuquerque Journal","Research & Polling","A","9/7/18","9/13/18","405","lv","2018","11/6/18","Xochitl Torres Small","New Mexico","35","02","3502","Xochitl Torres Small","Yvette Herrell","41","48"
"1015","Change Research",NA,"Change Research","B-","9/10/18","9/12/18","468","rv","2018","11/6/18","David Holden","Florida","12","19","1219","David Holden","Francis Rooney","42","51"
"1016","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/9/18","9/12/18","501","lv","2018","11/6/18","Abigail A. Spanberger","Virginia","51","07","5107","Abigail A. Spanberger","David Brat","43.4","47.22"
"1017","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/9/18","9/12/18","501","rv","2018","11/6/18","Abigail A. Spanberger","Virginia","51","07","5107","Abigail A. Spanberger","David Brat","38.84","45.71"
"1018","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/10/18","9/11/18","495","lv","2018","11/6/18","Gina Ortiz Jones","Texas","48","23","4823","Gina Ortiz Jones","Will Hurd","43","51"
"1019","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/10/18","9/11/18","495","rv","2018","11/6/18","Gina Ortiz Jones","Texas","48","23","4823","Gina Ortiz Jones","Will Hurd","41.13","48.2"
"1020","GBAO",NA,"GBAO","B/C","9/9/18","9/11/18","500","lv","2018","11/6/18","Betsy Dirksen Londrigan","Illinois","17","13","1713","Betsy Dirksen Londrigan","Rodney Davis","46","51"
"1021","Beacon Research/Shaw & Company","FOX News","Beacon Research/Shaw & Company Research","A","9/8/18","9/11/18","701","lv","2018","11/6/18","Mac Schneider","North Dakota","38","01","3801","Mac Schneider","Kelly Armstrong","34","48"
"1022","Beacon Research/Shaw & Company","FOX News","Beacon Research/Shaw & Company Research","A","9/8/18","9/11/18","804","rv","2018","11/6/18","Mac Schneider","North Dakota","38","01","3801","Mac Schneider","Kelly Armstrong","32","47"
"1023","Gravis Marketing",NA,"Gravis Marketing","B","9/8/18","9/11/18","425","a","2018","11/6/18","Dave Loebsack","Iowa","19","02","1902","Dave Loebsack","Christopher Peters","c(43, 46)","c(37, 38)"
"1024","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/8/18","9/10/18","499","lv","2018","11/6/18","Richard Neece Ojeda","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","40","48"
"1025","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/8/18","9/10/18","499","rv","2018","11/6/18","Richard Neece Ojeda","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","36.57","47.6"
"1026","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","9/8/18","9/10/18","402","lv","2018","11/6/18","Sean Casten","Illinois","17","06","1706","Sean Casten","Peter J. Roskam","47","44"
"1027","Monmouth U.",NA,"Monmouth University","A","9/6/18","9/10/18","401","v","2018","11/6/18","Antonio Delgado","New York","36","19","3619","Antonio Delgado","John J. Faso","45","43"
"1028","Monmouth U.",NA,"Monmouth University","A","9/6/18","9/10/18","327","lv","2018","11/6/18","Antonio Delgado","New York","36","19","3619","Antonio Delgado","John J. Faso","c(48, 49)","c(45, 43)"
"1029","Anzalone Liszt Grove",NA,"ALG Research","B/C","9/5/18","9/10/18","500","lv","2018","11/6/18","Collin Peterson","Minnesota","27","07","2707","Collin Peterson","Dave Hughes","53","35"
"1030","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/7/18","9/9/18","500","lv","2018","11/6/18","Dean Phillips","Minnesota","27","03","2703","Dean Phillips","Erik Paulsen","51","42"
"1031","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/7/18","9/9/18","500","rv","2018","11/6/18","Dean Phillips","Minnesota","27","03","2703","Dean Phillips","Erik Paulsen","49.95","39.81"
"1032","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/9/18","504","lv","2018","11/6/18","Joe Radinovich","Minnesota","27","08","2708","Joe Radinovich","Pete Stauber","44","43"
"1033","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/9/18","504","rv","2018","11/6/18","Joe Radinovich","Minnesota","27","08","2708","Joe Radinovich","Pete Stauber","41.92","42.83"
"1034","Monmouth U.",NA,"Monmouth University","A","9/5/18","9/9/18","401","v","2018","11/6/18","Susan Wild","Pennsylvania","42","07","4207","Susan Wild","Martin W. Nothstein","46","40"
"1035","Monmouth U.",NA,"Monmouth University","A","9/5/18","9/9/18","299","lv","2018","11/6/18","Susan Wild","Pennsylvania","42","07","4207","Susan Wild","Martin W. Nothstein","c(47, 48)","c(45, 44)"
"1036","Expedition Strategies",NA,"Expedition Strategies",NA,"9/5/18","9/9/18","380","lv","2018","11/6/18","J.D. Scholten","Iowa","19","04","1904","J.D. Scholten","Steve King","37","43"
"1037","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/8/18","506","lv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","46","47"
"1038","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/8/18","506","rv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","43.18","47.72"
"1039","Emerson College Polling Society",NA,"Emerson College","A-","9/6/18","9/8/18","250","rv","2018","11/6/18","Abby Finkenauer","Iowa","19","01","1901","Abby Finkenauer","Rod Blum","42.5","38.4"
"1040","Emerson College Polling Society",NA,"Emerson College","A-","9/6/18","9/8/18","250","rv","2018","11/6/18","Dave Loebsack","Iowa","19","02","1902","Dave Loebsack","Christopher Peters","45.4","20.7"
"1041","Emerson College Polling Society",NA,"Emerson College","A-","9/6/18","9/8/18","260","rv","2018","11/6/18","Cindy Axne","Iowa","19","03","1903","Cindy Axne","David Young","30.5","46.5"
"1042","Emerson College Polling Society",NA,"Emerson College","A-","9/6/18","9/8/18","240","rv","2018","11/6/18","J.D. Scholten","Iowa","19","04","1904","J.D. Scholten","Steve King","30.5","41.4"
"1043","Y2 Analytics",NA,"Y2 Analytics","B/C","9/6/18","9/8/18","405","lv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","42","51"
"1044","SurveyUSA","Civitas Institute","SurveyUSA","A","9/5/18","9/8/18","538","lv","2018","11/6/18","Linda Coleman","North Carolina","37","02","3702","Linda Coleman","George Holding","44","43"
"1045","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","9/5/18","9/8/18","404","lv","2018","11/6/18","Elaine G. Luria","Virginia","51","02","5102","Elaine G. Luria","Scott W. Taylor","51","43"
"1046","Greenberg Quinlan Rosner",NA,"GQR","B","9/4/18","9/8/18","400","lv","2018","11/6/18","Kristen Carlson","Florida","12","15","1215","Kristen Carlson","Ross Spano","48","47"
"1047","Global Strategy Group",NA,"Global Strategy Group","B/C","9/4/18","9/8/18","400","lv","2018","11/6/18","Randy Bryce","Wisconsin","55","01","5501","Randy Bryce","Bryan Steil","45","45"
"1048","Hendrix College","Talk Business & Politics","Hendrix College","B/C","9/5/18","9/7/18","422","lv","2018","11/6/18","Chintan Desai","Arkansas","05","01","0501","Chintan Desai","Rick Crawford","22","57"
"1049","Hendrix College","Talk Business & Politics","Hendrix College","B/C","9/5/18","9/7/18","428","lv","2018","11/6/18","Clarke Tucker","Arkansas","05","02","0502","Clarke Tucker","French Hill","40.5","49.5"
"1050","Hendrix College","Talk Business & Politics","Hendrix College","B/C","9/5/18","9/7/18","428","lv","2018","11/6/18","Josh Mahony","Arkansas","05","03","0503","Josh Mahony","Steve Womack","31","53"
"1051","Hendrix College","Talk Business & Politics","Hendrix College","B/C","9/5/18","9/7/18","423","lv","2018","11/6/18","Hayden Shamel","Arkansas","05","04","0504","Hayden Shamel","Bruce Westerman","24","54"
"1052","Mellman",NA,"Mellman Group","B/C","9/4/18","9/7/18","400","rv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","54","46"
"1053","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","501","lv","2018","11/6/18","Harley Rouda","California","06","48","0648","Harley Rouda","Dana Rohrabacher","45","45"
"1054","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","501","rv","2018","11/6/18","Harley Rouda","California","06","48","0648","Harley Rouda","Dana Rohrabacher","46.1","39.4"
"1055","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","533","lv","2018","11/6/18","Brendan Kelly","Illinois","17","12","1712","Brendan Kelly","Mike Bost","43","44"
"1056","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","533","rv","2018","11/6/18","Brendan Kelly","Illinois","17","12","1712","Brendan Kelly","Mike Bost","36.8","44.4"
"1057","Fabrizio","Congressional Leadership Fund","Fabrizio, Lee & Associates","B/C","9/4/18","9/6/18","400","lv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","45","49"
"1058","Greenberg Quinlan Rosner",NA,"GQR","B","9/4/18","9/6/18","400","lv","2018","11/6/18","Nancy Soderberg","Florida","12","06","1206","Nancy Soderberg","Michael Waltz","46","47"
"1059","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","512","lv","2018","11/6/18","Sean Casten","Illinois","17","06","1706","Sean Casten","Peter J. Roskam","44","45"
"1060","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/4/18","9/6/18","512","rv","2018","11/6/18","Sean Casten","Illinois","17","06","1706","Sean Casten","Peter J. Roskam","39.71","39.14"
"1061","VCreek/AMG",NA,"VCreek/AMG","B/C","9/4/18","9/6/18","1182","lv","2018","11/6/18","Kendra Horn","Oklahoma","40","05","4005","Kendra Horn","Steve Russell","35","49"
"1062","GBAO",NA,"GBAO","B/C","9/4/18","9/6/18","500","lv","2018","11/6/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","46","47"
"1063","Change Research","Fight Back CA PAC","Change Research","B-","9/4/18","9/6/18","651","lv","2018","11/6/18","Andrew Janz","California","06","22","0622","Andrew Janz","Devin Nunes","40","51"
"1064","Dan Jones","Utah Policy","Dan Jones & Associates","B","8/22/18","9/6/18","400","lv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","46","49"
"1065","PPP","Michigan Families for Economic Prosperity","Public Policy Polling","A-","9/4/18","9/5/18","750","v","2018","11/6/18","Matt Longjohn","Michigan","26","06","2606","Matt Longjohn","Fred Upton","41","45"
"1066","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","9/4/18","9/5/18","523","lv","2018","11/6/18","Andy Kim","New Jersey","34","03","3403","Andy Kim","Tom MacArthur","47","45"
"1067","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","9/4/18","9/5/18","575","lv","2018","11/6/18","Cindy Axne","Iowa","19","03","1903","Cindy Axne","David Young","46","43"
"1068","PPP","End Citizens United","Public Policy Polling","A-","9/4/18","9/5/18","509","v","2018","11/6/18","Max N. Rose","New York","36","11","3611","Max N. Rose","Dan Donovan","39","47"
"1069","Bendixen & Amandi International",NA,"Bendixen & Amandi International","B/C","9/1/18","9/4/18","600","lv","2018","11/6/18","Donna E. Shalala","Florida","12","27","1227","Donna E. Shalala","María Elvira Salazar","46","42"
"1070","Change Research",NA,"Change Research","B-","8/30/18","9/1/18","961","rv","2018","11/6/18","Rick Kennedy","Texas","48","17","4817","Rick Kennedy","Bill Flores","38.3","54.3"
"1071","PPP","End Citizens United","Public Policy Polling","A-","8/30/18","8/31/18","628","v","2018","11/6/18","Joe Cunningham","South Carolina","45","01","4501","Joe Cunningham","Katie Arrington","42","49"
"1072","Dan Jones","Utah Policy","Dan Jones & Associates","B","8/22/18","8/31/18","202","lv","2018","11/6/18","Shireen Ghorbani","Utah","49","02","4902","Shireen Ghorbani","Chris Stewart","34","45"
"1073","Dan Jones","Utah Policy","Dan Jones & Associates","B","8/22/18","8/31/18","201","lv","2018","11/6/18","Lee Castillo","Utah","49","01","4901","Lee Castillo","Rob Bishop","22","59"
"1074","Dan Jones","Utah Policy","Dan Jones & Associates","B","8/22/18","8/31/18","188","lv","2018","11/6/18","James Singer","Utah","49","03","4903","James Singer","John Curtis","19","65"
"1075","University of Montana",NA,"University of Montana",NA,"8/13/18","8/31/18","466","lv","2018","11/6/18","Kathleen Williams","Montana","30","01","3001","Kathleen Williams","Greg Gianforte","51","38"
"1076","St. Pete Polls",NA,"St. Pete Polls","B+","8/30/18","8/30/18","435","lv","2018","11/6/18","Stephanie Murphy","Florida","12","07","1207","Stephanie Murphy","Mike Miller","47.3","45.8"
"1077","Tulchin Research",NA,"Tulchin Research","B/C","8/27/18","8/30/18","400","lv","2018","11/6/18","Ammar Campa-Najjar","California","06","50","0650","Ammar Campa-Najjar","Duncan Hunter","46","46"
"1078","Trafalgar Group",NA,"Trafalgar Group","A-","8/27/18","8/30/18","1417","lv","2018","11/6/18","Mildred Methvin","Louisiana","22","03","2203","Mildred Methvin","Clay Higgins","7.7","61.7"
"1079","Trafalgar Group",NA,"Trafalgar Group","A-","8/27/18","8/30/18","1417","lv","2018","11/6/18","Josh Guillory","Louisiana","22","03","2203","Larry Rader","Josh Guillory","2.4","12.8"
"1080","Trafalgar Group",NA,"Trafalgar Group","A-","8/27/18","8/30/18","1417","lv","2018","11/6/18","Rob Anderson","Louisiana","22","03","2203","Rob Anderson","Clay Higgins","4.8","69.2"
"1081","Trafalgar Group",NA,"Trafalgar Group","A-","8/27/18","8/30/18","1417","lv","2018",NA,"Clay Higgins","Louisiana","22","03","2203","Matt Longjohn","Clay Higgins","44","69.2"
"1082","Global Strategy Group",NA,"Global Strategy Group","B/C","8/24/18","8/29/18","500","lv","2018","11/6/18","Matt Longjohn","Michigan","26","06","2606","Matt Longjohn","Fred Upton","44","49"
"1083","Axis Research",NA,"Axis Research",NA,"8/26/18","8/28/18","506","lv","2018","11/6/18","Mac Schneider","North Dakota","38","01","3801","Mac Schneider","Kelly Armstrong","32","53"
"1084","Harper Polling","NRCC","Harper Polling","B/C","8/24/18","8/27/18","400","lv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","34","29"
"1085","Greenberg Quinlan Rosner",NA,"GQR","B","8/23/18","8/27/18","401","lv","2018","11/6/18","Linda Coleman","North Carolina","37","02","3702","Linda Coleman","George Holding","45","44"
"1086","Global Strategy Group","Giffords","Global Strategy Group","B/C","8/23/18","8/27/18","400","lv","2018","11/6/18","Jennifer T. Wexton","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","50","43"
"1087","WPA Intelligence",NA,"WPA Intelligence","B/C","8/23/18","8/27/18","405","lv","2018","11/6/18","J.D. Scholten","Iowa","19","04","1904","J.D. Scholten","Steve King","32","53"
"1088","Lighthouse Research","Utah Debate Comission","Lighthouse Research",NA,"8/11/18","8/27/18","600","rv","2018","11/6/18","Lee Castillo","Utah","49","01","4901","Lee Castillo","Rob Bishop","15.8","51"
"1089","Lighthouse Research","Utah Debate Comission","Lighthouse Research",NA,"8/11/18","8/27/18","600","rv","2018","11/6/18","Shireen Ghorbani","Utah","49","02","4902","Shireen Ghorbani","Chris Stewart","26.8","49"
"1090","Lighthouse Research","Utah Debate Comission","Lighthouse Research",NA,"8/11/18","8/27/18","600","rv","2018","11/6/18","James Singer","Utah","49","03","4903","James Singer","John Curtis","20","51.8"
"1091","Lighthouse Research","Utah Debate Comission","Lighthouse Research",NA,"8/11/18","8/27/18","600","rv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","38.3","47.5"
"1092","Expedition Strategies",NA,"Expedition Strategies",NA,"8/23/18","8/26/18","402","lv","2018","11/6/18","Cort VanOstran","Missouri","29","02","2902","Cort VanOstran","Ann Wagner","43","41"
"1093","Harper Polling",NA,"Harper Polling","B/C","8/23/18","8/26/18","400","lv","2018","11/6/18","Dan Feehan","Minnesota","27","01","2701","Dan Feehan","Jim Hagedorn","33","47"
"1094","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","8/23/18","8/26/18","401","lv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","44","49"
"1095","GBAO",NA,"GBAO","B/C","8/23/18","8/26/18","500","lv","2018","11/6/18","Aftab Pureval","Ohio","39","01","3901","Aftab Pureval","Steve Chabot","45","45"
"1096","SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","8/22/18","8/26/18","539","lv","2018","11/6/18","Ammar Campa-Najjar","California","06","50","0650","Ammar Campa-Najjar","Duncan Hunter","39","47"
"1097","Thirty-Ninth Street Strategies",NA,"Thirty-Ninth Street Strategies","B/C","8/22/18","8/26/18","600","lv","2018","11/6/18","Lucy McBath","Georgia","13","06","1306","Lucy McBath","Karen Handel","47","49"
"1098","Siena","Spectrum News","Siena College","A","8/20/18","8/26/18","499","lv","2018","11/6/18","Anthony J. Brindisi","New York","36","22","3622","Anthony J. Brindisi","Claudia Tenney","46","44"
"1099","Siena","Spectrum News","Siena College","A","8/20/18","8/26/18","501","lv","2018","11/6/18","Antonio Delgado","New York","36","19","3619","Antonio Delgado","John J. Faso","40","45"
"1100","Anzalone Liszt Grove",NA,"ALG Research","B/C","8/22/18","8/25/18","400","lv","2018","11/6/18","David Shapiro","Florida","12","16","1216","David Shapiro","Vern Buchanan","44","48"
"1101","Remington","Missouri Scout","Remington Research Group","B","8/22/18","8/23/18","983","lv","2018","11/6/18","Cort VanOstran","Missouri","29","02","2902","Cort VanOstran","Ann Wagner","40","51"
"1102","Siena",NA,"Siena College","A","8/20/18","8/23/18","513","lv","2018","11/6/18","Dana Balter","New York","36","24","3624","Dana Balter","John Katko","39","54"
"1103","Mellman",NA,"Mellman Group","B/C","8/20/18","8/23/18","400","lv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","44","46"
"1104","Greenberg Quinlan Rosner",NA,"GQR","B","8/20/18","8/23/18","400","lv","2018","11/6/18","Elissa Slotkin","Michigan","26","08","2608","Elissa Slotkin","Mike Bishop","44","49"
"1105","Lincoln Park Strategies",NA,"Lincoln Park Strategies",NA,"8/18/18","8/22/18","500","lv","2018","11/6/18","Kyle Horton","North Carolina","37","07","3707","Kyle Horton","David Rouzer","44","40"
"1106","WPA Intelligence",NA,"WPA Intelligence","B/C","8/18/18","8/21/18","400","lv","2018","11/6/18","Angie Craig","Minnesota","27","02","2702","Angie Craig","Jason Lewis","45","46"
"1107","Siena","Spectrum News","Siena College","A","8/15/18","8/19/18","500","lv","2018","11/6/18","Joseph D. Morelle","New York","36","25","3625","Joseph D. Morelle","Jim Maxwell","55","31"
"1108","Anzalone Liszt Grove",NA,"ALG Research","B/C","8/13/18","8/16/18","500","lv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","44","36"
"1109","Global Strategy Group",NA,"Global Strategy Group","B/C","8/13/18","8/15/18","400","lv","2018","11/6/18","Sharice Davids","Kansas","20","03","2003","Sharice Davids","Kevin Yoder","46","43"
"1110","Tulchin Research","DCCC","Tulchin Research","B/C","8/10/18","8/14/18","500","lv","2018","11/6/18","Katie Porter","California","06","45","0645","Katie Porter","Mimi Walters","49","46"
"1111","Clout Research",NA,"Clout Research","B/C","8/13/18","8/13/18","338","lv","2018","11/6/18","Nate McMurray","New York","36","27","3627","Nate McMurray","Patrick M. Gallivan","c(33.5, 35.8, 44.7, 34.6, 36.9, 38.8, 35.3, 40.9)","53.3"
"1112","Clout Research",NA,"Clout Research","B/C","8/13/18","8/13/18","338","lv","2018","11/6/18","Stefan Mychajliw","New York","36","27","3627","Carolyn Bourdeaux","Stefan Mychajliw","46","48.7"
