Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support,President_party,H_incumbent,D_majorvote_pct,R_majorvote_pct,D_totalvote_pct,R_totalvote_pct,resid,unrate
1486,USA Today/Gallup,923,NA,9,15,2006,9,17,52,2006-09-17,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1487,USA Today/Gallup,827.2069702,NA,10,20,2006,10,22,17,2006-10-22,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1488,Newsweek,1205,NA,10,5,2006,10,6,32.5,2006-10-06,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1489,NBC News/Wall Street Journal,1006,NA,9,30,2006,10,2,37,2006-10-02,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1490,CNN,636,NA,10,20,2006,10,22,17,2006-10-22,D,57,R,R,54.09,45.91,52.82,44.83,-2.9099999999999966,4.7
1491,Cook Political Report/RT Strategies,807,NA,10,26,2006,10,29,10.5,2006-10-29,D,61,R,R,54.09,45.91,52.82,44.83,-6.909999999999997,4.7
1492,Cook Political Report/RT Strategies,1764,NA,8,25,2006,8,27,73,2006-08-27,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1493,Newsweek,838,NA,11,2,2006,11,3,4.5,2006-11-03,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1494,CNN,934,NA,10,6,2006,10,8,31,2006-10-08,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1495,USA Today/Gallup,923,NA,2,28,2006,3,1,251.5,2006-03-01,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1496,Cook Political Report/RT Strategies,1003,NA,4,27,2006,4,30,192.5,2006-04-30,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1497,USA Today/Gallup,923,NA,4,28,2006,4,30,192,2006-04-30,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1498,Cook Political Report/RT Strategies,1764,NA,9,27,2006,9,30,39.5,2006-09-30,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1499,USA Today/Gallup,923,NA,6,1,2006,6,4,157.5,2006-06-04,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1500,USA Today/Gallup,1362,NA,7,28,2006,7,30,101,2006-07-30,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1501,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,2006-10-22,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1502,Reuters/Zogby America,1013,NA,5,12,2006,5,16,177,2006-05-16,D,38,R,R,54.09,45.91,52.82,44.83,16.090000000000003,4.7
1503,George Washington University Battleground,1000,NA,9,24,2006,9,27,42.5,2006-09-27,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1504,Newsweek,1045,NA,8,10,2006,8,11,88.5,2006-08-11,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1505,Reuters/Zogby America,1013,NA,8,11,2006,8,15,86,2006-08-15,D,39,R,R,54.09,45.91,52.82,44.83,15.090000000000003,4.7
1506,Democracy Corps,1135,NA,7,19,2006,7,25,108,2006-07-25,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1507,NBC News/Wall Street Journal,1010,NA,7,21,2006,7,24,107.5,2006-07-24,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1509,NBC News/Wall Street Journal,1010,NA,10,8,2006,10,10,29,2006-10-10,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1510,NBC News/Wall Street Journal,1006,NA,9,8,2006,9,11,58.5,2006-09-11,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1511,Diageo/Hotline,1000,NA,8,17,2006,8,20,80.5,2006-08-20,D,40,R,R,54.09,45.91,52.82,44.83,14.090000000000003,4.7
1512,Cook Political Report/RT Strategies,1764,NA,10,19,2006,10,22,17.5,2006-10-22,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1513,CNN,934,NA,8,30,2006,9,2,67.5,2006-09-02,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1515,USA Today/Gallup,1362,NA,6,9,2006,6,11,150,2006-06-11,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1516,CBS/New York Times,937.3615112,NA,10,5,2006,10,8,31.5,2006-10-08,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1517,Reuters/Zogby America,1013,NA,2,27,2006,3,2,251.5,2006-03-02,D,38,R,R,54.09,45.91,52.82,44.83,16.090000000000003,4.7
1518,Reuters/Zogby America,1013,NA,2,15,2006,2,18,263.5,2006-02-18,D,36,R,R,54.09,45.91,52.82,44.83,18.090000000000003,4.7
1519,Diageo/Hotline,1000,NA,6,2,2006,6,5,156.5,2006-06-05,D,39,R,R,54.09,45.91,52.82,44.83,15.090000000000003,4.7
1520,USA Today/Gallup,1362,NA,4,28,2006,4,30,192,2006-04-30,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1521,Zogby America,1000,NA,6,20,2006,6,22,139,2006-06-22,D,38,R,R,54.09,45.91,52.82,44.83,16.090000000000003,4.7
1522,NBC News/Wall Street Journal,1010,NA,11,4,2006,11,7,1.5,2006-11-07,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1523,Diageo/Hotline,1000,NA,10,19,2006,10,23,17,2006-10-23,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1524,NBC News/Wall Street Journal,1006,NA,7,8,2006,7,11,120.5,2006-07-11,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1525,Cook Political Report/RT Strategies,1546.584717,NA,2,23,2006,2,26,255.5,2006-02-26,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1526,NBC News/Wall Street Journal,1010,NA,9,8,2006,9,11,58.5,2006-09-11,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1527,George Washington University Battleground,1000,NA,2,12,2006,2,15,266.5,2006-02-15,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1528,The Harris Poll,1000,NA,4,7,2006,4,10,212.5,2006-04-10,D,41,R,R,54.09,45.91,52.82,44.83,13.090000000000003,4.7
1529,Newsweek,1045,NA,9,29,2006,9,30,38.5,2006-09-30,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1530,CNN,934,NA,9,29,2006,10,2,37.5,2006-10-02,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1531,Newsweek,1205,NA,10,26,2006,10,27,11.5,2006-10-27,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1532,CNN,636,NA,11,3,2006,11,5,3,2006-11-05,D,58,R,R,54.09,45.91,52.82,44.83,-3.9099999999999966,4.7
1533,Los Angeles Times/Bloomberg,1347,NA,4,8,2006,4,11,211.5,2006-04-11,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1534,Cook Political Report/RT Strategies,1764,NA,6,1,2006,6,4,157.5,2006-06-04,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1535,Diageo/Hotline,1000,NA,2,16,2006,2,19,262.5,2006-02-19,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1536,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,2006-07-12,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1537,NBC News/Wall Street Journal,1010,NA,6,9,2006,6,12,149.5,2006-06-12,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1538,ABC News/Washington Post,1204,NA,5,11,2006,5,15,178,2006-05-15,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1539,Moore Information,800,NA,3,21,2006,3,23,230,2006-03-23,D,37,R,R,54.09,45.91,52.82,44.83,17.090000000000003,4.7
1540,Reuters/Zogby America,1013,NA,1,9,2006,1,12,300.5,2006-01-12,D,33,R,R,54.09,45.91,52.82,44.83,21.090000000000003,4.7
1541,USA Today/Gallup,923,NA,6,23,2006,6,25,136,2006-06-25,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1542,CNN,636,NA,10,6,2006,10,8,31,2006-10-08,D,58,R,R,54.09,45.91,52.82,44.83,-3.9099999999999966,4.7
1543,USA Today/Gallup,1362,NA,6,23,2006,6,25,136,2006-06-25,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1544,CNN,934,NA,10,13,2006,10,15,24,2006-10-15,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1545,USA Today/Gallup,1362,NA,9,7,2006,9,10,59.5,2006-09-10,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1546,USA Today/Gallup,1362,NA,10,20,2006,10,22,17,2006-10-22,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1547,The Harris Poll,1000,NA,10,6,2006,10,9,30.5,2006-10-09,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1548,NBC News/Wall Street Journal,1010,NA,1,26,2006,1,29,283.5,2006-01-29,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1549,The Harris Poll,1000,NA,9,8,2006,9,11,58.5,2006-09-11,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1550,CNN,636,NA,8,30,2006,9,2,67.5,2006-09-02,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1552,Associated Press/AOL News,1621,NA,10,20,2006,10,25,15.5,2006-10-25,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1553,Los Angeles Times/Bloomberg,1347,NA,9,16,2006,9,19,50.5,2006-09-19,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1554,The Harris Poll,1000,NA,8,18,2006,8,21,79.5,2006-08-21,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1555,Reuters/Zogby America,1013,NA,10,20,2006,10,23,16.5,2006-10-23,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1556,CBS/New York Times,937.3615112,NA,4,6,2006,4,9,213.5,2006-04-09,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1557,ABC News/Washington Post,1205,NA,10,5,2006,10,8,31.5,2006-10-08,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1558,Democracy Corps,1135,NA,10,5,2006,10,10,30.5,2006-10-10,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1559,The Harris Poll,1000,NA,10,20,2006,10,23,16.5,2006-10-23,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1560,Associated Press/AOL News,970,NA,9,11,2006,9,13,56,2006-09-13,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1561,USA Today/Gallup,1362,NA,8,28,2006,8,30,70,2006-08-30,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1562,Democracy Corps,1135,NA,9,19,2006,9,21,48,2006-09-21,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1563,Democracy Corps,1135,NA,6,20,2006,6,26,137,2006-06-26,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1564,The Harris Poll,795,NA,9,8,2006,9,11,58.5,2006-09-11,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1565,NBC News/Wall Street Journal,1010,NA,10,13,2006,10,16,23.5,2006-10-16,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1566,NBC News/Wall Street Journal,1010,NA,9,30,2006,10,2,37,2006-10-02,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1567,CNN,934,NA,6,14,2006,6,15,145.5,2006-06-15,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1568,Associated Press/AOL News,970,NA,10,20,2006,10,25,15.5,2006-10-25,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1569,NBC News/Wall Street Journal,1006,NA,11,4,2006,11,7,1.5,2006-11-07,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1570,Quinnipiac University,1080,NA,2,21,2006,2,28,255.5,2006-02-28,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1571,Reuters/Zogby America,1013,NA,9,22,2006,9,25,44.5,2006-09-25,D,42,R,R,54.09,45.91,52.82,44.83,12.090000000000003,4.7
1572,USA Today/Gallup,923,NA,7,6,2006,7,9,122.5,2006-07-09,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1573,USA Today/Gallup,1362,NA,7,6,2006,7,9,122.5,2006-07-09,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1574,Associated Press-Ispos,1003,NA,5,1,2006,5,3,189,2006-05-03,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1575,Reuters/Zogby America,1013,NA,10,10,2006,10,12,27,2006-10-12,D,37,R,R,54.09,45.91,52.82,44.83,17.090000000000003,4.7
1576,Cook Political Report/RT Strategies,1546.584717,NA,4,27,2006,4,30,192.5,2006-04-30,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1577,CNN,636,NA,10,27,2006,10,29,10,2006-10-29,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1578,ABC News/Washington Post,1204,NA,10,5,2006,10,8,31.5,2006-10-08,D,59,R,R,54.09,45.91,52.82,44.83,-4.909999999999997,4.7
1579,CNN,934,NA,4,21,2006,4,23,199,2006-04-23,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1580,NBC News/Wall Street Journal,1010,NA,7,8,2006,7,11,120.5,2006-07-11,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1581,Newsweek,1205,NA,5,11,2006,5,12,179.5,2006-05-12,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1582,The Harris Poll,1000,NA,1,6,2006,1,9,303.5,2006-01-09,D,43,R,R,54.09,45.91,52.82,44.83,11.090000000000003,4.7
1583,USA Today/Gallup,923,NA,1,6,2006,1,8,304,2006-01-08,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1584,Diageo/Hotline,580,NA,10,19,2006,10,23,17,2006-10-23,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1585,Newsweek,1045,NA,9,8,2006,9,9,59.5,2006-09-09,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1586,ABC News/Washington Post,1205,NA,11,1,2006,11,4,4.5,2006-11-04,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1587,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,2006-10-22,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1589,Associated Press/AOL News,970,NA,10,2,2006,10,4,35,2006-10-04,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1591,USA Today/Gallup,923,NA,7,28,2006,7,30,101,2006-07-30,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1592,USA Today/Gallup,1362,NA,9,15,2006,9,17,52,2006-09-17,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1593,Fox News/Opinion Dynamics,900,NA,8,30,2006,8,31,68.5,2006-08-31,D,38,R,R,54.09,45.91,52.82,44.83,16.090000000000003,4.7
1594,ABC News/Wash Post,786,LV,10,25,2010,10,28,6.5,2010-10-28,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1595,ABC News/Wash Post,669,LV,9,30,2010,10,3,31.5,2010-10-03,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1596,ABC News/Wash Post,717.9050293,LV,8,30,2010,9,2,62.5,2010-09-02,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1597,ABC News/Wash Post,696.6506958,LV,7,7,2010,7,11,116,2010-07-11,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1598,ABC News/Wash Post,873.1125488,RV,6,3,2010,6,6,150.5,2010-06-06,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1599,ABC News/Wash Post,856.4268799,RV,4,22,2010,4,25,192.5,2010-04-25,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1600,ABC News/Wash Post,826.0350952,RV,2,4,2010,2,8,269,2010-02-08,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1601,ABC News/Wash Post,1004,A,10,15,2010,10,18,16.5,2010-10-18,D,51,D,D,46.53,53.47,45.06,51.79,-4.469999999999999,9.4
1602,Associated Press/GfK,846,LV,10,13,2010,10,18,17.5,2010-10-18,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1603,Associated Press/GfK,771.5255737,LV,9,8,2010,9,13,52.5,2010-09-13,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1604,Associated Press/GfK,890,RV,8,11,2010,8,16,80.5,2010-08-16,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1606,Bloomberg,1000,LV,10,24,2010,10,26,8,2010-10-26,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1607,Bloomberg,721,LV,10,7,2010,10,10,24.5,2010-10-10,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1608,Bloomberg,875,LV,7,9,2010,7,12,114.5,2010-07-12,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1610,Bloomberg,1004,A,9,10,2010,9,14,51,2010-09-14,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1611,CBS News,730.8165894,LV,10,1,2010,10,5,30,2010-10-05,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1612,CBS News,922.375,RV,10,5,2010,10,8,26.5,2010-10-08,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1613,CBS News/NY Times,738.9607544,LV,10,21,2010,10,26,9.5,2010-10-26,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1614,CBS News/NY Times,722.4737549,LV,9,10,2010,9,14,51,2010-09-14,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1615,CNN/Opinion Research,542,LV,10,27,2010,10,30,4.5,2010-10-30,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1616,CNN/Opinion Research,504,LV,10,5,2010,10,7,27,2010-10-07,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1617,CNN/Opinion Research,506,LV,9,21,2010,9,23,41,2010-09-23,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1618,CNN/Opinion Research,936,RV,9,1,2010,9,2,61.5,2010-09-02,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1619,CNN/Opinion Research,935,RV,8,6,2010,8,10,86,2010-08-10,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1620,CNN/Opinion Research,945,RV,7,16,2010,7,21,106.5,2010-07-21,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1621,CNN/Opinion Research,907,RV,4,9,2010,4,11,206,2010-04-11,D,50,D,D,46.53,53.47,45.06,51.79,-3.469999999999999,9.4
1622,CNN/Opinion Research,935,RV,3,25,2010,3,28,220.5,2010-03-28,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1623,CNN/Opinion Research,953,RV,3,19,2010,3,21,227,2010-03-21,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1624,CNN/Opinion Research,954,RV,2,12,2010,2,15,261.5,2010-02-15,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1625,CNN/Opinion Research,955,RV,1,8,2010,1,10,297,2010-01-10,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1627,CNN/Opinion Research,952,RV,10,30,2010,11,1,2,2010-11-01,D,50,D,D,46.53,53.47,45.06,51.79,-3.469999999999999,9.4
1628,Democracy Corps (D),816,LV,10,2,2010,10,4,30,2010-10-04,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1629,Democracy Corps (D),835,LV,9,11,2010,9,14,50.5,2010-09-14,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1630,Democracy Corps (D),845,LV,8,30,2010,9,2,62.5,2010-09-02,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1631,Democracy Corps (D),867,LV,6,19,2010,6,22,134.5,2010-06-22,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1632,Democracy Corps (D),1000,LV,5,15,2010,5,18,169.5,2010-05-18,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1633,Democracy Corps (D),872,LV,4,17,2010,4,20,197.5,2010-04-20,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1634,Democracy Corps (D),850,LV,3,15,2010,3,18,230.5,2010-03-18,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1635,Democracy Corps (D),851,LV,2,20,2010,2,24,253,2010-02-24,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1636,Democracy Corps (D),805,LV,2,2,2010,2,4,272,2010-02-04,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1637,Democracy Corps (D),836,LV,1,7,2010,1,11,297,2010-01-11,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1639,Democracy Corps (D),1044,LV,9,12,2010,9,16,49,2010-09-16,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1640,Democracy Corps (D),837,LV,8,29,2010,9,1,63.5,2010-09-01,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1641,Democracy Corps (D),1013,RV,5,26,2010,6,1,157,2010-06-01,D,50,D,D,46.53,53.47,45.06,51.79,-3.469999999999999,9.4
1642,Democracy Corps (D),1000,RV,5,10,2010,5,12,175,2010-05-12,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1643,Democracy Corps (D),1000,LV,3,25,2010,3,29,220,2010-03-29,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1644,Diageo/Hotline,800,RV,7,9,2010,7,13,114,2010-07-13,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1645,Diageo/Hotline,800,RV,6,4,2010,6,7,149.5,2010-06-07,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1646,Diageo/Hotline,800,RV,4,23,2010,4,26,191.5,2010-04-26,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1647,Diageo/Hotline,800,RV,3,26,2010,3,29,219.5,2010-03-29,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1648,Diageo/Hotline,803,RV,2,28,2010,3,2,246,2010-03-02,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1649,Diageo/Hotline,800,RV,1,21,2010,1,24,283.5,2010-01-24,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1650,FOX News,764,LV,10,26,2010,10,28,6,2010-10-28,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1651,FOX News,687,LV,10,11,2010,10,13,21,2010-10-13,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1652,FOX News,900,RV,9,28,2010,9,29,34.5,2010-09-29,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1653,FOX News,900,RV,9,14,2010,9,16,48,2010-09-16,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1654,FOX News,900,RV,9,1,2010,9,2,61.5,2010-09-02,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1655,FOX News,900,RV,8,10,2010,8,11,83.5,2010-08-11,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1656,FOX News,900,RV,7,27,2010,7,28,97.5,2010-07-28,D,36,D,D,46.53,53.47,45.06,51.79,10.530000000000001,9.4
1657,FOX News,900,RV,7,13,2010,7,14,111.5,2010-07-14,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1658,FOX News,900,RV,6,29,2010,6,30,125.5,2010-06-30,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1659,FOX News,900,RV,6,8,2010,6,9,146.5,2010-06-09,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1660,FOX News,900,RV,5,18,2010,5,19,167.5,2010-05-19,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1661,FOX News,900,RV,5,4,2010,5,5,181.5,2010-05-05,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1662,FOX News,900,RV,4,20,2010,4,21,195.5,2010-04-21,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1664,FOX News,900,RV,3,16,2010,3,17,230.5,2010-03-17,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1665,Gallup,1539,LV,10,28,2010,10,31,3.5,2010-10-31,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1666,Gallup,3000,RV,9,20,2010,9,26,40,2010-09-26,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1667,Gallup,2925,RV,9,13,2010,9,19,47,2010-09-19,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1668,Gallup,1527,RV,9,6,2010,9,12,54,2010-09-12,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1669,Gallup,1651,RV,8,30,2010,9,5,61,2010-09-05,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1670,Gallup,1540,RV,8,23,2010,8,29,68,2010-08-29,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1671,Gallup,1600,RV,8,16,2010,8,22,75,2010-08-22,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1672,Gallup,1600,RV,8,9,2010,8,15,82,2010-08-15,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1673,Gallup,1600,RV,8,2,2010,8,8,89,2010-08-08,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1674,Gallup,1562,RV,7,26,2010,8,1,96,2010-08-01,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1675,Gallup,1633,RV,7,19,2010,7,25,103,2010-07-25,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1676,Gallup,1535,RV,7,12,2010,7,18,110,2010-07-18,D,49,D,D,46.53,53.47,45.06,51.79,-2.469999999999999,9.4
1677,Gallup,1600,RV,7,5,2010,7,11,117,2010-07-11,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1678,Gallup,1600,RV,6,28,2010,7,3,124.5,2010-07-03,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
