Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes,st_fips,state_abb,CD,district_num,district_id,WinnerParty,TotalVotesMajor,vote_margin,R_vote_margin
House,Pennsylvania,NA,1970,District 27,86932,"Fulton, James Grove",Challenger,55050,"Walgren, Douglas",Challenger,NA,NA,NA,NA,NA,31882,R,0,61.23,38.77,NA,42,PA,PA-27,27,PA27,R,141982,0.224549591,0.2246
House,Rhode Island,NA,1970,District 1,52962,"Miska, Walter J.",Challenger,86283,"St. Germain, Fernand",Incumbent,NA,NA,NA,NA,2327,33321,D,0,38.04,61.96,NA,44,RI,RI-01,1,RI01,D,139245,0.239297641,-0.2392
House,Rhode Island,NA,1970,District 2,61819,"Dimitri, William A.",Challenger,121704,"Tiernan, Robert O.",Incumbent,NA,NA,NA,NA,518,59885,D,0,33.68,66.32,NA,44,RI,RI-02,2,RI02,D,183523,0.326307874,-0.3264
House,South Carolina,NA,1970,District 1,0,NA,NA,63891,"Rivers, L. Mendel",Incumbent,NA,NA,NA,NA,NA,63891,D,0,0,100,NA,45,SC,SC-01,1,SC01,D,63891,1,-1
House,South Carolina,NA,1970,District 2,48093,"Spence, Floyd D.",Challenger,42005,"McDonald, Heyward",Challenger,NA,NA,NA,NA,486,6088,R,0,53.38,46.62,NA,45,SC,SC-02,2,SC02,R,90098,0.067570867,0.0676
House,South Carolina,NA,1970,District 3,19981,"Ballard, H. Grady",Challenger,60708,"Dorn, W.J. Bryan",Incumbent,NA,NA,NA,NA,NA,40727,D,0,24.76,75.24,NA,45,SC,SC-03,3,SC03,D,80689,0.504740423,-0.5048
House,South Carolina,NA,1970,District 4,0,NA,NA,52175,"Mann, James R.",Incumbent,NA,NA,NA,NA,NA,52175,D,0,0,100,NA,45,SC,SC-04,4,SC04,D,52175,1,-1
House,South Carolina,NA,1970,District 5,21911,"Phillips, B. Leonard",Challenger,43742,"Gettys, Tom S.",Incumbent,NA,NA,NA,NA,688,21831,D,0,33.37,66.63,NA,45,SC,SC-05,5,SC05,D,65653,0.332520982,-0.3326
House,South Carolina,NA,1970,District 6,25546,"Baskin, Edward B.",Challenger,46966,"McMmillan, John L.",Incumbent,NA,NA,NA,NA,773,21420,D,0,35.23,64.77,NA,45,SC,SC-06,6,SC06,D,72512,0.295399382,-0.2954
House,South Dakota,NA,1970,District 1,56330,"Gunderson, Dexter H.",Challenger,71636,"Denholm, Frank E.",Challenger,NA,NA,NA,NA,NA,15306,D,0,44.02,55.98,NA,46,SD,SD-01,1,SD01,D,127966,0.119609896,-0.1196
House,South Dakota,NA,1970,District 2,51092,"Brady, Fred D.",Challenger,55925,"Abourezk, James George",Challenger,NA,NA,NA,NA,NA,4833,D,0,47.74,52.26,NA,46,SD,SD-02,2,SD02,D,107017,0.045161049,-0.0452
House,Tennessee,NA,1970,District 1,78896,"Quillen, James H.",Incumbent,37348,"Shine, David B.",Challenger,NA,NA,NA,NA,NA,41548,R,0,67.87,32.13,NA,47,TN,TN-01,1,TN01,R,116244,0.357420598,0.3574
House,Tennessee,NA,1970,District 2,85849,"Duncan, John J. Sr.",Incumbent,30146,"Cowan, Roger",Challenger,NA,NA,NA,NA,1116,55703,R,0,74.01,25.99,NA,47,TN,TN-02,2,TN02,R,115995,0.480218975,0.4802
House,Tennessee,NA,1970,District 3,61527,"Baker, Lamar",Challenger,54662,"Winningham, Richard",Challenger,NA,NA,NA,NA,3813,6865,R,0,52.95,47.05,NA,47,TN,TN-03,3,TN03,R,116189,0.059084767,0.059
House,Tennessee,NA,1970,District 4,18180,"Boles, Mrs. J. D.",Challenger,86437,"Evins, Joe L.",Incumbent,NA,NA,NA,NA,3,68257,D,0,17.38,82.62,NA,47,TN,TN-04,4,TN04,D,104617,0.652446543,-0.6524
House,Tennessee,NA,1970,District 5,37522,"Kelly, George",Challenger,89900,"Fulton, Richard Harmon",Incumbent,NA,NA,NA,NA,NA,52378,D,0,29.45,70.55,NA,47,TN,TN-05,5,TN05,D,127422,0.411059315,-0.411
House,Tennessee,NA,1970,District 6,19622,"Davies, Elmer",Challenger,87517,"Anderson, William R.",Incumbent,NA,NA,NA,NA,NA,67895,D,0,18.31,81.69,NA,47,TN,TN-06,6,TN06,D,107139,0.63370948,-0.6338
House,Tennessee,NA,1970,District 7,29139,"Doss, W. G.",Challenger,83904,"Blanton, L. Ray",Incumbent,NA,NA,NA,NA,NA,54765,D,0,25.78,74.22,NA,47,TN,TN-07,7,TN07,D,113043,0.484461665,-0.4844
House,Tennessee,NA,1970,District 8,0,NA,NA,66590,"Jones, Ed",Challenger,NA,NA,NA,NA,2,66590,D,0,0,100,NA,47,TN,TN-08,8,TN08,D,66590,1,-1
House,Tennessee,NA,1970,District 9,72498,"Kuykendall, Daniel H.",Incumbent,43279,"Osborn, Michael",Challenger,NA,NA,NA,NA,748,29219,R,0,62.62,37.38,NA,47,TN,TN-09,9,TN09,R,115777,0.252373097,0.2524
House,Texas,NA,1970,District 1,18614,"Hogan, James",Challenger,67883,"Patman, Wright",Incumbent,NA,NA,NA,NA,7,49269,D,0,21.52,78.48,NA,48,TX,TX-01,1,TX01,D,86497,0.56960357,-0.5696
House,Texas,NA,1970,District 2,0,NA,NA,52634,"Dowdy, John",Incumbent,NA,NA,NA,NA,17069,52634,D,0,0,100,NA,48,TX,TX-02,2,TX02,D,52634,1,-1
House,Texas,NA,1970,District 3,63690,"Collins, James M.",Incumbent,41425,"Mead, John",Challenger,NA,NA,NA,NA,1,22265,R,0,60.59,39.41,NA,48,TX,TX-03,3,TX03,R,105115,0.21181563,0.2118
House,Texas,NA,1970,District 4,0,NA,NA,70103,"Roberts, Ray",Incumbent,NA,NA,NA,NA,3,70103,D,0,0,100,NA,48,TX,TX-04,4,TX04,D,70103,1,-1
House,Texas,NA,1970,District 5,38481,"Crowley, Frank",Challenger,57058,"Cabell, Earle",Incumbent,NA,NA,NA,NA,5,18577,D,0,40.28,59.72,NA,48,TX,TX-05,5,TX05,D,95539,0.194444154,-0.1944
House,Texas,NA,1970,District 6,0,NA,NA,74038,"Teague, Olin E.",Incumbent,NA,NA,NA,NA,29,74038,D,0,0,100,NA,48,TX,TX-06,6,TX06,D,74038,1,-1
House,Texas,NA,1970,District 7,93457,"Archer, William R.",Challenger,50750,"Greenwood, Jim",Challenger,NA,NA,NA,NA,NA,42707,R,0,64.81,35.19,NA,48,TX,TX-07,7,TX07,R,144207,0.296150672,0.2962
House,Texas,NA,1970,District 8,0,NA,NA,26294,"Eckhardt, Bob",Incumbent,NA,NA,NA,NA,NA,26294,D,0,0,100,NA,48,TX,TX-08,8,TX08,D,26294,1,-1
House,Texas,NA,1970,District 9,31483,"Pressler, Henry C.",Challenger,57180,"Brooks, Jack B.",Incumbent,NA,NA,NA,NA,4,25697,D,0,35.51,64.49,NA,48,TX,TX-09,9,TX09,D,88663,0.289827775,-0.2898
House,Texas,NA,1970,District 10,0,NA,NA,78872,"Pickle, Jake",Incumbent,NA,NA,NA,NA,26,78872,D,0,0,100,NA,48,TX,TX-10,10,TX10,D,78872,1,-1
House,Texas,NA,1970,District 11,0,NA,NA,59641,"Poage, W. R.",Incumbent,NA,NA,NA,NA,39,59641,D,0,0,100,NA,48,TX,TX-11,11,TX11,D,59641,1,-1
House,Texas,NA,1970,District 12,0,NA,NA,62057,"Wright, James Claude Jr.",Incumbent,NA,NA,NA,NA,NA,62057,D,0,0,100,NA,48,TX,TX-12,12,TX12,D,62057,1,-1
House,Texas,NA,1970,District 13,43319,"Staley, Joe H.",Challenger,80070,"Purcell, Graham B. Jr.",Incumbent,NA,NA,NA,NA,13,36751,D,0,35.11,64.89,NA,48,TX,TX-13,13,TX13,D,123389,0.297846648,-0.2978
House,Texas,NA,1970,District 14,0,NA,NA,62560,"Young, John",Incumbent,NA,NA,NA,NA,24,62560,D,0,0,100,NA,48,TX,TX-14,14,TX14,D,62560,1,-1
House,Texas,NA,1970,District 15,17049,"Martinez, Ben A.",Challenger,54498,"de la Garza, Eligio II",Incumbent,NA,NA,NA,NA,1,37449,D,0,23.83,76.17,NA,48,TX,TX-15,15,TX15,D,71547,0.523418173,-0.5234
House,Texas,NA,1970,District 16,11420,"Provencio, J. R.",Challenger,54617,"White, Richard C.",Incumbent,NA,NA,NA,NA,13,43197,D,0,17.29,82.71,NA,48,TX,TX-16,16,TX16,D,66037,0.654133289,-0.6542
House,Texas,NA,1970,District 17,0,NA,NA,70040,"Burleson, Omar",Incumbent,NA,NA,NA,NA,33,70040,D,0,0,100,NA,48,TX,TX-17,17,TX17,D,70040,1,-1
House,Texas,NA,1970,District 18,52845,"Price, Robert",Incumbent,0,NA,NA,NA,NA,NA,NA,79,52845,R,0,100,0,NA,48,TX,TX-18,18,TX18,R,52845,1,1
House,Texas,NA,1970,District 19,0,NA,NA,59996,"Mahon, George H.",Incumbent,NA,NA,NA,NA,24,59996,D,0,0,100,NA,48,TX,TX-19,19,TX19,D,59996,1,-1
House,Texas,NA,1970,District 20,0,NA,NA,48710,"Gonzalez, Henry B.",Incumbent,NA,NA,NA,NA,NA,48710,D,0,0,100,NA,48,TX,TX-20,20,TX20,D,48710,1,-1
House,Texas,NA,1970,District 21,47868,"Gill, Richard",Challenger,76004,"Fisher, O. Clark",Incumbent,NA,NA,NA,NA,12,28136,D,0,38.64,61.36,NA,48,TX,TX-21,21,TX21,D,123872,0.227137691,-0.2272
House,Texas,NA,1970,District 22,58598,"Busch, A. W.",Challenger,73514,"Casey, Robert R.",Incumbent,NA,NA,NA,NA,NA,14916,D,0,44.35,55.65,NA,48,TX,TX-22,22,TX22,D,132112,0.112904202,-0.113
House,Texas,NA,1970,District 23,0,NA,NA,61068,"Kazen, Abraham",Incumbent,NA,NA,NA,NA,6,61068,D,0,0,100,NA,48,TX,TX-23,23,TX23,D,61068,1,-1
House,Utah,NA,1970,District 1,89269,"Richards, Richard",Challenger,95499,"McKay, K. Gunn",Challenger,NA,NA,NA,NA,1489,6230,D,0,48.31,51.69,NA,49,UT,UT-01,1,UT01,D,184768,0.03371796,-0.0338
House,Utah,NA,1970,District 2,97549,"Lloyd, Sherman P.",Incumbent,87000,"Nance, A. H.",Challenger,NA,NA,NA,NA,2094,10549,R,0,52.86,47.14,NA,49,UT,UT-02,2,UT02,R,184549,0.057160971,0.0572
House,Vermont,NA,1970,At Large,103806,"Stafford, Robert T.",Incumbent,44415,"O'Shea, Bernard G.",Challenger,NA,NA,NA,NA,4336,59391,R,0,70.03,29.97,NA,50,VT,VT-AL,0,VT00,R,148221,0.40069221,0.4006
House,Virginia,NA,1970,District 1,0,NA,NA,71465,"Downing, Thomas N.",Incumbent,NA,NA,NA,NA,38,71465,D,0,0,100,NA,51,VA,VA-01,1,VA01,D,71465,1,-1
House,Virginia,NA,1970,District 2,44108,"Whitehurst, G. W.",Incumbent,27367,"Fitzpatrick, Joseph T.",Challenger,NA,NA,NA,NA,1,16741,R,0,61.71,38.29,NA,51,VA,VA-02,2,VA02,R,71475,0.234221756,0.2342
House,Virginia,NA,1970,District 3,35258,"Wilkinson, J. Harvie",Challenger,73123,"Satterfield, David E. Jr.",Incumbent,NA,NA,NA,NA,376,37865,D,0,32.53,67.47,NA,51,VA,VA-03,3,VA03,D,108381,0.349369354,-0.3494
House,Virginia,NA,1970,District 4,9883,"Helms, James M.",Challenger,55246,"Abbitt, Watkins Moorman",Incumbent,NA,NA,NA,NA,25406,45363,D,0,15.17,84.83,NA,51,VA,VA-04,4,VA04,D,65129,0.696510003,-0.6966
House,Virginia,NA,1970,District 5,20039,"St. Clair, Allen T.",Challenger,54274,"Daniel, W. C.",Incumbent,NA,NA,NA,NA,2,34235,D,0,26.97,73.03,NA,51,VA,VA-05,5,VA05,D,74313,0.460686556,-0.4606
House,Virginia,NA,1970,District 6,62350,"Poff, Richard H.",Incumbent,21241,"White, Roy R.",Challenger,NA,NA,NA,NA,6,41109,R,0,74.59,25.41,NA,51,VA,VA-06,6,VA06,R,83591,0.491787393,0.4918
House,Virginia,NA,1970,District 7,52716,"Robinson, J. Kenneth",Challenger,32642,"Williams, Murat",Challenger,NA,NA,NA,NA,8,20074,R,0,61.76,38.24,NA,51,VA,VA-07,7,VA07,R,85358,0.235174207,0.2352
House,Virginia,NA,1970,District 8,68311,"Scott, William L.",Incumbent,38848,"Stearns, Darrel H.",Challenger,NA,NA,NA,NA,8,29463,R,0,63.75,36.25,NA,51,VA,VA-08,8,VA08,R,107159,0.274946575,0.275
House,Virginia,NA,1970,District 9,53960,"Wampler, William C.",Incumbent,34609,"Buchanan, Tate C.",Challenger,NA,NA,NA,NA,2,19351,R,0,60.92,39.08,NA,51,VA,VA-09,9,VA09,R,88569,0.218485023,0.2184
House,Virginia,NA,1970,District 10,67650,"Broyhill, Joel T.",Incumbent,56603,"Miller, Harold O.",Challenger,NA,NA,NA,NA,NA,11047,R,0,54.45,45.55,NA,51,VA,VA-10,10,VA10,R,124253,0.08890731,0.089
House,Washington,NA,1970,District 1,107072,"Pelly, Thomas M.",Incumbent,53156,"Hughes, David A.",Challenger,NA,NA,NA,NA,6112,53916,R,0,66.82,33.18,NA,53,WA,WA-01,1,WA01,R,160228,0.336495494,0.3364
House,Washington,NA,1970,District 2,44049,"McBride, Edward",Challenger,117562,"Meeds, Lloyd",Incumbent,NA,NA,NA,NA,NA,73513,D,0,27.26,72.74,NA,53,WA,WA-02,2,WA02,D,161611,0.454876215,-0.4548
House,Washington,NA,1970,District 3,56566,"McConkey, R. C.",Challenger,81892,"Hansen, Julia Butler",Incumbent,NA,NA,NA,NA,NA,25326,D,0,40.85,59.15,NA,53,WA,WA-03,3,WA03,D,138458,0.182914674,-0.183
House,Washington,NA,1970,District 4,63244,"May, Catherine",Incumbent,70119,"McCormack, Mike",Challenger,NA,NA,NA,NA,NA,6875,D,0,47.42,52.58,NA,53,WA,WA-04,4,WA04,D,133363,0.05155103,-0.0516
House,Washington,NA,1970,District 5,43376,"Gamble, George",Challenger,88189,"Foley, Thomas S.",Incumbent,NA,NA,NA,NA,NA,44813,D,0,32.97,67.03,NA,53,WA,WA-05,5,WA05,D,131565,0.340614905,-0.3406
House,Washington,NA,1970,District 6,42213,"Jarstad, John",Challenger,98282,"Hicks, Floyd V.",Incumbent,NA,NA,NA,NA,1180,56069,D,0,30.05,69.95,NA,53,WA,WA-06,6,WA06,D,140495,0.399081818,-0.399
House,Washington,NA,1970,District 7,47426,"Lewis, Brian",Challenger,99308,"Adams, Brock",Incumbent,NA,NA,NA,NA,2378,51882,D,0,32.32,67.68,NA,53,WA,WA-07,7,WA07,D,146734,0.353578584,-0.3536
House,West Virginia,NA,1970,District 1,38327,"Doll, Ken",Challenger,61296,"Mollohan, Robert H.",Incumbent,NA,NA,NA,NA,NA,22969,D,0,38.47,61.53,NA,54,WV,WV-01,1,WV01,D,99623,0.230559208,-0.2306
House,West Virginia,NA,1970,District 2,33509,"Reddecliff, Richard",Challenger,58263,"Staggers, Harley O.",Incumbent,NA,NA,NA,NA,NA,24754,D,0,36.51,63.49,NA,54,WV,WV-02,2,WV02,D,91772,0.269733688,-0.2698
House,West Virginia,NA,1970,District 3,30525,"Kinsolving, Neal A.",Challenger,57630,"Slack, John M.",Incumbent,NA,NA,NA,NA,NA,27105,D,0,34.63,65.37,NA,54,WV,WV-03,3,WV03,D,88155,0.307469798,-0.3074
House,West Virginia,NA,1970,District 4,30255,"Shannon, Ralph L.",Challenger,62531,"Hechler, Ken",Incumbent,NA,NA,NA,NA,NA,32276,D,0,32.61,67.39,NA,54,WV,WV-04,4,WV04,D,92786,0.347854202,-0.3478
House,West Virginia,NA,1970,District 5,20261,"McQuade, Marian",Challenger,48286,"Kee, James",Challenger,NA,NA,NA,NA,NA,28025,D,0,29.56,70.44,NA,54,WV,WV-05,5,WV05,D,68547,0.408843567,-0.4088
House,Wisconsin,NA,1970,District 1,56067,"Schadeberg, Henry C.",Incumbent,87428,"Aspin, Les",Challenger,NA,NA,NA,NA,4,31361,D,0,39.07,60.93,NA,55,WI,WI-01,1,WI01,D,143495,0.218551169,-0.2186
House,Wisconsin,NA,1970,District 2,46620,"Anderson, Norman",Challenger,102879,"Kastenmeier, Robert W.",Incumbent,NA,NA,NA,NA,733,56259,D,0,31.18,68.82,NA,55,WI,WI-02,2,WI02,D,149499,0.376316898,-0.3764
House,Wisconsin,NA,1970,District 3,64891,"Thomson, Vernon W.",Incumbent,52085,"Short, Ray",Challenger,NA,NA,NA,NA,3,12806,R,0,55.47,44.53,NA,55,WI,WI-03,3,WI03,R,116976,0.109475448,0.1094
House,Wisconsin,NA,1970,District 4,23081,"Mrozinski, Phillip D.",Challenger,102464,"Zablocki, Clement J.",Incumbent,NA,NA,NA,NA,2031,79383,D,0,18.38,81.62,NA,55,WI,WI-04,4,WI04,D,125545,0.632307141,-0.6324
House,Wisconsin,NA,1970,District 5,18360,"Dwyer, Robert J.",Challenger,60830,"Reuss, Henry S.",Incumbent,NA,NA,NA,NA,848,42470,D,0,23.18,76.82,NA,55,WI,WI-05,5,WI05,D,79190,0.536305089,-0.5364
House,Wisconsin,NA,1970,District 6,98587,"Steiger, William A.",Incumbent,44794,"Utech, Franklin R.",Challenger,NA,NA,NA,NA,2160,53793,R,0,68.76,31.24,NA,55,WI,WI-06,6,WI06,R,143381,0.375175232,0.3752
House,Wisconsin,NA,1970,District 7,41330,"Le Tendre, Andre E.",Challenger,88746,"Obey, David R.",Incumbent,NA,NA,NA,NA,1200,47416,D,0,31.77,68.23,NA,55,WI,WI-07,7,WI07,D,130076,0.364525354,-0.3646
House,Wisconsin,NA,1970,District 8,76893,"Byrnes, John W.",Challenger,60345,"Cornell, Robert J.",Challenger,NA,NA,NA,NA,NA,16548,R,0,56.03,43.97,NA,55,WI,WI-08,8,WI08,R,137238,0.120578848,0.1206
House,Wisconsin,NA,1970,District 9,84732,"Davis, Glenn R.",Challenger,78123,"Tabak, Fred N.",Challenger,NA,NA,NA,NA,NA,6609,R,0,52.03,47.97,NA,55,WI,WI-09,9,WI09,R,162855,0.040582113,0.0406
House,Wisconsin,NA,1970,District 10,66014,"O'Konski, Alvin E.",Incumbent,62991,"Thoresen, Walter",Challenger,NA,NA,NA,NA,NA,3023,R,0,51.17,48.83,NA,55,WI,WI-10,10,WI10,R,129005,0.0234332,0.0234
House,Wyoming,NA,1970,At Large,57848,"Roberts, Harry",Challenger,58456,"Roncalio, Teno",Incumbent,NA,NA,NA,NA,NA,608,D,0,49.74,50.26,NA,56,WY,WY-AL,0,WY00,D,116304,0.005227679,-0.0052
House,Alabama,NA,1968,District 1,60318,"Edwards, Jack",Incumbent,40593,"Debrow, Arnold",Challenger,NA,NA,NA,NA,4703,19725,R,0,59.77,40.23,NA,1,AL,AL-01,1,AL01,R,100911,0.195469275,0.1954
House,Alabama,NA,1968,District 2,60743,"Dickinson, William Louis",Challenger,37533,"Whaley, Robert F.",Challenger,NA,NA,NA,NA,11446,23210,R,0,61.81,38.19,NA,1,AL,AL-02,2,AL02,R,98276,0.236171598,0.2362
House,Alabama,NA,1968,District 3,0,NA,NA,86796,"Andrews, George W.",Incumbent,NA,NA,NA,NA,8794,86796,D,0,0,100,NA,1,AL,AL-03,3,AL03,D,86796,1,-1
House,Alabama,NA,1968,District 4,12427,"Kerr, Robert M.",Challenger,94726,"Nichols, Bill",Incumbent,NA,NA,NA,NA,9252,82299,D,0,11.6,88.4,NA,1,AL,AL-04,4,AL04,D,107153,0.768051291,-0.768
House,Alabama,NA,1968,District 5,14582,"Donaldson, Frank",Challenger,69110,"Flowers, Walter",Challenger,NA,NA,NA,NA,39193,54528,D,0,17.42,82.58,NA,1,AL,AL-05,5,AL05,D,83692,0.651531807,-0.6516
House,Alabama,NA,1968,District 6,69445,"Buchanan, John H. Jr.",Incumbent,34608,"Bowers, Quinton R.",Challenger,NA,NA,NA,NA,12977,34837,R,0,66.74,33.26,NA,1,AL,AL-06,6,AL06,R,104053,0.334800534,0.3348
House,Alabama,NA,1968,District 7,29923,"Connell, Jodie",Challenger,106132,"Bevill, Tom",Incumbent,NA,NA,NA,NA,3393,76209,D,0,21.99,78.01,NA,1,AL,AL-07,7,AL07,D,136055,0.560133769,-0.5602
House,Alabama,NA,1968,District 8,0,NA,NA,85528,"Jones, Robert Emmett Jr.",Incumbent,Conservative,16900,"Hearn, Ken",Challenger,7140,68628,D,15.42,0,100,"The other vote was: Burgess, Charlie (National Democratic Party of Alabama) 7,140",1,AL,AL-08,8,AL08,D,85528,0.802403891,-1
House,Alaska,NA,1968,At Large,43577,"Pollock, Howard W.",Incumbent,36785,"Begich, Nicholas J.",Challenger,NA,NA,NA,NA,NA,6792,R,0,54.23,45.77,NA,2,AK,AK-AL,0,AK00,R,80362,0.084517558,0.0846
House,Arizona,NA,1968,District 1,137761,"Rhodes, John J.",Incumbent,54594,"Miller, Robert E.",Challenger,NA,NA,NA,NA,NA,83167,R,0,71.62,28.38,NA,4,AZ,AZ-01,1,AZ01,R,192355,0.432362039,0.4324
House,Arizona,NA,1968,District 2,43235,"McGinnis, G. Alfred",Challenger,102301,"Udall, Morris K.",Incumbent,NA,NA,NA,NA,NA,59066,D,0,29.71,70.29,NA,4,AZ,AZ-02,2,AZ02,D,145536,0.405851473,-0.4058
House,Arizona,NA,1968,District 3,79667,"Steiger, Sam",Incumbent,46072,"Watkins, Ralph",Challenger,NA,NA,NA,NA,NA,33595,R,0,63.36,36.64,NA,4,AZ,AZ-03,3,AZ03,R,125739,0.267180429,0.2672
House,Arkansas,NA,1968,District 1,36284,"Newcomb, Guy",Challenger,80293,"Alexander, William",Challenger,NA,NA,NA,NA,NA,44009,D,0,31.12,68.88,NA,5,AR,AR-01,1,AR01,D,116577,0.377510144,-0.3776
House,Arkansas,NA,1968,District 2,0,NA,NA,0,"Mills, Wilbur D.",Incumbent,NA,NA,NA,NA,NA,0,D,0,0,100,NA,5,AR,AR-02,2,AR02,D,0,NA,-1
House,Arkansas,NA,1968,District 3,121771,"Hammerschmidt, John",Incumbent,59638,"Croxton, Hardy",Challenger,NA,NA,NA,NA,NA,62133,R,0,67.13,32.87,NA,5,AR,AR-03,3,AR03,R,181409,0.342502301,0.3426
House,Arkansas,NA,1968,District 4,0,NA,NA,0,"Pryor, David H.",Incumbent,NA,NA,NA,NA,NA,0,D,0,0,0,NA,5,AR,AR-04,4,AR04,R,0,NA,0
House,California,NA,1968,District 1,133597,"Clausen, Don H.",Incumbent,37756,"Graham, Donald W.",Challenger,NA,NA,NA,NA,6262,95841,R,0,77.97,22.03,NA,6,CA,CA-01,1,CA01,R,171353,0.559319066,0.5594
House,California,NA,1968,District 2,78986,"Dunaway, Osmer E.",Challenger,127744,"Johnson, Harold T.",Incumbent,NA,NA,NA,NA,3574,48758,D,0,38.21,61.79,NA,6,CA,CA-02,2,CA02,D,206730,0.235853529,-0.2358
House,California,NA,1968,District 3,80193,"Duffy, Elmore J.",Challenger,107446,"Moss, John Emerson",Challenger,NA,NA,NA,NA,4234,27253,D,0,42.74,57.26,NA,6,CA,CA-03,3,CA03,D,187639,0.145241661,-0.1452
House,California,NA,1968,District 4,67225,"Shumway, James M.",Challenger,90126,"Leggett, Robert L.",Incumbent,NA,NA,NA,NA,4670,22901,D,0,42.72,57.28,NA,6,CA,CA-04,4,CA04,D,157351,0.145540861,-0.1456
House,California,NA,1968,District 5,31157,"Velasquez, Waldo",Challenger,95630,"Burton, Phillip",Incumbent,NA,NA,NA,NA,4607,64473,D,0,24.57,75.43,NA,6,CA,CA-05,5,CA05,D,126787,0.50851428,-0.5086
House,California,NA,1968,District 6,151336,"Mailliard, William S.",Challenger,54928,"Drath, Phillip",Challenger,NA,NA,NA,NA,NA,96408,R,0,73.37,26.63,NA,6,CA,CA-06,6,CA06,R,206264,0.467401001,0.4674
House,California,NA,1968,District 7,48397,"Hilburn, Barney E.",Challenger,102689,"Cohelan, Jeffery",Incumbent,NA,NA,NA,NA,12279,54292,D,0,32.03,67.97,NA,6,CA,CA-07,7,CA07,D,151086,0.359345009,-0.3594
House,California,NA,1968,District 8,58887,"Britton, Raymond P.",Challenger,104768,"Miller, George P.",Incumbent,NA,NA,NA,NA,NA,45881,D,0,35.98,64.02,NA,6,CA,CA-08,8,CA08,D,163655,0.28035196,-0.2804
House,California,NA,1968,District 9,77847,"Fargher, Larry",Challenger,101329,"Edwards, Don",Incumbent,NA,NA,NA,NA,3,23482,D,0,43.45,56.55,NA,6,CA,CA-09,9,CA09,D,179176,0.131055499,-0.131
House,California,NA,1968,District 10,160563,"Gubser, Charles S.",Incumbent,73720,"Taketa, Grayson S.",Challenger,NA,NA,NA,NA,4320,86843,R,0,68.53,31.47,NA,6,CA,CA-10,10,CA10,R,234283,0.370675636,0.3706
House,California,NA,1968,District 11,166252,"McCloskey, Paul Norton Jr.",Challenger,40957,"Whitaker, Urban G.",Challenger,NA,NA,NA,NA,2168,125295,R,0,80.23,19.77,NA,6,CA,CA-11,11,CA11,R,207209,0.604679333,0.6046
House,California,NA,1968,District 12,143222,"Talcott, Burt L.",Incumbent,0,NA,NA,NA,NA,NA,NA,11489,143222,R,0,100,0,NA,6,CA,CA-12,12,CA12,R,143222,1,1
House,California,NA,1968,District 13,151608,"Teague, Charles M.",Incumbent,78628,"Sheinbaum, Stanley K.",Challenger,NA,NA,NA,NA,NA,72980,R,0,65.85,34.15,NA,6,CA,CA-13,13,CA13,R,230236,0.3169791,0.317
House,California,NA,1968,District 14,56730,"Schuh, David W.",Challenger,152847,"Waldie, Jerome R.",Incumbent,NA,NA,NA,NA,3952,96117,D,0,27.07,72.93,NA,6,CA,CA-14,14,CA14,D,209577,0.458623799,-0.4586
House,California,NA,1968,District 15,74058,"Van, Dyken Sam",Challenger,86386,"McFall, John J.",Incumbent,NA,NA,NA,NA,NA,12328,D,0,46.16,53.84,NA,6,CA,CA-15,15,CA15,D,160444,0.076836778,-0.0768
House,California,NA,1968,District 16,55188,"Harris, David",Challenger,97476,"Sisk, B. F.",Incumbent,NA,NA,NA,NA,3392,42288,D,0,36.15,63.85,NA,6,CA,CA-16,16,CA16,D,152664,0.277000472,-0.277
House,California,NA,1968,District 17,73351,"Blatchford, Joe",Challenger,77250,"Anderson, Glenn M.",Challenger,NA,NA,NA,NA,1764,3899,D,0,48.71,51.29,NA,6,CA,CA-17,17,CA17,D,150601,0.025889602,-0.0258
House,California,NA,1968,District 18,100115,"Mathias, Robert B.",Incumbent,51373,"Hagan, Harlan",Challenger,NA,NA,NA,NA,2116,48742,R,0,66.09,33.91,NA,6,CA,CA-18,18,CA18,R,151488,0.321754858,0.3218
House,California,NA,1968,District 19,53842,"Jones, Bill",Challenger,99069,"Holifield, Chet",Challenger,NA,NA,NA,NA,4101,45227,D,0,35.21,64.79,NA,6,CA,CA-19,19,CA19,D,152911,0.295773358,-0.2958
House,California,NA,1968,District 20,136238,"Smith, H. Allen",Incumbent,57064,"White, Don",Challenger,NA,NA,NA,NA,3095,79174,R,0,70.48,29.52,NA,6,CA,CA-20,20,CA20,R,193302,0.409587071,0.4096
House,California,NA,1968,District 21,8244,"Lundy, Rayfield",Challenger,89536,"Hawkins, Augustus",Challenger,NA,NA,NA,NA,NA,81292,D,0,8.43,91.57,NA,6,CA,CA-21,21,CA21,D,97780,0.83137656,-0.8314
House,California,NA,1968,District 22,75457,"Holt, Joe",Challenger,103695,"Corman, James C.",Incumbent,NA,NA,NA,NA,3116,28238,D,0,42.12,57.88,NA,6,CA,CA-22,22,CA22,D,179152,0.157620345,-0.1576
