pollster,sample_size,type,dem,rep,bmonth,bday,year,emonth,eday,days_until_election
USA Today/Gallup,1362,,49,43,1,6,2006,1,8,304
USA Today/Gallup,827.2069702,,59,36,10,6,2006,10,8,31
George Washington University Battleground,1000,,47,41,10,9,2006,10,12,27.5
ABC News/Washington Post,1205,,53,43,11,1,2006,11,4,4.5
Cook Political Report/RT Strategies,1764,,49,35,9,21,2006,9,24,45.5
NBC News/Wall Street Journal,1006,,52,37,10,13,2006,10,16,23.5
CBS/New York Times,937.3615112,,47,32,8,17,2006,8,21,80
CNN,934,,53,40,8,2,2006,8,3,96.5
Los Angeles Times/Bloomberg,1170,,54,34,6,24,2006,6,27,134.5
Cook Political Report/RT Strategies,1546.584717,,46,36,4,6,2006,4,9,213.5
USA Today/Gallup,923,,55,39,3,10,2006,3,12,241
Newsweek,1045,,50,38,8,24,2006,8,25,74.5
USA Today/Gallup,923,,51,42,9,15,2006,9,17,52
USA Today/Gallup,827.2069702,,54,41,10,20,2006,10,22,17
Newsweek,1205,,53,35,10,5,2006,10,6,32.5
NBC News/Wall Street Journal,1006,,48,39,9,30,2006,10,2,37
CNN,636,,57,40,10,20,2006,10,22,17
Cook Political Report/RT Strategies,807,,61,35,10,26,2006,10,29,10.5
Cook Political Report/RT Strategies,1764,,51,40,8,25,2006,8,27,73
Newsweek,838,,54,38,11,2,2006,11,3,4.5
CNN,934,,54,38,10,6,2006,10,8,31
USA Today/Gallup,923,,53,39,2,28,2006,3,1,251.5
Cook Political Report/RT Strategies,1003,,44,32,4,27,2006,4,30,192.5
USA Today/Gallup,923,,54,39,4,28,2006,4,30,192
Cook Political Report/RT Strategies,1764,,48,35,9,27,2006,9,30,39.5
USA Today/Gallup,923,,51,42,6,1,2006,6,4,157.5
USA Today/Gallup,1362,,51,40,7,28,2006,7,30,101
ABC News/Washington Post,1205,,55,41,10,19,2006,10,22,17.5
Reuters/Zogby America,1013,,38,31,5,12,2006,5,16,177
George Washington University Battleground,1000,,49,41,9,24,2006,9,27,42.5
Newsweek,1045,,51,39,8,10,2006,8,11,88.5
Reuters/Zogby America,1013,,39,31,8,11,2006,8,15,86
Democracy Corps,1135,,48,41,7,19,2006,7,25,108
NBC News/Wall Street Journal,1010,,48,38,7,21,2006,7,24,107.5
NBC News/Wall Street Journal,1006,,46,38,12,9,2006,12,12,-33.5
NBC News/Wall Street Journal,1010,,48,39,10,8,2006,10,10,29
NBC News/Wall Street Journal,1006,,48,39,9,8,2006,9,11,58.5
Diageo/Hotline,1000,,40,33,8,17,2006,8,20,80.5
Cook Political Report/RT Strategies,1764,,49,37,10,19,2006,10,22,17.5
CNN,934,,56,40,8,30,2006,9,2,67.5
Diageo/Hotline,1000,,41,36,6,21,2006,6,25,137
USA Today/Gallup,1362,,51,39,6,9,2006,6,11,150
CBS/New York Times,937.3615112,,49,35,10,5,2006,10,8,31.5
Reuters/Zogby America,1013,,38,32,2,27,2006,3,2,251.5
Reuters/Zogby America,1013,,36,29,2,15,2006,2,18,263.5
Diageo/Hotline,1000,,39,37,6,2,2006,6,5,156.5
USA Today/Gallup,1362,,54,39,4,28,2006,4,30,192
Zogby America,1000,,38,33,6,20,2006,6,22,139
NBC News/Wall Street Journal,1010,,48,37,11,4,2006,11,7,1.5
Diageo/Hotline,1000,,49,34,10,19,2006,10,23,17
NBC News/Wall Street Journal,1006,,45,40,7,8,2006,7,11,120.5
Cook Political Report/RT Strategies,1546.584717,,47,38,2,23,2006,2,26,255.5
NBC News/Wall Street Journal,1010,,48,39,9,8,2006,9,11,58.5
George Washington University Battleground,1000,,46,41,2,12,2006,2,15,266.5
The Harris Poll,1000,,41,37,4,7,2006,4,10,212.5
Newsweek,1045,,47,42,9,29,2006,9,30,38.5
CNN,934,,53,40,9,29,2006,10,2,37.5
Newsweek,1205,,50,35,10,26,2006,10,27,11.5
CNN,636,,58,38,11,3,2006,11,5,3
Los Angeles Times/Bloomberg,1347,,49,35,4,8,2006,4,11,211.5
Cook Political Report/RT Strategies,1764,,50,38,6,1,2006,6,4,157.5
Diageo/Hotline,1000,,46,31,2,16,2006,2,19,262.5
Associated Press/AOL News,1621,,51,40,7,10,2006,7,12,119
NBC News/Wall Street Journal,1010,,49,38,6,9,2006,6,12,149.5
ABC News/Washington Post,1204,,56,33,5,11,2006,5,15,178
Moore Information,800,,37,33,3,21,2006,3,23,230
Reuters/Zogby America,1013,,33,26,1,9,2006,1,12,300.5
USA Today/Gallup,923,,54,38,6,23,2006,6,25,136
CNN,636,,58,37,10,6,2006,10,8,31
USA Today/Gallup,1362,,54,38,6,23,2006,6,25,136
CNN,934,,56,38,10,13,2006,10,15,24
USA Today/Gallup,1362,,53,41,9,7,2006,9,10,59.5
USA Today/Gallup,1362,,53,38,10,20,2006,10,22,17
The Harris Poll,1000,,45,33,10,6,2006,10,9,30.5
NBC News/Wall Street Journal,1010,,47,38,1,26,2006,1,29,283.5
The Harris Poll,1000,,45,34,9,8,2006,9,11,58.5
CNN,636,,53,43,8,30,2006,9,2,67.5
Quinnipiac University,1080,,47,36,11,28,2006,12,4,-24
Associated Press/AOL News,1621,,54,37,10,20,2006,10,25,15.5
Los Angeles Times/Bloomberg,1347,,49,39,9,16,2006,9,19,50.5
The Harris Poll,1000,,47,32,8,18,2006,8,21,79.5
Reuters/Zogby America,1013,,44,33,10,20,2006,10,23,16.5
CBS/New York Times,937.3615112,,44,34,4,6,2006,4,9,213.5
ABC News/Washington Post,1205,,54,41,10,5,2006,10,8,31.5
Democracy Corps,1135,,46,41,10,5,2006,10,10,30.5
The Harris Poll,1000,,46,31,10,20,2006,10,23,16.5
Associated Press/AOL News,970,,54,38,9,11,2006,9,13,56
USA Today/Gallup,1362,,53,41,8,28,2006,8,30,70
Democracy Corps,1135,,48,39,9,19,2006,9,21,48
Democracy Corps,1135,,48,43,6,20,2006,6,26,137
The Harris Poll,795,,46,35,9,8,2006,9,11,58.5
NBC News/Wall Street Journal,1010,,52,37,10,13,2006,10,16,23.5
NBC News/Wall Street Journal,1010,,48,39,9,30,2006,10,2,37
CNN,934,,45,38,6,14,2006,6,15,145.5
Associated Press/AOL News,970,,55,37,10,20,2006,10,25,15.5
NBC News/Wall Street Journal,1006,,48,37,11,4,2006,11,7,1.5
Quinnipiac University,1080,,49,37,2,21,2006,2,28,255.5
Reuters/Zogby America,1013,,42,33,9,22,2006,9,25,44.5
USA Today/Gallup,923,,51,41,7,6,2006,7,9,122.5
USA Today/Gallup,1362,,51,41,7,6,2006,7,9,122.5
Associated Press-Ispos,1003,,51,34,5,1,2006,5,3,189
Reuters/Zogby America,1013,,37,34,10,10,2006,10,12,27
Cook Political Report/RT Strategies,1546.584717,,48,37,4,27,2006,4,30,192.5
CNN,636,,53,42,10,27,2006,10,29,10
ABC News/Washington Post,1204,,59,36,10,5,2006,10,8,31.5
CNN,934,,50,40,4,21,2006,4,23,199
NBC News/Wall Street Journal,1010,,45,40,7,8,2006,7,11,120.5
Newsweek,1205,,52,35,5,11,2006,5,12,179.5
The Harris Poll,1000,,43,34,1,6,2006,1,9,303.5
USA Today/Gallup,923,,49,43,1,6,2006,1,8,304
Diageo/Hotline,580,,52,34,10,19,2006,10,23,17
Newsweek,1045,,50,38,9,8,2006,9,9,59.5
ABC News/Washington Post,1205,,51,45,11,1,2006,11,4,4.5
ABC News/Washington Post,1205,,54,41,10,19,2006,10,22,17.5
Time,679,,55,40,11,1,2006,11,3,5
Associated Press/AOL News,970,,51,41,10,2,2006,10,4,35
ABC News/Washington Post,1205,,51,41,12,15,2006,12,18,-39.5
USA Today/Gallup,923,,51,40,7,28,2006,7,30,101
USA Today/Gallup,1362,,51,42,9,15,2006,9,17,52
Fox News/Opinion Dynamics,900,,38,35,8,30,2006,8,31,68.5
ABC News/Wash Post,786,LV,45,49,10,25,2010,10,28,6.5
ABC News/Wash Post,669,LV,43,49,9,30,2010,10,3,31.5
ABC News/Wash Post,717.9050293,LV,40,53,8,30,2010,9,2,62.5
ABC News/Wash Post,696.6506958,LV,45,49,7,7,2010,7,11,116
ABC News/Wash Post,873.1125488,RV,47,44,6,3,2010,6,6,150.5
ABC News/Wash Post,856.4268799,RV,48,43,4,22,2010,4,25,192.5
ABC News/Wash Post,826.0350952,RV,45,48,2,4,2010,2,8,269
ABC News/Wash Post,1004,A,51,39,10,15,2010,10,18,16.5
Associated Press/GfK,846,LV,43,50,10,13,2010,10,18,17.5
Associated Press/GfK,771.5255737,LV,43,53,9,8,2010,9,13,52.5
Associated Press/GfK,890,RV,45,49,8,11,2010,8,16,80.5
Battleground,1000,LV,41,42,12,6,2010,12,10,-36
Bloomberg,1000,LV,44,47,10,24,2010,10,26,8
Bloomberg,721,LV,42,40,10,7,2010,10,10,24.5
Bloomberg,875,LV,40,48,7,9,2010,7,12,114.5
Bloomberg,714,LV,38,42,12,3,2010,12,7,-33
Bloomberg,1004,A,40,32,9,10,2010,9,14,51
CBS News,730.8165894,LV,37,45,10,1,2010,10,5,30
CBS News,922.375,RV,46,33,10,5,2010,10,8,26.5
CBS News/NY Times,738.9607544,LV,43,49,10,21,2010,10,26,9.5
CBS News/NY Times,722.4737549,LV,38,40,9,10,2010,9,14,51
CNN/Opinion Research,542,LV,42,52,10,27,2010,10,30,4.5
CNN/Opinion Research,504,LV,45,52,10,5,2010,10,7,27
CNN/Opinion Research,506,LV,44,53,9,21,2010,9,23,41
CNN/Opinion Research,936,RV,45,52,9,1,2010,9,2,61.5
CNN/Opinion Research,935,RV,45,48,8,6,2010,8,10,86
CNN/Opinion Research,945,RV,44,49,7,16,2010,7,21,106.5
CNN/Opinion Research,907,RV,50,46,4,9,2010,4,11,206
CNN/Opinion Research,935,RV,45,49,3,25,2010,3,28,220.5
CNN/Opinion Research,953,RV,45,48,3,19,2010,3,21,227
CNN/Opinion Research,954,RV,45,47,2,12,2010,2,15,261.5
CNN/Opinion Research,955,RV,45,48,1,8,2010,1,10,297
CNN/Opinion Research,928,RV,49,43,11,13,2010,11,15,-12
CNN/Opinion Research,952,RV,50,44,10,30,2010,11,1,2
Democracy Corps (D),816,LV,43,49,10,2,2010,10,4,30
Democracy Corps (D),835,LV,40,50,9,11,2010,9,14,50.5
Democracy Corps (D),845,LV,42,49,8,30,2010,9,2,62.5
Democracy Corps (D),867,LV,42,48,6,19,2010,6,22,134.5
Democracy Corps (D),1000,LV,43,46,5,15,2010,5,18,169.5
Democracy Corps (D),872,LV,43,45,4,17,2010,4,20,197.5
Democracy Corps (D),850,LV,44,43,3,15,2010,3,18,230.5
Democracy Corps (D),851,LV,46,49,2,20,2010,2,24,253
Democracy Corps (D),805,LV,46,45,2,2,2010,2,4,272
Democracy Corps (D),836,LV,45,46,1,7,2010,1,11,297
Democracy Corps (D),875,LV,47,45,11,12,2010,11,16,-12
Democracy Corps (D),1044,LV,46,42,9,12,2010,9,16,49
Democracy Corps (D),837,LV,47,43,8,29,2010,9,1,63.5
Democracy Corps (D),1013,RV,50,40,5,26,2010,6,1,157
Democracy Corps (D),1000,RV,46,43,5,10,2010,5,12,175
Democracy Corps (D),1000,LV,48,42,3,25,2010,3,29,220
Diageo/Hotline,800,RV,39,32,7,9,2010,7,13,114
Diageo/Hotline,800,RV,39,30,6,4,2010,6,7,149.5
Diageo/Hotline,800,RV,39,31,4,23,2010,4,26,191.5
Diageo/Hotline,800,RV,37,32,3,26,2010,3,29,219.5
Diageo/Hotline,803,RV,40,34,2,28,2010,3,2,246
Diageo/Hotline,800,RV,46,22,1,21,2010,1,24,283.5
FOX News,764,LV,37,50,10,26,2010,10,28,6
FOX News,687,LV,39,48,10,11,2010,10,13,21
FOX News,900,RV,38,44,9,28,2010,9,29,34.5
FOX News,900,RV,40,46,9,14,2010,9,16,48
FOX News,900,RV,37,46,9,1,2010,9,2,61.5
FOX News,900,RV,37,44,8,10,2010,8,11,83.5
FOX News,900,RV,36,47,7,27,2010,7,28,97.5
FOX News,900,RV,37,41,7,13,2010,7,14,111.5
FOX News,900,RV,40,42,6,29,2010,6,30,125.5
FOX News,900,RV,41,38,6,8,2010,6,9,146.5
FOX News,900,RV,41,41,5,18,2010,5,19,167.5
FOX News,900,RV,40,42,5,4,2010,5,5,181.5
FOX News,900,RV,38,42,4,20,2010,4,21,195.5
FOX News,900,RV,39,43,4,6,2010,4,7,209.5
FOX News,900,RV,38,42,3,16,2010,3,17,230.5
Gallup,1539,LV,40,55,10,28,2010,10,31,3.5
Gallup,3000,RV,46,46,9,20,2010,9,26,40
Gallup,2925,RV,46,45,9,13,2010,9,19,47
Gallup,1527,RV,43,48,9,6,2010,9,12,54
Gallup,1651,RV,46,46,8,30,2010,9,5,61
Gallup,1540,RV,41,51,8,23,2010,8,29,68
Gallup,1600,RV,44,47,8,16,2010,8,22,75
Gallup,1600,RV,43,50,8,9,2010,8,15,82
Gallup,1600,RV,43,49,8,2,2010,8,8,89
Gallup,1562,RV,43,48,7,26,2010,8,1,96
Gallup,1633,RV,48,44,7,19,2010,7,25,103
Gallup,1535,RV,49,43,7,12,2010,7,18,110
Gallup,1600,RV,47,46,7,5,2010,7,11,117
Gallup,1600,RV,44,46,6,28,2010,7,3,124.5
Gallup,1600,RV,46,45,6,21,2010,6,27,131
Gallup,1600,RV,46,46,6,14,2010,6,20,138
Gallup,1600,RV,44,49,6,7,2010,6,13,145
Gallup,1600,RV,46,46,5,31,2010,6,6,152
Gallup,1600,RV,43,49,5,24,2010,5,30,159
Gallup,1600,RV,47,46,5,17,2010,5,23,166
Gallup,1600,RV,45,46,5,10,2010,5,16,173
Gallup,1600,RV,46,46,5,3,2010,5,8,180.5
Gallup,1600,RV,45,45,4,26,2010,5,2,187
Gallup,1600,RV,45,45,4,19,2010,4,25,194
Gallup,1600,RV,43,46,4,12,2010,4,18,201
Gallup,1613,RV,44,48,4,5,2010,4,11,208
Gallup,1344,RV,46,46,3,29,2010,4,4,215
Gallup,1550.514282,RV,44,47,3,22,2010,3,28,222
Gallup,1547.733276,RV,47,45,3,15,2010,3,21,229
Gallup,1544.952393,RV,47,44,3,8,2010,3,14,236
Gallup,1542.171387,RV,47,44,3,1,2010,3,7,243
Gallup,942,RV,45,45,2,1,2010,2,3,273
Gallup,894,RV,44,48,11,5,2010,11,8,-4.5
Gallup,906,RV,46,44,10,1,2010,10,4,30.5
Gallup,916,RV,50,44,7,10,2010,7,12,114
Gallup (LV Higher Turnout)*,1989,LV,43,52,10,14,2010,10,24,14
Gallup (LV Higher Turnout)*,1900,LV,42,53,10,7,2010,10,17,21
Gallup (LV Higher Turnout)*,1953,LV,41,53,9,30,2010,10,10,28
Gallup (LV Higher Turnout)*,1882,LV,40,53,9,23,2010,10,3,35
Gallup (LV Lower Turnout)*,1989,LV,41,55,10,14,2010,10,24,14
Gallup (LV Lower Turnout)*,1900,LV,39,56,10,7,2010,10,17,21
Gallup (LV Lower Turnout)*,1953,LV,39,56,9,30,2010,10,10,28
Gallup (LV Lower Turnout)*,1882,LV,38,56,9,23,2010,10,3,35
GWU/Battleground,1000,LV,40,41,4,5,2010,4,8,209.5
GWU/Battleground,1000,LV,43,40,7,19,2010,7,23,104
Ipsos-McClatchy,905,RV,45,42,5,6,2010,5,9,178.5
Ipsos-McClatchy,950,RV,45,46,4,1,2010,4,5,213
Ipsos-McClatchy,903,RV,42,34,8,27,2010,8,31,65
Ipsos/McClatchy,846,RV,42,43,6,10,2010,6,13,143.5
Ipsos/McClatchy,950,RV,47,43,2,26,2010,2,28,248
Ipsos/McClatchy,950,RV,46,45,10,29,2010,11,1,2.5
McClatchy/Marist,350,LV,43,49,10,22,2010,10,25,9.5
McClatchy/Marist,815,RV,45,47,9,14,2010,9,16,48
McLaughlin & Associates (R),1000,LV,35,42,2,24,2010,2,25,250.5
McLaughlin & Associates (R),1000,LV,37,42,1,19,2010,1,20,286.5
National Journal/FD,1116,RV,38,36,8,27,2010,8,30,65.5
National Journal/FD,1200,A,39,35,4,22,2010,4,26,192
Newsweek,773,LV,48,45,10,20,2010,10,21,12.5
Newsweek,902,RV,48,43,9,29,2010,9,30,33.5
Newsweek,856,RV,45,45,8,25,2010,8,26,68.5
Newsweek,908,RV,45,43,2,17,2010,2,18,257.5
NPR,850,LV,42,43,7,22,2010,7,26,101
NPR,800,LV,42,42,3,10,2010,3,14,235
NPR - POS/GQR,800,LV,39,44,1,20,2010,1,23,284.5
Pew Research,1809,LV,42,48,10,27,2010,10,30,4.5
Pew Research,1354,LV,40,50,10,13,2010,10,18,17.5
Pew Research,2053,LV,43,50,8,25,2010,9,6,63
Pew Research,2431,RV,45,44,7,21,2010,8,5,96.5
Pew Research,1496,RV,45,45,6,16,2010,6,20,137
Pew Research,1129,RV,45,42,2,3,2010,2,9,269
Pew Research,1214,RV,46,44,1,6,2010,1,10,298
Pew Research,1644,RV,47,42,10,28,2010,11,8,-0.5
Pew Research,1669,RV,45,44,8,20,2010,8,27,70.5
Politico/GWU/Battleground,1000,LV,42,47,10,17,2010,10,20,14.5
Politico/GWU/Battleground,1000,LV,42,47,9,19,2010,9,22,42.5
Politico/GWU/Battleground,1000,LV,43,43,9,7,2010,9,9,55
POS (R),800,LV,39,44,9,14,2010,9,16,48
POS (R),900,RV,42,43,2,17,2010,2,18,257.5
POS (R),800,LV,41,37,4,19,2010,4,21,196
PPP (D),590,RV,45,44,9,10,2010,9,13,51.5
PPP (D),606,RV,42,45,8,6,2010,8,9,86.5
PPP (D),667,RV,43,43,7,9,2010,7,12,114.5
PPP (D),650,RV,43,41,6,4,2010,6,7,149.5
PPP (D),622,RV,42,47,4,9,2010,4,11,206
PPP (D),1403,RV,43,46,3,12,2010,3,14,234
PPP (D),584,RV,40,43,1,29,2010,1,31,276
PPP (D),1151,RV,42,45,1,18,2010,1,19,287.5
PPP (D),1253,RV,44,42,12,4,2010,12,7,-33.5
PPP (D),1066,RV,46,38,11,13,2010,11,15,-12
PPP (D),766,RV,48,40,10,16,2010,10,19,15.5
PPP (D),596,RV,41,45,8,27,2010,8,30,65.5
Quinnipiac,1905,RV,37,42,8,31,2010,9,7,59.5
Quinnipiac,2181,RV,38,43,7,13,2010,7,19,109
Quinnipiac,1914,RV,42,36,5,19,2010,5,24,164.5
Quinnipiac,1907,RV,39,44,3,16,2010,3,21,228.5
Quinnipiac,3063,RV,42,34,6,23,2010,6,29,129
Quinnipiac,3097,RV,42,32,5,26,2010,6,1,157
Quinnipiac,2041,RV,41,34,4,21,2010,4,27,192
Reuters/Ipsos,654,LV,44,50,10,28,2010,10,31,3.5
Reuters/Ipsos,720,LV,44,48,10,7,2010,10,11,24
Reuters/Ipsos,993,RV,46,45,9,16,2010,9,19,45.5
Reuters/Ipsos,950,RV,45,46,8,19,2010,8,22,73.5
Reuters/Ipsos,848,RV,44,46,7,22,2010,7,25,101.5
Time,827,LV,37,43,8,16,2010,8,17,77.5
Time,1003,A,43,42,7,12,2010,7,13,112.5
USA Today/Gallup,928,RV,43,49,8,27,2010,8,30,65.5
USA Today/Gallup,1014,A,48,43,6,11,2010,6,13,143
USA Today/Gallup,968,RV,45,46,3,26,2010,3,28,220
USA Today/Gallup,898,RV,48,45,12,11,2010,12,13,-40
Washington Post,844.5085449,RV,48,44,3,23,2010,3,26,222.5
Winston Group (R),1000,RV,51,39,12,29,2010,12,30,-57.5
Economist/YouGov,1272,RV,44,37,6,17,2018,6,19,141
Reuters/Ipsos,1604,RV,42,36,6,15,2018,6,19,142
USA Today/Suffolk,1000,RV,45,39,6,13,2018,6,18,143.5
Quinnipiac,905,RV,49,43,6,14,2018,6,17,143.5
CNN,901,RV,50,42,6,14,2018,6,17,143.5
Monmouth,711,RV,48,41,6,12,2018,6,13,146.5
Economist/YouGov,1308,RV,43,37,6,10,2018,6,12,148
Reuters/Ipsos,2018,RV,45,35,6,8,2018,6,12,149
Pew Research,1608,RV,48,43,6,5,2018,6,12,150.5
FOX News,1001,RV,48,39,6,3,2018,6,6,154.5
Economist/YouGov,1292,RV,44,38,6,3,2018,6,5,155
Reuters/Ipsos,1265,RV,43,32,6,1,2018,6,5,156
NBC News/Wall St. Jrnl,900,RV,50,40,6,1,2018,6,4,156.5
Quinnipiac,1223,RV,47,40,5,31,2018,6,5,156.5
IBD/TIPP,905,A,47,40,5,29,2018,6,5,157.5
Economist/YouGov,1279,RV,42,39,5,27,2018,5,29,162
Reuters/Ipsos,1931,RV,39,37,5,25,2018,5,29,163
Harvard-Harris,1347,RV,44,37,5,21,2018,5,22,168.5
Economist/YouGov,1263,RV,43,38,5,20,2018,5,22,169
Reuters/Ipsos,1080,RV,40,37,5,18,2018,5,22,170
Economist/YouGov,1231,RV,42,37,5,13,2018,5,15,176
Reuters/Ipsos,1290,RV,38,37,5,11,2018,5,15,177
CNN,901,RV,47,44,5,2,2018,5,5,186.5
Economist/YouGov,1232,RV,44,35,5,6,2018,5,8,183
Reuters/Ipsos,1171,RV,39,38,5,4,2018,5,8,184
Economist/YouGov,1273,RV,42,39,4,29,2018,5,1,190
Reuters/Ipsos,1337,RV,43,37,4,27,2018,5,1,191
Pew Research,1221,RV,48,43,4,25,2018,5,1,192
Monmouth,681,RV,49,41,4,26,2018,4,30,192
Harvard-Harris,1549,RV,43,34,4,22,2018,4,24,197
Economist/YouGov,1270,RV,43,38,4,22,2018,4,24,197
Quinnipiac,1193,RV,48,40,4,20,2018,4,24,198
Reuters/Ipsos,1248,RV,45,34,4,20,2018,4,24,198
Economist/YouGov,1274,RV,43,38,4,15,2018,4,17,204
NPR/PBS/Marist,827,RV,44,39,4,10,2018,4,13,208.5
Reuters/Ipsos,1238,RV,44,34,4,13,2018,4,17,205
ABC News/Wash Post,865,RV,47,43,4,8,2018,4,11,210.5
NBC News/Wall St. Jrnl,900,A,47,40,4,8,2018,4,11,210.5
Economist/YouGov,1292,RV,44,36,4,8,2018,4,10,211
Quinnipiac,1181,RV,46,43,4,6,2018,4,9,212.5
Reuters/Ipsos,1219,RV,44,34,4,6,2018,4,10,212
Economist/YouGov,1246,RV,43,36,4,1,2018,4,3,218
Reuters/Ipsos,1519,RV,43,34,3,30,2018,4,3,219
Harvard-Harris,1340,RV,45,34,3,27,2018,3,29,223
Reuters/Ipsos,1392,RV,42,35,3,23,2018,3,27,226
Economist/YouGov,1330,RV,42,35,3,25,2018,3,27,225
CNN,913,RV,50,44,3,22,2018,3,25,227.5
Marist,1015,RV,44,39,3,19,2018,3,21,231
FOX News,1014,RV,46,41,3,18,2018,3,21,231.5
Economist/YouGov,1284,RV,44,38,3,18,2018,3,20,232
Quinnipiac,1291,RV,49,43,3,16,2018,3,20,233
Reuters/Ipsos,1337,RV,40,37,3,16,2018,3,20,233
NBC News/Wall St. Jrnl,930,RV,50,40,3,10,2018,3,14,239
Economist/YouGov,1291,RV,43,38,3,10,2018,3,13,239.5
Reuters/Ipsos,1411,A,38,30,3,9,2018,3,13,240
GWU/Battleground,1000,RV,49,40,3,4,2018,3,8,245
Economist/YouGov,1310,RV,43,37,3,4,2018,3,6,246
Reuters/Ipsos,2927,A,38,31,3,2,2018,3,6,247
Quinnipiac,1122,RV,48,38,3,3,2018,3,5,247
Monmouth,708,RV,50,41,3,2,2018,3,5,247.5
Economist/YouGov,1296,RV,40,38,2,25,2018,2,27,253
Reuters/Ipsos,1651,A,37,31,2,23,2018,2,27,254
USA Today/Suffolk,1000,RV,47,32,2,20,2018,2,24,257
CNN,909,RV,54,38,2,20,2018,2,23,257.5
Marist,819,RV,46,39,2,20,2018,2,21,258.5
Economist/YouGov,1308,RV,43,35,2,18,2018,2,20,260
Reuters/Ipsos,1104,A,38,30,2,16,2018,2,20,261
Harvard-Harris,1934,RV,41,36,2,16,2018,2,19,261.5
Quinnipiac,1249,RV,53,38,2,16,2018,2,19,261.5
Economist/YouGov,1280,RV,42,38,2,11,2018,2,13,267
Reuters/Ipsos,1515,A,39,30,2,9,2018,2,13,268
Marist,807,RV,49,38,2,5,2018,2,7,273
Economist/YouGov,1320,RV,43,37,2,4,2018,2,6,274
Reuters/Ipsos,3110,A,38,31,2,2,2018,2,6,275
Quinnipiac,1333,RV,49,40,2,2,2018,2,5,275.5
IBD/TIPP,832,RV,46,41,1,25,2018,2,2,281
Monmouth,711,RV,47,45,1,28,2018,1,30,281
Economist/YouGov,1264,RV,42,37,1,28,2018,1,30,281
Reuters/Ipsos,1856,A,37,31,1,26,2018,1,30,282
FOX News,1002,RV,44,38,1,21,2018,1,23,288
Economist/YouGov,1301,RV,41,37,1,21,2018,1,23,288
Quinnipiac,1245,RV,51,38,1,19,2018,1,23,289
Reuters/Ipsos,2981,A,38,30,1,19,2018,1,23,289
ABC News/Wash Post,846,RV,51,39,1,15,2018,1,18,293.5
CNN,948,RV,49,44,1,14,2018,1,18,294
NBC News/Wall St. Jrnl,765,RV,49,43,1,13,2018,1,17,295
Economist/YouGov,1311,RV,42,36,1,14,2018,1,16,295
Reuters/Ipsos,1638,A,37,32,1,12,2018,1,16,296
Quinnipiac,1212,RV,50,39,1,12,2018,1,16,296
Pew Research,1215,RV,53,39,1,10,2018,1,15,297.5
NPR/PBS/Marist,1092,RV,46,40,1,8,2018,1,10,301
Economist/YouGov,1327,RV,44,37,1,8,2018,1,9,301.5
Quinnipiac,1106,RV,52,35,1,5,2018,1,9,303
Reuters/Ipsos,1616,A,40,31,1,5,2018,1,9,303
Economist/YouGov,1363,LV,52,42,10,31,2020,11,2,3
NBC News/Wall St. Jrnl,1000,RV,48,43,10,29,2020,10,31,5
Politico/Morning Consult,14663,LV,50,43,10,29,2020,10,31,5
The Hill/HarrisX,2359,LV,47,42,10,25,2020,10,28,9
Economist/YouGov,1365,LV,52,42,10,25,2020,10,27,9
USC Dornsife,5413,LV,53,45,10,20,2020,11,2,14
USA Today/Suffolk,1000,LV,49,39,10,23,2020,10,27,11
CNN,886,LV,54,42,10,23,2020,10,26,11
Economist/YouGov,1344,LV,50,43,10,18,2020,10,20,16
Economist/YouGov,1333,LV,49,41,10,11,2020,10,13,23
NBC News/Wall St. Jrnl,1000,RV,49,42,10,9,2020,10,12,25
Economist/YouGov,1350,LV,48,42,9,27,2020,9,30,37
Monmouth,809,LV,50,44,9,24,2020,9,27,40
Economist/YouGov,1124,LV,47,43,9,20,2020,9,22,44
Politico/Morning Consult,1989,RV,47,41,9,18,2020,9,20,46
NBC News/Wall St. Jrnl,1000,RV,49,42,9,13,2020,9,16,51
Economist/YouGov,1062,LV,48,41,9,13,2020,9,15,51
Economist/YouGov,1057,LV,48,41,9,6,2020,9,8,58
Monmouth,758,LV,49,45,9,3,2020,9,8,61
Economist/YouGov,1207,RV,51,38,8,30,2020,9,1,65
USA Today/Suffolk,1000,RV,48,42,8,28,2020,8,31,67
Grinnell/Selzer,827,LV,48,41,8,26,2020,8,30,69
Economist/YouGov,1254,RV,47,39,8,23,2020,8,25,72
Economist/YouGov,1246,RV,49,38,8,16,2020,8,18,79
NBC News/Wall St. Jrnl,900,RV,47,42,8,9,2020,8,12,86
Economist/YouGov,1208,RV,49,39,8,9,2020,8,11,86
NPR/PBS/Marist,1108,RV,49,43,8,3,2020,8,11,92
GU Politics/Battleground,1000,LV,50,44,8,1,2020,8,6,94
Economist/YouGov,1229,RV,50,38,8,2,2020,8,4,93
Emerson,964,LV,46,41,7,29,2020,7,30,97
Economist/YouGov,1260,RV,48,40,7,26,2020,7,28,100
Economist/YouGov,1222,RV,47,40,7,19,2020,7,21,107
Politico/Morning Consult,1991,RV,47,37,7,17,2020,7,19,109
Economist/YouGov,1252,RV,48,40,7,12,2020,7,14,114
NBC News/Wall St. Jrnl,900,RV,47,43,7,9,2020,7,12,117
Economist/YouGov,1165,RV,51,40,7,5,2020,7,7,121
Economist/YouGov,1198,RV,49,40,6,28,2020,6,30,128
Monmouth,733,RV,50,42,6,26,2020,6,30,130
