Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support
2024,USA Today/Suffolk,1000,LV,10,18,2018,10,22,19,10/22/18,D,51
2024,USA Today/Suffolk,1000,LV,10,18,2018,10,22,19,10/22/18,R,43
2025,Rasmussen Reports,2500,LV,10,14,2018,10,18,23,10/18/18,D,47
2025,Rasmussen Reports,2500,LV,10,14,2018,10,18,23,10/18/18,R,44
2026,NBC News/Wall St. Jrnl,645,LV,10,14,2018,10,17,23,10/17/18,D,50
2026,NBC News/Wall St. Jrnl,645,LV,10,14,2018,10,17,23,10/17/18,R,41
2027,Economist/YouGov,1273,RV,10,14,2018,10,16,23,10/16/18,D,46
2027,Economist/YouGov,1273,RV,10,14,2018,10,16,23,10/16/18,R,41
2028,FOX News,841,LV,10,13,2018,10,16,24,10/16/18,D,49
2028,FOX News,841,LV,10,13,2018,10,16,24,10/16/18,R,42
2029,Reuters/Ipsos,1194,LV,10,10,2018,10,16,27,10/16/18,D,51
2029,Reuters/Ipsos,1194,LV,10,10,2018,10,16,27,10/16/18,R,40
2030,ABC News/Wash Post,991,RV,10,8,2018,10,11,29,10/11/18,D,53
2030,ABC News/Wash Post,991,RV,10,8,2018,10,11,29,10/11/18,R,42
2031,Rasmussen Reports,2500,LV,10,7,2018,10,11,30,10/11/18,D,45
2031,Rasmussen Reports,2500,LV,10,7,2018,10,11,30,10/11/18,R,44
2032,Economist/YouGov,1162,RV,10,7,2018,10,9,30,10/9/18,D,47
2032,Economist/YouGov,1162,RV,10,7,2018,10,9,30,10/9/18,R,41
2033,Reuters/Ipsos,2012,LV,10,3,2018,10,9,34,10/9/18,D,50
2033,Reuters/Ipsos,2012,LV,10,3,2018,10,9,34,10/9/18,R,38
2034,CNBC,800,A,10,4,2018,10,7,33,10/7/18,D,42
2034,CNBC,800,A,10,4,2018,10,7,33,10/7/18,R,36
2035,CNN,739,LV,10,4,2018,10,7,33,10/7/18,R,41
2036,Emerson,1000,RV,10,1,2018,10,4,36,10/4/18,D,50
2036,Emerson,1000,RV,10,1,2018,10,4,36,10/4/18,R,42
2037,Rasmussen Reports,2500,LV,9,30,2018,10,4,37,10/4/18,D,45
2037,Rasmussen Reports,2500,LV,9,30,2018,10,4,37,10/4/18,R,45
2038,Economist/YouGov,1227,RV,9,30,2018,10,2,37,10/2/18,D,45
2038,Economist/YouGov,1227,RV,9,30,2018,10,2,37,10/2/18,R,40
2039,NPR/PBS/Marist,996,RV,10,1,2018,10,1,36,10/1/18,D,48
2039,NPR/PBS/Marist,996,RV,10,1,2018,10,1,36,10/1/18,R,42
2040,IBD/TIPP,846,RV,9,27,2018,10,3,40,10/3/18,D,45
2040,IBD/TIPP,846,RV,9,27,2018,10,3,40,10/3/18,R,43
2041,Reuters/Ipsos,1840,LV,9,26,2018,10,2,41,10/2/18,D,50
2041,Reuters/Ipsos,1840,LV,9,26,2018,10,2,41,10/2/18,R,38
2042,Harvard-Harris,1330,RV,9,29,2018,9,30,38,9/30/18,D,45
2042,Harvard-Harris,1330,RV,9,29,2018,9,30,38,9/30/18,R,37
2043,Quinnipiac,1111,RV,9,27,2018,9,30,40,9/30/18,D,49
2043,Quinnipiac,1111,RV,9,27,2018,9,30,40,9/30/18,R,42
2044,Rasmussen Reports,2500,LV,9,23,2018,9,27,44,9/27/18,D,47
2044,Rasmussen Reports,2500,LV,9,23,2018,9,27,44,9/27/18,R,42
2045,Harvard-Harris,1228,RV,9,26,2018,9,27,41,9/27/18,D,45
2045,Harvard-Harris,1228,RV,9,26,2018,9,27,41,9/27/18,R,36
2046,Economist/YouGov,1238,RV,9,23,2018,9,25,44,9/25/18,D,46
2046,Economist/YouGov,1238,RV,9,23,2018,9,25,44,9/25/18,R,38
2047,NPR/PBS/Marist,802,RV,9,22,2018,9,24,45,9/24/18,D,48
2047,NPR/PBS/Marist,802,RV,9,22,2018,9,24,45,9/24/18,R,41
2048,Reuters/Ipsos,1425,LV,9,19,2018,9,25,48,9/25/18,D,48
2048,Reuters/Ipsos,1425,LV,9,19,2018,9,25,48,9/25/18,R,41
2049,Pew Research,1439,RV,9,18,2018,9,24,49,9/24/18,D,52
2049,Pew Research,1439,RV,9,18,2018,9,24,49,9/24/18,R,42
2050,Gallup,1308,RV,9,17,2018,9,23,50,9/23/18,D,51
2050,Gallup,1308,RV,9,17,2018,9,23,50,9/23/18,R,42
2051,Rasmussen Reports,2500,LV,9,16,2018,9,20,51,9/20/18,D,46
2051,Rasmussen Reports,2500,LV,9,16,2018,9,20,51,9/20/18,R,43
2052,FOX News,818,LV,9,16,2018,9,19,51,9/19/18,D,49
2052,FOX News,818,LV,9,16,2018,9,19,51,9/19/18,R,42
2053,NBC News/Wall St. Jrnl,594,LV,9,16,2018,9,19,51,9/19/18,D,51
2054,Economist/YouGov,1195,RV,9,16,2018,9,18,51,9/18/18,D,45
2054,Economist/YouGov,1195,RV,9,16,2018,9,18,51,9/18/18,R,41
2055,Reuters/Ipsos,1304,LV,9,12,2018,9,18,55,9/18/18,D,48
2055,Reuters/Ipsos,1304,LV,9,12,2018,9,18,55,9/18/18,R,41
2056,Rasmussen Reports,2500,LV,9,9,2018,9,13,58,9/13/18,D,47
2056,Rasmussen Reports,2500,LV,9,9,2018,9,13,58,9/13/18,R,42
2057,Economist/YouGov,1220,RV,9,9,2018,9,11,58,9/11/18,D,44
2057,Economist/YouGov,1220,RV,9,9,2018,9,11,58,9/11/18,R,41
2058,Reuters/Ipsos,1226,LV,9,5,2018,9,11,62,9/11/18,D,49
2058,Reuters/Ipsos,1226,LV,9,5,2018,9,11,62,9/11/18,R,41
2059,Quinnipiac,1038,RV,9,6,2018,9,9,61,9/9/18,D,52
2059,Quinnipiac,1038,RV,9,6,2018,9,9,61,9/9/18,R,38
2060,CNN,775,LV,9,6,2018,9,9,61,9/9/18,D,52
2060,CNN,775,LV,9,6,2018,9,9,61,9/9/18,R,42
2061,NPR/Marist,777,RV,9,5,2018,9,9,62,9/9/18,D,50
2061,NPR/Marist,777,RV,9,5,2018,9,9,62,9/9/18,R,38
2062,Rasmussen Reports,2500,LV,9,2,2018,9,6,65,9/6/18,D,46
2062,Rasmussen Reports,2500,LV,9,2,2018,9,6,65,9/6/18,R,42
2063,Economist/YouGov,1254,RV,9,2,2018,9,4,65,9/4/18,D,45
2063,Economist/YouGov,1254,RV,9,2,2018,9,4,65,9/4/18,R,40
2064,Reuters/Ipsos,2012,RV,8,29,2018,9,4,69,9/4/18,D,44
2064,Reuters/Ipsos,2012,RV,8,29,2018,9,4,69,9/4/18,R,35
2065,Grinnell/Selzer,779,LV,8,29,2018,9,2,69,9/2/18,D,45
2065,Grinnell/Selzer,779,LV,8,29,2018,9,2,69,9/2/18,R,43
2066,Emerson,1000,RV,8,29,2018,8,31,69,8/31/18,D,52
2066,Emerson,1000,RV,8,29,2018,8,31,69,8/31/18,R,39
2067,Rasmussen Reports,2500,LV,8,26,2018,8,30,72,8/30/18,D,46
2067,Rasmussen Reports,2500,LV,8,26,2018,8,30,72,8/30/18,R,42
2068,ABC News/Wash Post,879,RV,8,26,2018,8,29,72,8/29/18,D,52
2068,ABC News/Wash Post,879,RV,8,26,2018,8,29,72,8/29/18,R,38
2069,Economist/YouGov,1249,RV,8,26,2018,8,28,72,8/28/18,D,45
2069,Economist/YouGov,1249,RV,8,26,2018,8,28,72,8/28/18,R,39
2070,USA Today/Suffolk,1000,RV,8,23,2018,8,28,75,8/28/18,D,50
2070,USA Today/Suffolk,1000,RV,8,23,2018,8,28,75,8/28/18,R,39
2071,IBD/TIPP,857,RV,8,23,2018,8,30,75,8/30/18,D,50
2071,IBD/TIPP,857,RV,8,23,2018,8,30,75,8/30/18,R,39
2072,Reuters/Ipsos,2920,RV,8,22,2018,8,28,76,8/28/18,R,34
2073,Harvard-Harris,1330,RV,8,22,2018,8,23,76,8/23/18,D,45
2073,Harvard-Harris,1330,RV,8,22,2018,8,23,76,8/23/18,R,37
2074,Rasmussen Reports,2500,LV,8,19,2018,8,23,79,8/23/18,D,46
2074,Rasmussen Reports,2500,LV,8,19,2018,8,23,79,8/23/18,R,41
2075,NBC News/Wall St. Jrnl,900,RV,8,18,2018,8,22,80,8/22/18,D,50
2075,NBC News/Wall St. Jrnl,900,RV,8,18,2018,8,22,80,8/22/18,R,42
2076,Economist/YouGov,1247,RV,8,19,2018,8,21,79,8/21/18,D,44
2076,Economist/YouGov,1247,RV,8,19,2018,8,21,79,8/21/18,R,38
2077,FOX News,1009,RV,8,19,2018,8,21,79,8/21/18,D,49
2077,FOX News,1009,RV,8,19,2018,8,21,79,8/21/18,R,38
2078,Reuters/Ipsos,1885,RV,8,15,2018,8,21,83,8/21/18,D,41
2078,Reuters/Ipsos,1885,RV,8,15,2018,8,21,83,8/21/18,R,37
2079,Monmouth,725,RV,8,15,2018,8,19,83,8/19/18,D,48
2079,Monmouth,725,RV,8,15,2018,8,19,83,8/19/18,R,43
2080,Rasmussen Reports,2500,LV,8,12,2018,8,16,86,8/16/18,D,44
2080,Rasmussen Reports,2500,LV,8,12,2018,8,16,86,8/16/18,R,44
2081,Economist/YouGov,1250,RV,8,12,2018,8,14,86,8/14/18,D,44
2081,Economist/YouGov,1250,RV,8,12,2018,8,14,86,8/14/18,R,40
2082,Reuters/Ipsos,1860,RV,8,8,2018,8,14,90,8/14/18,D,45
2082,Reuters/Ipsos,1860,RV,8,8,2018,8,14,90,8/14/18,R,36
2083,Quinnipiac,1175,RV,8,9,2018,8,13,89,8/13/18,D,51
2083,Quinnipiac,1175,RV,8,9,2018,8,13,89,8/13/18,R,42
2084,CNN,921,RV,8,9,2018,8,12,89,8/12/18,D,52
2084,CNN,921,RV,8,9,2018,8,12,89,8/12/18,R,41
2085,Pew Research,3986,RV,7,30,2018,8,12,99,8/12/18,D,46
2085,Pew Research,3986,RV,7,30,2018,8,12,99,8/12/18,R,39
2086,Rasmussen Reports,2500,LV,8,5,2018,8,9,93,8/9/18,D,48
2086,Rasmussen Reports,2500,LV,8,5,2018,8,9,93,8/9/18,R,41
2087,Economist/YouGov,1289,RV,8,5,2018,8,7,93,8/7/18,D,44
2087,Economist/YouGov,1289,RV,8,5,2018,8,7,93,8/7/18,R,41
2088,Reuters/Ipsos,1479,RV,8,3,2018,8,7,95,8/7/18,D,41
2088,Reuters/Ipsos,1479,RV,8,3,2018,8,7,95,8/7/18,R,39
2089,Rasmussen Reports,2500,LV,7,29,2018,8,2,100,8/2/18,D,45
2089,Rasmussen Reports,2500,LV,7,29,2018,8,2,100,8/2/18,R,41
2090,IBD/TIPP,878,RV,7,26,2018,8,2,103,8/2/18,D,45
2091,Economist/YouGov,1222,RV,7,29,2018,7,31,100,7/31/18,D,44
2091,Economist/YouGov,1222,RV,7,29,2018,7,31,100,7/31/18,R,40
2092,Reuters/Ipsos,1571,RV,7,27,2018,7,31,102,7/31/18,D,42
2092,Reuters/Ipsos,1571,RV,7,27,2018,7,31,102,7/31/18,R,36
2093,Rasmussen Reports,2500,LV,7,22,2018,7,26,107,7/26/18,D,46
2093,Rasmussen Reports,2500,LV,7,22,2018,7,26,107,7/26/18,R,40
2094,Harvard-Harris,1323,RV,7,24,2018,7,25,105,7/25/18,D,43
2094,Harvard-Harris,1323,RV,7,24,2018,7,25,105,7/25/18,R,36
2095,Economist/YouGov,1203,RV,7,22,2018,7,24,107,7/24/18,D,44
2095,Economist/YouGov,1203,RV,7,22,2018,7,24,107,7/24/18,R,38
2096,Reuters/Ipsos,1165,RV,7,20,2018,7,24,109,7/24/18,D,42
2096,Reuters/Ipsos,1165,RV,7,20,2018,7,24,109,7/24/18,R,37
2097,NPR/PBS/Marist,923,RV,7,19,2018,7,22,110,7/22/18,D,47
2097,NPR/PBS/Marist,923,RV,7,19,2018,7,22,110,7/22/18,R,40
2098,Quinnipiac,1177,RV,7,18,2018,7,23,111,7/23/18,D,51
2098,Quinnipiac,1177,RV,7,18,2018,7,23,111,7/23/18,R,39
2099,Rasmussen Reports,2500,LV,7,15,2018,7,19,114,7/19/18,D,47
2099,Rasmussen Reports,2500,LV,7,15,2018,7,19,114,7/19/18,R,40
2100,NBC News/Wall St. Jrnl,900,RV,7,15,2018,7,18,114,7/18/18,D,49
2100,NBC News/Wall St. Jrnl,900,RV,7,15,2018,7,18,114,7/18/18,R,43
2101,Economist/YouGov,1272,RV,7,15,2018,7,17,114,7/17/18,D,45
2101,Economist/YouGov,1272,RV,7,15,2018,7,17,114,7/17/18,R,37
2102,Rasmussen Reports,2500,LV,7,8,2018,7,12,121,7/12/18,D,46
2102,Rasmussen Reports,2500,LV,7,8,2018,7,12,121,7/12/18,R,41
2103,Reuters/Ipsos,2357,RV,7,13,2018,7,17,116,7/17/18,D,44
2103,Reuters/Ipsos,2357,RV,7,13,2018,7,17,116,7/17/18,R,35
2104,FOX News,1007,RV,7,9,2018,7,11,120,7/11/18,D,48
2104,FOX News,1007,RV,7,9,2018,7,11,120,7/11/18,R,40
2105,Economist/YouGov,1246,RV,7,8,2018,7,10,121,7/10/18,D,42
2105,Economist/YouGov,1246,RV,7,8,2018,7,10,121,7/10/18,R,38
2106,Reuters/Ipsos,1295,RV,7,6,2018,7,10,123,7/10/18,D,47
2106,Reuters/Ipsos,1295,RV,7,6,2018,7,10,123,7/10/18,R,34
2107,Emerson,900,RV,7,6,2018,7,7,123,7/7/18,D,49
2107,Emerson,900,RV,7,6,2018,7,7,123,7/7/18,R,42
2108,Rasmussen Reports,2500,LV,7,1,2018,7,5,128,7/5/18,D,48
2108,Rasmussen Reports,2500,LV,7,1,2018,7,5,128,7/5/18,R,40
2109,Economist/YouGov,1263,RV,7,1,2018,7,3,128,7/3/18,R,38
2110,Rasmussen Reports,2500,LV,6,24,2018,6,28,135,6/28/18,D,46
2110,Rasmussen Reports,2500,LV,6,24,2018,6,28,135,6/28/18,R,40
2111,Reuters/Ipsos,2252,RV,6,28,2018,7,2,131,7/2/18,D,44
2111,Reuters/Ipsos,2252,RV,6,28,2018,7,2,131,7/2/18,R,34
2112,Quinnipiac,1020,RV,6,27,2018,7,1,132,7/1/18,D,50
2112,Quinnipiac,1020,RV,6,27,2018,7,1,132,7/1/18,R,41
2113,Harvard-Harris,1448,RV,6,24,2018,6,25,135,6/25/18,D,45
2113,Harvard-Harris,1448,RV,6,24,2018,6,25,135,6/25/18,R,36
2114,IBD/TIPP,900,A,6,21,2018,6,29,138,6/29/18,D,48
2114,IBD/TIPP,900,A,6,21,2018,6,29,138,6/29/18,R,40
2115,Economist/YouGov,1278,RV,6,24,2018,6,26,135,6/26/18,D,43
2115,Economist/YouGov,1278,RV,6,24,2018,6,26,135,6/26/18,R,38
2116,Reuters/Ipsos,1199,RV,6,22,2018,6,26,137,6/26/18,D,41
2116,Reuters/Ipsos,1199,RV,6,22,2018,6,26,137,6/26/18,R,38
2117,Rasmussen Reports,2500,LV,6,17,2018,6,21,142,6/21/18,D,45
2117,Rasmussen Reports,2500,LV,6,17,2018,6,21,142,6/21/18,R,41
2118,Economist/YouGov,1272,RV,6,17,2018,6,19,142,6/19/18,D,44
2118,Economist/YouGov,1272,RV,6,17,2018,6,19,142,6/19/18,R,37
2119,Reuters/Ipsos,1604,RV,6,15,2018,6,19,144,6/19/18,D,42
2119,Reuters/Ipsos,1604,RV,6,15,2018,6,19,144,6/19/18,R,36
2120,USA Today/Suffolk,1000,RV,6,13,2018,6,18,146,6/18/18,D,45
2120,USA Today/Suffolk,1000,RV,6,13,2018,6,18,146,6/18/18,R,39
2121,Quinnipiac,905,RV,6,14,2018,6,17,145,6/17/18,D,49
2121,Quinnipiac,905,RV,6,14,2018,6,17,145,6/17/18,R,43
2122,CNN,901,RV,6,14,2018,6,17,145,6/17/18,D,50
2122,CNN,901,RV,6,14,2018,6,17,145,6/17/18,R,42
2123,Gallup,1346,RV,6,11,2018,6,17,148,6/17/18,D,48
2123,Gallup,1346,RV,6,11,2018,6,17,148,6/17/18,R,43
2124,Monmouth,711,RV,6,12,2018,6,13,147,6/13/18,D,48
2124,Monmouth,711,RV,6,12,2018,6,13,147,6/13/18,R,41
2125,Rasmussen Reports,2500,LV,6,10,2018,6,14,149,6/14/18,D,45
2125,Rasmussen Reports,2500,LV,6,10,2018,6,14,149,6/14/18,R,41
2126,Economist/YouGov,1308,RV,6,10,2018,6,12,149,6/12/18,D,43
2126,Economist/YouGov,1308,RV,6,10,2018,6,12,149,6/12/18,R,37
2127,Reuters/Ipsos,2018,RV,6,8,2018,6,12,151,6/12/18,D,45
2128,PPP (D),679,RV,6,8,2018,6,10,151,6/10/18,D,46
2128,PPP (D),679,RV,6,8,2018,6,10,151,6/10/18,R,40
2129,Pew Research,1608,RV,6,5,2018,6,12,154,6/12/18,D,48
2129,Pew Research,1608,RV,6,5,2018,6,12,154,6/12/18,R,43
2130,Rasmussen Reports,2500,LV,6,3,2018,6,7,156,6/7/18,D,44
2130,Rasmussen Reports,2500,LV,6,3,2018,6,7,156,6/7/18,R,40
2131,FOX News,1001,RV,6,3,2018,6,6,156,6/6/18,D,48
2131,FOX News,1001,RV,6,3,2018,6,6,156,6/6/18,R,39
2132,Economist/YouGov,1292,RV,6,3,2018,6,5,156,6/5/18,D,44
2132,Economist/YouGov,1292,RV,6,3,2018,6,5,156,6/5/18,R,38
2133,Reuters/Ipsos,1265,RV,6,1,2018,6,5,158,6/5/18,D,43
2133,Reuters/Ipsos,1265,RV,6,1,2018,6,5,158,6/5/18,R,32
2134,NBC News/Wall St. Jrnl,900,RV,6,1,2018,6,4,158,6/4/18,D,50
2134,NBC News/Wall St. Jrnl,900,RV,6,1,2018,6,4,158,6/4/18,R,40
2135,Quinnipiac,1223,RV,5,31,2018,6,5,159,6/5/18,D,47
2135,Quinnipiac,1223,RV,5,31,2018,6,5,159,6/5/18,R,40
2136,IBD/TIPP,905,A,5,29,2018,6,5,161,6/5/18,D,47
2136,IBD/TIPP,905,A,5,29,2018,6,5,161,6/5/18,R,40
2137,Rasmussen Reports,2500,LV,5,27,2018,5,31,163,5/31/18,D,45
2137,Rasmussen Reports,2500,LV,5,27,2018,5,31,163,5/31/18,R,41
2138,Economist/YouGov,1279,RV,5,27,2018,5,29,163,5/29/18,D,42
2138,Economist/YouGov,1279,RV,5,27,2018,5,29,163,5/29/18,R,39
2139,Reuters/Ipsos,1931,RV,5,25,2018,5,29,165,5/29/18,D,39
2139,Reuters/Ipsos,1931,RV,5,25,2018,5,29,165,5/29/18,R,37
2140,Rasmussen Reports,2500,LV,5,21,2018,5,25,169,5/25/18,D,43
2140,Rasmussen Reports,2500,LV,5,21,2018,5,25,169,5/25/18,R,42
2141,Harvard-Harris,1347,RV,5,21,2018,5,22,169,5/22/18,D,44
2141,Harvard-Harris,1347,RV,5,21,2018,5,22,169,5/22/18,R,37
2142,Economist/YouGov,1263,RV,5,20,2018,5,22,170,5/22/18,D,43
2142,Economist/YouGov,1263,RV,5,20,2018,5,22,170,5/22/18,R,38
2143,Reuters/Ipsos,1080,RV,5,18,2018,5,22,172,5/22/18,D,40
2143,Reuters/Ipsos,1080,RV,5,18,2018,5,22,172,5/22/18,R,37
2144,Rasmussen Reports,2500,LV,5,13,2018,5,17,177,5/17/18,D,43
2144,Rasmussen Reports,2500,LV,5,13,2018,5,17,177,5/17/18,R,42
2145,Economist/YouGov,1231,RV,5,13,2018,5,15,177,5/15/18,D,42
2145,Economist/YouGov,1231,RV,5,13,2018,5,15,177,5/15/18,R,37
2146,Reuters/Ipsos,1290,RV,5,11,2018,5,15,179,5/15/18,R,37
2147,Rasmussen Reports,2500,LV,5,6,2018,5,10,184,5/10/18,D,46
2147,Rasmussen Reports,2500,LV,5,6,2018,5,10,184,5/10/18,R,40
2148,CNN,901,RV,5,2,2018,5,5,188,5/5/18,D,47
2148,CNN,901,RV,5,2,2018,5,5,188,5/5/18,R,44
2149,Economist/YouGov,1232,RV,5,6,2018,5,8,184,5/8/18,D,44
2149,Economist/YouGov,1232,RV,5,6,2018,5,8,184,5/8/18,R,35
2150,Reuters/Ipsos,1171,RV,5,4,2018,5,8,186,5/8/18,D,39
2150,Reuters/Ipsos,1171,RV,5,4,2018,5,8,186,5/8/18,R,38
2151,Economist/YouGov,1273,RV,4,29,2018,5,1,191,5/1/18,D,42
2151,Economist/YouGov,1273,RV,4,29,2018,5,1,191,5/1/18,R,39
2152,Reuters/Ipsos,1337,RV,4,27,2018,5,1,193,5/1/18,D,43
2152,Reuters/Ipsos,1337,RV,4,27,2018,5,1,193,5/1/18,R,37
2153,Pew Research,1221,RV,4,25,2018,5,1,195,5/1/18,D,48
2153,Pew Research,1221,RV,4,25,2018,5,1,195,5/1/18,R,43
2154,Monmouth,681,RV,4,26,2018,4,30,194,4/30/18,D,49
2154,Monmouth,681,RV,4,26,2018,4,30,194,4/30/18,R,41
2155,Harvard-Harris,1549,RV,4,22,2018,4,24,198,4/24/18,D,43
2155,Harvard-Harris,1549,RV,4,22,2018,4,24,198,4/24/18,R,34
2156,Economist/YouGov,1270,RV,4,22,2018,4,24,198,4/24/18,D,43
2156,Economist/YouGov,1270,RV,4,22,2018,4,24,198,4/24/18,R,38
2157,Quinnipiac,1193,RV,4,20,2018,4,24,200,4/24/18,D,48
2157,Quinnipiac,1193,RV,4,20,2018,4,24,200,4/24/18,R,40
2158,Reuters/Ipsos,1248,RV,4,20,2018,4,24,200,4/24/18,D,45
2158,Reuters/Ipsos,1248,RV,4,20,2018,4,24,200,4/24/18,R,34
2159,Economist/YouGov,1274,RV,4,15,2018,4,17,205,4/17/18,D,43
2159,Economist/YouGov,1274,RV,4,15,2018,4,17,205,4/17/18,R,38
2160,NPR/PBS/Marist,827,RV,4,10,2018,4,13,210,4/13/18,D,44
2160,NPR/PBS/Marist,827,RV,4,10,2018,4,13,210,4/13/18,R,39
2161,Reuters/Ipsos,1238,RV,4,13,2018,4,17,207,4/17/18,D,44
2161,Reuters/Ipsos,1238,RV,4,13,2018,4,17,207,4/17/18,R,34
2162,ABC News/Wash Post,865,RV,4,8,2018,4,11,212,4/11/18,D,47
2162,ABC News/Wash Post,865,RV,4,8,2018,4,11,212,4/11/18,R,43
2163,NBC News/Wall St. Jrnl,900,A,4,8,2018,4,11,212,4/11/18,D,47
2163,NBC News/Wall St. Jrnl,900,A,4,8,2018,4,11,212,4/11/18,R,40
2164,Economist/YouGov,1292,RV,4,8,2018,4,10,212,4/10/18,D,44
2165,Rasmussen Reports,1000,LV,4,8,2018,4,9,212,4/9/18,D,45
2165,Rasmussen Reports,1000,LV,4,8,2018,4,9,212,4/9/18,R,40
2166,Quinnipiac,1181,RV,4,6,2018,4,9,214,4/9/18,D,46
2166,Quinnipiac,1181,RV,4,6,2018,4,9,214,4/9/18,R,43
2167,Reuters/Ipsos,1219,RV,4,6,2018,4,10,214,4/10/18,D,44
2167,Reuters/Ipsos,1219,RV,4,6,2018,4,10,214,4/10/18,R,34
2168,Economist/YouGov,1246,RV,4,1,2018,4,3,219,4/3/18,D,43
2168,Economist/YouGov,1246,RV,4,1,2018,4,3,219,4/3/18,R,36
2169,Reuters/Ipsos,1519,RV,3,30,2018,4,3,221,4/3/18,D,43
2169,Reuters/Ipsos,1519,RV,3,30,2018,4,3,221,4/3/18,R,34
2170,Harvard-Harris,1340,RV,3,27,2018,3,29,224,3/29/18,D,45
2170,Harvard-Harris,1340,RV,3,27,2018,3,29,224,3/29/18,R,34
2171,Reuters/Ipsos,1392,RV,3,23,2018,3,27,228,3/27/18,D,42
2171,Reuters/Ipsos,1392,RV,3,23,2018,3,27,228,3/27/18,R,35
2172,Economist/YouGov,1330,RV,3,25,2018,3,27,226,3/27/18,D,42
2172,Economist/YouGov,1330,RV,3,25,2018,3,27,226,3/27/18,R,35
2173,CNN,913,RV,3,22,2018,3,25,229,3/25/18,D,50
2173,CNN,913,RV,3,22,2018,3,25,229,3/25/18,R,44
2174,PPP (D),846,RV,3,23,2018,3,25,228,3/25/18,D,50
2174,PPP (D),846,RV,3,23,2018,3,25,228,3/25/18,R,39
2175,Marist,1015,RV,3,19,2018,3,21,232,3/21/18,D,44
2175,Marist,1015,RV,3,19,2018,3,21,232,3/21/18,R,39
2176,FOX News,1014,RV,3,18,2018,3,21,233,3/21/18,D,46
2176,FOX News,1014,RV,3,18,2018,3,21,233,3/21/18,R,41
2177,Economist/YouGov,1284,RV,3,18,2018,3,20,233,3/20/18,D,44
2177,Economist/YouGov,1284,RV,3,18,2018,3,20,233,3/20/18,R,38
2178,Quinnipiac,1291,RV,3,16,2018,3,20,235,3/20/18,D,49
2178,Quinnipiac,1291,RV,3,16,2018,3,20,235,3/20/18,R,43
2179,Reuters/Ipsos,1337,RV,3,16,2018,3,20,235,3/20/18,D,40
2179,Reuters/Ipsos,1337,RV,3,16,2018,3,20,235,3/20/18,R,37
2180,NBC News/Wall St. Jrnl,930,RV,3,10,2018,3,14,241,3/14/18,D,50
2180,NBC News/Wall St. Jrnl,930,RV,3,10,2018,3,14,241,3/14/18,R,40
2181,Economist/YouGov,1291,RV,3,10,2018,3,13,241,3/13/18,D,43
2181,Economist/YouGov,1291,RV,3,10,2018,3,13,241,3/13/18,R,38
2182,Reuters/Ipsos,1411,A,3,9,2018,3,13,242,3/13/18,D,38
2182,Reuters/Ipsos,1411,A,3,9,2018,3,13,242,3/13/18,R,30
2183,GWU/Battleground,1000,RV,3,4,2018,3,8,247,3/8/18,R,40
2184,Economist/YouGov,1310,RV,3,4,2018,3,6,247,3/6/18,D,43
2184,Economist/YouGov,1310,RV,3,4,2018,3,6,247,3/6/18,R,37
2185,Reuters/Ipsos,2927,A,3,2,2018,3,6,249,3/6/18,D,38
2185,Reuters/Ipsos,2927,A,3,2,2018,3,6,249,3/6/18,R,31
2186,Quinnipiac,1122,RV,3,3,2018,3,5,248,3/5/18,D,48
2186,Quinnipiac,1122,RV,3,3,2018,3,5,248,3/5/18,R,38
2187,Monmouth,708,RV,3,2,2018,3,5,249,3/5/18,D,50
2187,Monmouth,708,RV,3,2,2018,3,5,249,3/5/18,R,41
2188,Rasmussen Reports,1000,LV,3,1,2018,3,4,250,3/4/18,D,46
2188,Rasmussen Reports,1000,LV,3,1,2018,3,4,250,3/4/18,R,40
2189,Economist/YouGov,1296,RV,2,25,2018,2,27,254,2/27/18,D,40
2189,Economist/YouGov,1296,RV,2,25,2018,2,27,254,2/27/18,R,38
2190,Reuters/Ipsos,1651,A,2,23,2018,2,27,256,2/27/18,D,37
2190,Reuters/Ipsos,1651,A,2,23,2018,2,27,256,2/27/18,R,31
2191,USA Today/Suffolk,1000,RV,2,20,2018,2,24,259,2/24/18,D,47
2191,USA Today/Suffolk,1000,RV,2,20,2018,2,24,259,2/24/18,R,32
2192,CNN,909,RV,2,20,2018,2,23,259,2/23/18,D,54
2192,CNN,909,RV,2,20,2018,2,23,259,2/23/18,R,38
2193,Marist,819,RV,2,20,2018,2,21,259,2/21/18,D,46
2193,Marist,819,RV,2,20,2018,2,21,259,2/21/18,R,39
2194,Economist/YouGov,1308,RV,2,18,2018,2,20,261,2/20/18,D,43
2194,Economist/YouGov,1308,RV,2,18,2018,2,20,261,2/20/18,R,35
2195,Reuters/Ipsos,1104,A,2,16,2018,2,20,263,2/20/18,D,38
2195,Reuters/Ipsos,1104,A,2,16,2018,2,20,263,2/20/18,R,30
2196,Harvard-Harris,1934,RV,2,16,2018,2,19,263,2/19/18,D,41
2196,Harvard-Harris,1934,RV,2,16,2018,2,19,263,2/19/18,R,36
2197,Quinnipiac,1249,RV,2,16,2018,2,19,263,2/19/18,D,53
2197,Quinnipiac,1249,RV,2,16,2018,2,19,263,2/19/18,R,38
2198,Economist/YouGov,1280,RV,2,11,2018,2,13,268,2/13/18,D,42
2198,Economist/YouGov,1280,RV,2,11,2018,2,13,268,2/13/18,R,38
